query_id,query_text,language,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area,age_group,pregnancy_status,year,recency_flag,dose_context_flag,route,renal_function_group,hepatic_impairment_flag,comparison_flag,negation_flag,prior_treatment_failure_flag,intent,intent_top_level,intent_subtype,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes
Q091,Liraglutide pada pasien elderly Obesity apa perlu adjustment,MIXED,Obesity,E66,Liraglutide,A10BJ02,GLP-1 receptor agonists,A10BJ,Endocrinology,elderly,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q092,switch dari Levothyroxine ke Levothyroxine Hyperthyroidism progresif,MIXED,Hyperthyroidism,E05,Levothyroxine; Levothyroxine,H03AA01; H03AA01,Thyroid hormones; Thyroid hormones,H03AA; H03AA,Endocrinology,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q093,penggantian Ezetimibe ke Amlodipine pada Acute Coronary Syndrome,ID,Acute Coronary Syndrome,I24,Ezetimibe; Amlodipine,C10AX09; C08CA01,Cholesterol absorption inhibitors; Calcium channel blockers,C10AX; C08CA,Cardiology,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q094,kapan start Azithromycin di Asthma evidence terbaru 2022,MIXED,Asthma,J45,Azithromycin,J01FA10,Macrolides,J01FA,Pulmonology,,,2022.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q095,monitoring parameters Empagliflozin in Atrial Fibrillation,EN,Atrial Fibrillation,I48,Empagliflozin,A10BK03,SGLT2 inhibitors,A10BK,Cardiology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge)."
Q096,Epilepsy risk stratification approach,EN,Epilepsy,G40,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,unanimous,high,three_signal_consensus,False,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment)."
Q097,Iron Deficiency Anaemia pada anak dosis Ferrous sulphate,ID,Iron Deficiency Anaemia,D50,Ferrous sulphate,B03AA07,Iron preparations,B03AA,Haematology,pediatric,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q098,ARBs terbaru untuk Hypertension 2022,MIXED,Hypertension,I10,Losartan,C09CA01,ARBs,C09CA,Cardiology,,,2022.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Comparative Treatment Choice,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Comparative Treatment Choice; cluster=Mechanism / Background Knowledge)."
Q099,Atrial Fibrillation emergency Apixaban loading dose berapa,MIXED,Atrial Fibrillation,I48,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Cardiology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q100,prophylaxis Ischaemic Stroke Alteplase kapan bisa dihentikan,MIXED,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q101,Dolutegravir drug interaction with Tenofovir disoproxil in Malaria,EN,Malaria,B50,Dolutegravir; Tenofovir disoproxil,J05AJ03; J05AF07,Integrase inhibitors; NRTIs,J05AJ; J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Interaction / Combination,Pharmacotherapy,Interaction / Combination,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Interaction / Combination,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,co-administration or interaction overrides general safety Three-signal status: two_signal_including_rule (rule=Interaction / Combination; prototype=Interaction / Combination; cluster=Comparative Treatment Choice).
Q102,Antimalarials kontraindikasi pada Typhoid Fever dengan obesity,ID,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication)."
Q103,biomarkers Ischaemic Stroke treatment response Alteplase,EN,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Monitoring / Response / Risk Assessment'."
Q104,Erythropoietin loading dose Iron Deficiency Anaemia emergency,EN,Iron Deficiency Anaemia,D50,Erythropoietin,B03XA01,Erythropoiesis stimulating agents,B03XA,Haematology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q105,tatalaksana Breast Cancer HER2-positive panduan terbaru 2025,ID,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,,,2025.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q106,titration protocol Metoprolol in Heart Failure,EN,Heart Failure,I50,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q107,algoritma terapi Asthma step up,ID,Asthma,J45,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,unanimous,high,three_signal_consensus,False,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).
Q108,Antituberculotics adverse effects monitoring in Tuberculosis,EN,Tuberculosis,A15,Rifampicin,J04AB02,Antituberculotics,J04AB,Pulmonology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Monitoring / Response / Risk Assessment,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q109,kapan start Levetiracetam di Epilepsy evidence terbaru terbaru,MIXED,Epilepsy,G40,Levetiracetam,N03AX14,Antiepileptics other,N03AX,Neurology,,,,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q110,dosis titrasi Topiramate Epilepsy toleransi pasien,MIXED,Epilepsy,G40,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q111,Erythropoietin contraindication in Iron Deficiency Anaemia with anaemia,EN,Iron Deficiency Anaemia,D50,Erythropoietin,B03XA01,Erythropoiesis stimulating agents,B03XA,Haematology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'."
Q112,Alteplase vs Aspirin in Ischaemic Stroke patients,EN,Ischaemic Stroke,I63,Alteplase; Aspirin,B01AD02; B01AC06,Thrombolytics; Platelet aggregation inhibitors,B01AD; B01AC,Neurology,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,three_signal_consensus,False,not_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q113,latest Obesity management guidelines 2025,EN,Obesity,E66,Liraglutide,A10BJ02,GLP-1 receptor agonists,A10BJ,Endocrinology,,,2025.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q114,Colchicine vs Colchicine in Psoriatic Arthritis patients,EN,Psoriatic Arthritis,M07,Colchicine; Colchicine,M04AC01; M04AC01,Gout preparations; Gout preparations,M04AC; M04AC,Rheumatology,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,three_signal_consensus,False,not_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q115,dosis Artemether-lumefantrine untuk pasien Typhoid Fever,ID,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q116,Osteoporosis dengan elderly patients pilihan drug terbaik,MIXED,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,elderly,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Efficacy / Outcomes,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Efficacy / Outcomes).
Q117,switch dari Artemether-lumefantrine ke Artemether-lumefantrine Typhoid Fever progresif,MIXED,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q118,Chronic Lymphocytic Leukaemia emergency Ibrutinib loading dose berapa,MIXED,Chronic Lymphocytic Leukaemia,C91.1,Ibrutinib,L01EL01,BTK inhibitors,L01EL,Oncology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q119,Gout first line TNF inhibitors evidence based,MIXED,Gout,M10,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,,,,False,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q120,latest Hypertension management guidelines terbaru,EN,Hypertension,I10,Amlodipine,C08CA01,Calcium channel blockers,C08CA,Cardiology,,,,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q121,when to start Venlafaxine in Major Depressive Disorder,EN,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q122,Tenofovir+Lamivudine pada pasien elderly Urinary Tract Infection apa perlu adjustment,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,elderly,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q123,kapan mulai terapi Rivaroxaban pada Deep Vein Thrombosis,ID,Deep Vein Thrombosis,I82,Rivaroxaban,B01AF01,Factor Xa inhibitors,B01AF,Haematology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q124,add on Tenofovir disoproxil setelah Tenofovir disoproxil gagal Malaria,MIXED,Malaria,B50,Tenofovir disoproxil; Tenofovir disoproxil,J05AF07; J05AF07,NRTIs; NRTIs,J05AF; J05AF,Infectious Disease,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q125,kontraindikasi Secukinumab pada Gout dengan heart failure,MIXED,Gout,M10,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Rheumatology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication)."
Q126,add on therapy HIV/AIDS after Levofloxacin failure,EN,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice)."
Q127,Tuberculosis with CKD first line drug,EN,Tuberculosis,A15,Isoniazid,J04AC01,Antituberculotics,J04AC,Pulmonology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Safety / Contraindication).
Q128,kapan start Alendronate di Osteoporosis evidence terbaru 2022,MIXED,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,,,2022.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q129,Imatinib pada ibu hamil dengan Chronic Myeloid Leukaemia,ID,Chronic Myeloid Leukaemia,C92.1,Imatinib,L01EA01,BCR-ABL inhibitors,L01EA,Oncology,,pregnant,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,unanimous,high,three_signal_consensus,False,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: unanimous (rule=Safety / Contraindication; prototype=Safety / Contraindication; cluster=Safety / Contraindication)."
Q130,Bisoprolol dosing in Heart Failure with hypertension,EN,Heart Failure,I50,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q131,kontraindikasi Rifampicin pada Tuberculosis dengan COPD,MIXED,Tuberculosis,A15,Rifampicin,J04AB02,Antituberculotics,J04AB,Pulmonology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Guideline / Evidence Lookup,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Guideline / Evidence Lookup; cluster=Safety / Contraindication)."
Q132,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,EN,Systemic Lupus Erythematosus,M32,Methotrexate,L04AX03,Antimetabolites,L04AX,Rheumatology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Safety / Contraindication,Dosing / Administration,two_signal_including_rule,medium,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: two_signal_including_rule (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Safety / Contraindication). Phase 2 suggestion 'Treatment Change / Escalation' was not retained because the explicit request maps to 'Dosing / Administration'.
Q133,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,EN,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'."
Q134,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,EN,Non-Small Cell Lung Cancer,C34,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.
