query_id,content_id,title,rank,score
Q121,C326,Treatment Intensification in Psoriasis: When and How,16,4.661635790316469
Q121,C275,Treatment Intensification in Hypertension in Pregnancy: When and How,17,4.6098884288459905
Q121,C030,Treatment Intensification in Atrial Fibrillation: When and How,18,4.397788853096821
Q121,C046,Treatment Intensification in Atrial Fibrillation: When and How,19,4.397788853096821
Q121,C214,Adalimumab versus Adalimumab in Gout: Head-to-Head Comparison,20,4.250680833631613
Q122,C109,Panduan Praktis: Memulai Tenofovir+Lamivudine pada Urinary Tract Infection,1,20.009233365432983
Q122,C093,Practical Guide: Initiating Tenofovir+Lamivudine in Urinary Tract Infection,2,18.70896677836487
Q122,C094,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection",3,16.898534458521226
Q122,C098,Hasil Jangka Panjang Terapi NRTIs combination pada Urinary Tract Infection,4,10.79892243659026
Q122,C095,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,5,10.077129629206315
Q122,C108,Case Series: NRTIs combination in Refractory Urinary Tract Infection,6,10.077129629206315
Q122,C115,Case Series: NRTIs combination in Refractory Urinary Tract Infection,7,10.077129629206315
Q122,C102,Biomarkers in Urinary Tract Infection: Implications for NRTIs combination Therapy,8,9.564766769184278
Q122,C111,Biomarkers in Urinary Tract Infection: Implications for NRTIs combination Therapy,9,9.564766769184278
Q122,C135,Prednisolone pada Pasien COPD: Studi Kohort,10,5.987157344749509
Q122,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,11,5.627955668445315
Q122,C152,Metronidazole pada Pasien Inflammatory Bowel Disease: Studi Kohort,12,5.309415367847006
Q122,C250,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,13,5.309415367847006
Q122,C311,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,14,5.309415367847006
Q122,C317,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,15,5.309415367847006
Q122,C332,Psoriasis in elderly patients: Special Considerations,16,5.142303115314051
Q122,C322,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,17,4.560198039645514
Q122,C242,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,18,4.315918574579278
Q122,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,19,3.2620002906108967
Q122,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,20,3.2620002906108967
Q123,C250,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,1,15.280185086994404
Q123,C251,A Case of Deep Vein Thrombosis Resistant to Rivaroxaban,2,13.161393644928065
Q123,C248,Rivaroxaban Real-World Evidence in Deep Vein Thrombosis: A Retrospective Study,3,11.887789778330948
Q123,C243,Kasus Sulit: Deep Vein Thrombosis Refrakter terhadap Warfarin,4,9.8016390119088
Q123,C249,Ringkasan Klinis: Tatalaksana Deep Vein Thrombosis Terkini 2022,5,9.8016390119088
Q123,C234,New Insights into Deep Vein Thrombosis Pathophysiology and Treatment,6,9.276587443142382
Q123,C238,Rare Adverse Event of Warfarin in Deep Vein Thrombosis,7,9.276587443142382
Q123,C242,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,8,9.276587443142382
Q123,C246,Scoping Review: Emerging Therapies in Deep Vein Thrombosis 2024,9,9.276587443142382
Q123,C239,Asia-Pacific Guideline: Deep Vein Thrombosis in Primary Care 2024,10,8.804927451805415
Q123,C241,Consensus Statement: Vitamin K antagonists Use in Deep Vein Thrombosis,11,8.804927451805415
Q123,C245,Monitoring Parameters for Factor Xa inhibitors in Deep Vein Thrombosis,12,8.804927451805415
Q123,C026,Profil Keamanan Rivaroxaban pada Atrial Fibrillation,13,6.177877430843823
Q123,C092,Hasil Jangka Panjang Terapi Antiepileptics other pada Migraine,14,5.164107449137047
Q123,C077,Hasil Jangka Panjang Terapi Fatty acid derivatives pada Epilepsy,15,4.88747792685476
Q123,C213,Hasil Jangka Panjang Terapi IL-17 inhibitors pada Gout,16,4.88747792685476
Q123,C220,Hasil Jangka Panjang Terapi Proteasome inhibitors pada Rheumatoid Arthritis,17,4.88747792685476
Q123,C023,Hasil Jangka Panjang Terapi GLP-1 receptor agonists pada Obesity,18,4.638978377772834
Q123,C098,Hasil Jangka Panjang Terapi NRTIs combination pada Urinary Tract Infection,19,4.638978377772834
Q123,C253,Hasil Jangka Panjang Terapi Erythropoiesis stimulating agents pada Iron Deficiency Anaemia,20,4.4145256732042455
Q124,C093,Practical Guide: Initiating Tenofovir+Lamivudine in Urinary Tract Infection,1,8.631837149158557
Q124,C109,Panduan Praktis: Memulai Tenofovir+Lamivudine pada Urinary Tract Infection,2,8.631837149158557
Q124,C094,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection",3,7.7965501373426385
Q124,C110,WHO Guideline Update: Malaria 2025,4,5.1882041982338585
Q124,C097,Laporan Kasus: Malaria dengan atrial fibrillation,5,4.8570694568102715
Q124,C099,Panduan Praktis: Memulai Dolutegravir pada Malaria,6,4.8570694568102715
Q124,C105,Narrative Review: Current Evidence for Integrase inhibitors in Malaria,7,4.076522876343298
Q124,C001,Panduan Praktis: Memulai Levothyroxine pada Hypothyroidism,8,0.0
Q124,C002,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023,9,0.0
Q124,C003,A Case of Type 1 Diabetes Mellitus Resistant to Insulin degludec,10,0.0
Q124,C004,Successful Management of Severe Hypothyroidism with Levothyroxine,11,0.0
Q124,C005,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,12,0.0
Q124,C006,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism",13,0.0
Q124,C007,Efficacy of Vasopressin analogues in Diabetes Insipidus: A Cohort Study,14,0.0
Q124,C008,Treatment Intensification in Type 2 Diabetes Mellitus: When and How,15,0.0
Q124,C009,Case Report: Atypical Presentation of Obesity,16,0.0
Q124,C010,Dosis DPP-4 inhibitors pada Type 2 Diabetes Mellitus: Referensi Cepat,17,0.0
Q124,C011,National Guideline: Hypothyroidism Diagnosis and Treatment,18,0.0
Q124,C012,Case Report: Atypical Presentation of Type 2 Diabetes Mellitus,19,0.0
Q124,C013,Asia-Pacific Guideline: Type 1 Diabetes Mellitus in Primary Care 2023,20,0.0
Q125,C041,Laporan Kasus: Heart Failure dengan immunocompromised,1,12.82220301132973
Q125,C029,Profil Obat ARBs pada Heart Failure,2,10.097368674620292
Q125,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,3,9.491573378900231
Q125,C031,Clinical Practice Guideline: Heart Failure Management 2021,4,8.03528686089552
Q125,C038,Clinical Summary: Heart Failure Management Update 2024,5,8.03528686089552
Q125,C044,Safety Profile of Furosemide in Heart Failure,6,8.03528686089552
Q125,C034,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,7,6.809645420733705
Q125,C311,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,8,5.934059255723385
Q125,C317,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,9,5.934059255723385
Q125,C213,Hasil Jangka Panjang Terapi IL-17 inhibitors pada Gout,10,5.185072788853793
Q125,C083,Laporan Kasus: Migraine dengan COPD,11,4.565455781209233
Q125,C338,Laporan Kasus: Psoriasis dengan anaemia,12,4.565455781209233
Q125,C302,Kasus Sulit: Disseminated Intravascular Coagulation Refrakter terhadap Secukinumab,13,4.560198039645514
Q125,C225,Treatment Intensification in Gout: When and How,14,4.350946915799847
Q125,C097,Laporan Kasus: Malaria dengan atrial fibrillation,15,4.274067670443244
Q125,C217,"Adalimumab: Pharmacology, Dosing, and Clinical Use in Gout",16,4.104684859007734
Q125,C230,Case Series: IL-17 inhibitors in Refractory Gout,17,4.104684859007734
Q125,C214,Adalimumab versus Adalimumab in Gout: Head-to-Head Comparison,18,3.884806201785683
Q125,C024,Laporan Kasus: Acute Coronary Syndrome dengan Presentasi Atipikal,19,3.790246233059176
Q125,C208,Laporan Kasus: Systemic Lupus Erythematosus dengan Presentasi Atipikal,20,3.790246233059176
Q126,C114,Profil Keamanan Levofloxacin pada HIV/AIDS,1,15.237205870985393
Q126,C107,A Case of HIV/AIDS Resistant to Levofloxacin,2,13.512364943173743
Q126,C103,Profil Keamanan Amoxicillin pada HIV/AIDS,3,9.714138913620543
Q126,C100,Case Report: Atypical Presentation of HIV/AIDS,4,9.13133562640039
Q126,C029,Profil Obat ARBs pada Heart Failure,5,4.274067670443244
Q126,C041,Laporan Kasus: Heart Failure dengan immunocompromised,6,4.274067670443244
Q126,C031,Clinical Practice Guideline: Heart Failure Management 2021,7,4.01764343044776
Q126,C038,Clinical Summary: Heart Failure Management Update 2024,8,4.01764343044776
Q126,C044,Safety Profile of Furosemide in Heart Failure,9,4.01764343044776
Q126,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,10,4.01764343044776
Q126,C034,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,11,3.4048227103668527
Q126,C162,Biomarkers in Schizophrenia: Implications for Atypical antipsychotics Therapy,12,2.605782573313007
Q126,C216,Switching Therapy in Osteoporosis: A Step-by-Step Guide,13,2.466196711568875
Q126,C280,Biomarkers in Stunting / Malnutrition: Implications for Vitamin A Therapy,14,2.466196711568875
Q126,C318,Switching Therapy in Sepsis: A Step-by-Step Guide,15,2.466196711568875
Q126,C323,Switching Therapy in Psoriasis: A Step-by-Step Guide,16,2.466196711568875
Q126,C340,Switching Therapy in Psoriasis: A Step-by-Step Guide,17,2.466196711568875
Q126,C039,Switching Therapy in Stable Angina: A Step-by-Step Guide,18,2.340805092426243
Q126,C056,Biomarkers in Chronic Kidney Disease: Implications for SGLT2 inhibitors Therapy,19,2.340805092426243
Q126,C087,Switching Therapy in Ischaemic Stroke: A Step-by-Step Guide,20,2.340805092426243
Q127,C130,Profil Keamanan Bedaquiline pada MDR Tuberculosis,1,4.628644097110018
Q127,C117,Safety Profile of Bedaquiline in MDR Tuberculosis,2,4.350946915799847
Q127,C120,Safety Profile of Bedaquiline in MDR Tuberculosis,3,4.350946915799847
Q127,C136,MDR Tuberculosis pada Populasi Khusus: Pendekatan Praktis,4,4.350946915799847
Q127,C125,Efficacy of Antituberculotics in MDR Tuberculosis: A Cohort Study,5,3.884806201785683
Q127,C076,Levetiracetam Drug Profile: Efficacy in Epilepsy,6,3.781175763045196
Q127,C126,Budesonide Drug Profile: Efficacy in Asthma,7,3.781175763045196
Q127,C004,Successful Management of Severe Hypothyroidism with Levothyroxine,8,3.6534100715880893
Q127,C168,Challenging Case: ADHD with Concurrent atrial fibrillation,9,3.6534100715880893
Q127,C177,Successful Management of Severe Schizophrenia with Clozapine,10,3.6534100715880893
Q127,C287,Challenging Case: Stunting / Malnutrition with Concurrent COPD,11,3.6534100715880893
Q127,C301,Successful Management of Severe Sepsis with Norepinephrine,12,3.6534100715880893
Q127,C278,Diazepam Drug Profile: Efficacy in Febrile Seizure,13,3.554322751794755
Q127,C283,Drug Interactions: Zinc in Stunting / Malnutrition Patients,14,3.554322751794755
Q127,C064,Successful Management of Severe Nephrotic Syndrome with Furosemide,15,3.446628353505714
Q127,C222,Challenging Case: Psoriatic Arthritis with Concurrent renal impairment,16,3.446628353505714
Q127,C324,Successful Management of Severe Psoriasis with Tacrolimus topical,17,3.446628353505714
Q127,C047,Drug Interactions: Losartan in Chronic Kidney Disease Patients,18,3.3531493409720508
Q127,C078,Drug Interactions: Levodopa-carbidopa in Parkinson Disease Patients,19,3.3531493409720508
Q127,C096,Drug Interactions: Artemether-lumefantrine in Typhoid Fever Patients,20,3.3531493409720508
Q128,C219,Konsensus Nasional: Osteoporosis di Indonesia 2022,1,12.396261413308899
Q128,C212,Profil Keamanan Alendronate pada Osteoporosis,2,10.233367061936065
Q128,C221,Meta-analisis: Alendronate pada Osteoporosis,3,10.233367061936065
Q128,C223,Kasus Sulit: Osteoporosis Refrakter terhadap Alendronate,4,9.580227126329754
Q128,C062,Konsensus Nasional: Chronic Kidney Disease di Indonesia 2022,5,7.057459237028777
Q128,C160,Konsensus Nasional: Inflammatory Bowel Disease di Indonesia 2022,6,7.057459237028777
Q128,C186,Konsensus Nasional: Chronic Lymphocytic Leukaemia di Indonesia 2022,7,7.057459237028777
Q128,C229,Monitoring Parameters for Bisphosphonates in Osteoporosis,8,4.437924011015704
Q128,C124,Konsensus Nasional: Asthma di Indonesia 2024,9,4.274067670443244
Q128,C153,Konsensus Nasional: Inflammatory Bowel Disease di Indonesia 2021,10,3.790246233059176
Q128,C197,Konsensus Nasional: Chronic Myeloid Leukaemia di Indonesia 2023,11,3.790246233059176
Q128,C216,Switching Therapy in Osteoporosis: A Step-by-Step Guide,12,3.724735442893917
Q128,C254,Clinical Practice Guideline: Preeclampsia Management 2022,13,3.6842697318499518
Q128,C048,Panduan Klinis: Tatalaksana Chronic Kidney Disease 2022,14,3.463230633086685
Q128,C051,Clinical Practice Guideline: Nephrotic Syndrome Management 2022,15,3.463230633086685
Q128,C071,Asia-Pacific Guideline: Epilepsy in Primary Care 2022,16,3.2672130039696
Q128,C148,Clinical Summary: Inflammatory Bowel Disease Management Update 2022,17,3.2672130039696
Q128,C183,Scoping Review: Emerging Therapies in Bipolar Disorder 2022,18,3.2672130039696
Q128,C249,Ringkasan Klinis: Tatalaksana Deep Vein Thrombosis Terkini 2022,19,3.2672130039696
Q128,C074,Topiramate Real-World Evidence in Migraine: A Retrospective Study,20,3.2620002906108967
Q129,C206,Chronic Myeloid Leukaemia pada Populasi Khusus: Pendekatan Praktis,1,10.990423557446492
Q129,C185,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat,2,9.87282657220451
Q129,C198,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat,3,9.87282657220451
Q129,C192,National Guideline: Chronic Myeloid Leukaemia Diagnosis and Treatment,4,9.61656234136862
Q129,C197,Konsensus Nasional: Chronic Myeloid Leukaemia di Indonesia 2023,5,9.61656234136862
Q129,C204,Profil Keamanan Ibrutinib pada Chronic Lymphocytic Leukaemia,6,7.298851088952581
Q129,C200,Chronic Lymphocytic Leukaemia and obesity: Management Challenges,7,5.842564570947868
Q129,C186,Konsensus Nasional: Chronic Lymphocytic Leukaemia di Indonesia 2022,8,5.511877482360887
Q129,C188,Risk Stratification in Chronic Lymphocytic Leukaemia: Current Approaches,9,5.511877482360887
Q129,C194,Quick Reference: BTK inhibitors Dosing in Chronic Lymphocytic Leukaemia,10,5.21661870824712
Q129,C195,Biomarkers in Chronic Lymphocytic Leukaemia: Implications for BTK inhibitors Therapy,11,4.951384283430807
Q129,C191,Efficacy of BTK inhibitors in Chronic Lymphocytic Leukaemia: A Cohort Study,12,4.711816106286595
Q129,C193,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia,13,4.711816106286595
Q129,C205,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia,14,4.711816106286595
Q129,C083,Laporan Kasus: Migraine dengan COPD,15,4.565455781209233
Q129,C338,Laporan Kasus: Psoriasis dengan anaemia,16,4.565455781209233
Q129,C041,Laporan Kasus: Heart Failure dengan immunocompromised,17,4.274067670443244
Q129,C097,Laporan Kasus: Malaria dengan atrial fibrillation,18,4.274067670443244
Q129,C061,Profil Keamanan Dapagliflozin pada Chronic Kidney Disease,19,3.9984883621356664
Q129,C065,Profil Keamanan Losartan pada Chronic Kidney Disease,20,3.9984883621356664
Q130,C044,Safety Profile of Furosemide in Heart Failure,1,9.142599899417235
Q130,C029,Profil Obat ARBs pada Heart Failure,2,8.548135340886487
Q130,C041,Laporan Kasus: Heart Failure dengan immunocompromised,3,8.548135340886487
Q130,C031,Clinical Practice Guideline: Heart Failure Management 2021,4,8.03528686089552
Q130,C038,Clinical Summary: Heart Failure Management Update 2024,5,8.03528686089552
Q130,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,6,8.03528686089552
Q130,C034,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,7,7.748057364529293
Q130,C260,Hypertension in Pregnancy in anaemia: Special Considerations,8,5.020806231587834
Q130,C028,Practical Guide: Initiating Losartan in Hypertension,9,4.8622565146338275
Q130,C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,10,4.76172680599729
Q130,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,11,4.76172680599729
Q130,C170,Major Depressive Disorder in hypertension: Special Considerations,12,4.570543671608399
Q130,C267,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,13,4.528555506486985
Q130,C275,Treatment Intensification in Hypertension in Pregnancy: When and How,14,4.528555506486985
Q130,C272,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,15,4.311852516094371
Q130,C073,Quick Reference: Antiepileptics other Dosing in Migraine,16,4.265026602851163
Q130,C339,Quick Reference: Calcineurin inhibitors Dosing in Psoriasis,17,4.265026602851163
Q130,C257,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,18,4.125618106759697
Q130,C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,19,4.08087635740151
Q130,C006,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism",20,4.023627605387614
Q131,C083,Laporan Kasus: Migraine dengan COPD,1,9.130911562418467
Q131,C130,Profil Keamanan Bedaquiline pada MDR Tuberculosis,2,6.177877430843823
Q131,C133,Panduan Praktis: Memulai Prednisolone pada COPD,3,5.823301004177049
Q131,C135,Prednisolone pada Pasien COPD: Studi Kohort,4,5.823301004177049
Q131,C136,MDR Tuberculosis pada Populasi Khusus: Pendekatan Praktis,5,5.8072334338045595
Q131,C338,Laporan Kasus: Psoriasis dengan anaemia,6,4.565455781209233
Q131,C117,Safety Profile of Bedaquiline in MDR Tuberculosis,7,4.350946915799847
Q131,C120,Safety Profile of Bedaquiline in MDR Tuberculosis,8,4.350946915799847
Q131,C041,Laporan Kasus: Heart Failure dengan immunocompromised,9,4.274067670443244
Q131,C097,Laporan Kasus: Malaria dengan atrial fibrillation,10,4.274067670443244
Q131,C128,COPD in Special Populations: Practical Guidance,11,4.274067670443244
Q131,C132,Practical Guide: Initiating Prednisolone in COPD,12,4.274067670443244
Q131,C118,COPD in Pregnancy: Safety and Management Guide,13,4.01764343044776
Q131,C287,Challenging Case: Stunting / Malnutrition with Concurrent COPD,14,4.01764343044776
Q131,C125,Efficacy of Antituberculotics in MDR Tuberculosis: A Cohort Study,15,3.884806201785683
Q131,C024,Laporan Kasus: Acute Coronary Syndrome dengan Presentasi Atipikal,16,3.790246233059176
Q131,C208,Laporan Kasus: Systemic Lupus Erythematosus dengan Presentasi Atipikal,17,3.790246233059176
Q131,C018,Laporan Kasus: Type 2 Diabetes Mellitus dengan Presentasi Atipikal,18,3.58721133978665
Q131,C276,Efektivitas Magnesium pada Preeclampsia,19,1.7759290382152242
Q131,C212,Profil Keamanan Alendronate pada Osteoporosis,20,1.6548536020730698
Q132,C228,Methotrexate Drug Profile: Efficacy in Systemic Lupus Erythematosus,1,18.767673652326668
Q132,C210,Treatment Intensification in Systemic Lupus Erythematosus: When and How,2,12.643099148377765
Q132,C208,Laporan Kasus: Systemic Lupus Erythematosus dengan Presentasi Atipikal,3,12.314054577023203
Q132,C211,Case Report: Atypical Presentation of Systemic Lupus Erythematosus,4,12.314054577023203
Q132,C215,Narrative Review: Current Evidence for NSAIDs in Systemic Lupus Erythematosus,5,12.000271807898748
Q132,C044,Safety Profile of Furosemide in Heart Failure,6,9.142599899417235
Q132,C029,Profil Obat ARBs pada Heart Failure,7,8.548135340886487
Q132,C041,Laporan Kasus: Heart Failure dengan immunocompromised,8,8.548135340886487
Q132,C031,Clinical Practice Guideline: Heart Failure Management 2021,9,8.03528686089552
Q132,C038,Clinical Summary: Heart Failure Management Update 2024,10,8.03528686089552
Q132,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,11,8.03528686089552
Q132,C034,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,12,7.748057364529293
Q132,C073,Quick Reference: Antiepileptics other Dosing in Migraine,13,4.265026602851163
Q132,C339,Quick Reference: Calcineurin inhibitors Dosing in Psoriasis,14,4.265026602851163
Q132,C006,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism",15,4.023627605387614
Q132,C022,Quick Reference: Vasopressin analogues Dosing in Diabetes Insipidus,16,4.023627605387614
Q132,C146,Quick Reference: Nitroimidazoles Dosing in Inflammatory Bowel Disease,17,4.023627605387614
Q132,C163,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",18,4.023627605387614
Q132,C217,"Adalimumab: Pharmacology, Dosing, and Clinical Use in Gout",19,4.023627605387614
Q132,C329,"Cyclosporine: Pharmacology, Dosing, and Clinical Use in Psoriasis",20,4.023627605387614
Q133,C150,Practical Guide: Initiating Omeprazole in Peptic Ulcer Disease,1,15.302755325084284
Q133,C157,Profil Keamanan Lansoprazole pada Peptic Ulcer Disease,2,9.380043388467092
Q133,C143,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,3,8.88769497654094
Q133,C161,Asia-Pacific Guideline: Peptic Ulcer Disease in Primary Care 2025,4,8.88769497654094
Q133,C147,National Guideline: Peptic Ulcer Disease Diagnosis and Treatment,5,8.849136249780818
Q133,C154,Peptic Ulcer Disease pada Populasi Khusus: Pendekatan Praktis,6,8.849136249780818
Q133,C149,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,7,8.45767202484462
Q133,C156,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,8,8.45767202484462
Q133,C139,Narrative Review: Current Evidence for Proton pump inhibitors in Peptic Ulcer Disease,9,8.06734113946965
Q133,C141,Efficacy of Proton pump inhibitors in Peptic Ulcer Disease: A Cohort Study,10,8.06734113946965
Q133,C260,Hypertension in Pregnancy in anaemia: Special Considerations,11,5.020806231587834
Q133,C028,Practical Guide: Initiating Losartan in Hypertension,12,4.8622565146338275
Q133,C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,13,4.76172680599729
Q133,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,14,4.76172680599729
Q133,C170,Major Depressive Disorder in hypertension: Special Considerations,15,4.570543671608399
Q133,C267,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,16,4.528555506486985
Q133,C275,Treatment Intensification in Hypertension in Pregnancy: When and How,17,4.528555506486985
Q133,C272,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,18,4.311852516094371
Q133,C257,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,19,4.125618106759697
Q133,C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,20,4.08087635740151
Q134,C202,Drug Interactions: Nivolumab in Non-Small Cell Lung Cancer Patients,1,20.256925868116323
Q134,C190,Case Series: HER2-targeted agents in Refractory Non-Small Cell Lung Cancer,2,18.38716695908078
Q134,C201,Kasus Sulit: Colorectal Cancer Refrakter terhadap Pembrolizumab,3,9.495590494754511
Q134,C199,Pedoman PNPK: Breast Cancer HER2-positive,4,4.0022113632162
Q134,C263,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,5,3.869255628950251
Q134,C189,Clinical Practice Guideline: Colorectal Cancer Management 2020,6,3.762097240968909
Q134,C196,Scoping Review: Emerging Therapies in Colorectal Cancer 2024,7,3.5491638675350425
Q134,C187,Clinical Practice Guideline: Breast Cancer HER2-positive Management 2022,8,3.359043209735438
Q134,C270,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy,9,3.357177369918772
Q134,C203,Monitoring Parameters for CNS stimulants in Breast Cancer HER2-positive,10,3.188255589728093
Q134,C207,Biomarkers in Colorectal Cancer: Implications for PD-1 inhibitors Therapy,11,3.188255589728093
Q134,C001,Panduan Praktis: Memulai Levothyroxine pada Hypothyroidism,12,0.0
Q134,C002,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023,13,0.0
Q134,C003,A Case of Type 1 Diabetes Mellitus Resistant to Insulin degludec,14,0.0
Q134,C004,Successful Management of Severe Hypothyroidism with Levothyroxine,15,0.0
Q134,C005,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,16,0.0
Q134,C006,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism",17,0.0
Q134,C007,Efficacy of Vasopressin analogues in Diabetes Insipidus: A Cohort Study,18,0.0
Q134,C008,Treatment Intensification in Type 2 Diabetes Mellitus: When and How,19,0.0
Q134,C009,Case Report: Atypical Presentation of Obesity,20,0.0
Q135,C043,Profil Obat Statins pada Acute Coronary Syndrome,1,13.937739856128434
Q135,C024,Laporan Kasus: Acute Coronary Syndrome dengan Presentasi Atipikal,2,13.148868709128328
Q135,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,3,10.68620986098231
Q135,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,4,10.68620986098231
Q135,C084,Dose Adjustment of Valproate in Renal and Hepatic Impairment,5,10.68620986098231
Q135,C116,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,6,10.68620986098231
Q135,C169,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,7,10.68620986098231
Q135,C231,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,8,10.68620986098231
Q135,C236,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,9,10.68620986098231
Q135,C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,10,10.68620986098231
Q135,C343,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment,11,10.68620986098231
Q135,C021,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment,12,10.142878848220512
Q135,C049,Safety Profile of Furosemide in Nephrotic Syndrome,13,4.661635790316469
Q135,C053,Furosemide in Nephrotic Syndrome: Real-World Outcomes,14,4.661635790316469
Q135,C063,Systematic Review: Loop diuretics in Nephrotic Syndrome,15,4.661635790316469
Q135,C067,Consensus Statement: Loop diuretics Use in Nephrotic Syndrome,16,4.397788853096821
Q135,C054,Efektivitas Loop diuretics pada Nephrotic Syndrome,17,3.781175763045196
Q135,C051,Clinical Practice Guideline: Nephrotic Syndrome Management 2022,18,3.554322751794755
Q135,C055,Nephrotic Syndrome pada Populasi Khusus: Pendekatan Praktis,19,3.554322751794755
Q135,C066,Panduan Praktis: Memulai Furosemide pada Nephrotic Syndrome,20,3.554322751794755
Q136,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,1,13.214911749483788
Q136,C257,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,2,8.955497639712046
Q136,C267,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,3,8.714280679636161
Q136,C260,Hypertension in Pregnancy in anaemia: Special Considerations,4,8.247649817751334
Q136,C270,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy,5,8.193188453913558
Q136,C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,6,7.805932186305093
Q136,C275,Treatment Intensification in Hypertension in Pregnancy: When and How,7,7.409689709756355
Q136,C272,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,8,7.356057896402174
Q136,C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,9,6.9620105606708815
Q136,C263,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,10,6.608033210609751
Q136,C044,Safety Profile of Furosemide in Heart Failure,11,5.124956468969474
Q136,C262,Preeclampsia in pregnancy: Special Considerations,12,4.92512607487174
Q136,C028,Practical Guide: Initiating Losartan in Hypertension,13,4.8622565146338275
Q136,C170,Major Depressive Disorder in hypertension: Special Considerations,14,4.570543671608399
