query_id,positive_pairs,judged_pairs,eligible,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20,protocol,split,scheme,threshold
Q362,1,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q363,5,29,True,1.0,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,1.0,1.0,0.18543279769614657,0.2,0.2,1.0,1.0,0.16102233399262758,0.1,0.2,1.0,1.0,0.16102233399262758,0.05,0.2,1.0,1.0,0.16102233399262758,temporal,train,conservative_relevance_grade,1
Q364,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q365,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q366,1,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q367,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q368,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q369,9,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q370,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q371,6,27,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,1.0,0.125,0.07615093739992158,0.15,0.16666666666666666,1.0,0.125,0.07615093739992158,temporal,train,conservative_relevance_grade,1
Q372,2,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q374,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q375,2,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q376,1,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q378,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q379,1,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q380,0,8,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q381,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,1
Q382,2,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q383,1,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q384,8,9,True,1.0,0.125,1.0,1.0,1.0,0.3333333333333333,0.125,1.0,1.0,0.6735439182299785,0.2,0.125,1.0,1.0,0.5798699757173986,0.1,0.125,1.0,1.0,0.5353041851060971,0.05,0.125,1.0,1.0,0.5353041851060971,temporal,train,conservative_relevance_grade,1
Q387,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q388,4,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q390,9,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1111111111111111,1.0,0.05555555555555555,0.05279131415943789,temporal,train,conservative_relevance_grade,1
Q392,1,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q393,3,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,1.0,0.0625,0.07813990136289474,temporal,train,conservative_relevance_grade,1
Q394,4,7,True,1.0,0.25,1.0,1.0,0.14285714285714285,0.3333333333333333,0.25,1.0,1.0,0.12298716509766383,0.2,0.25,1.0,1.0,0.11680051191326975,0.1,0.25,1.0,1.0,0.11680051191326975,0.05,0.25,1.0,1.0,0.11680051191326975,temporal,train,conservative_relevance_grade,1
Q395,5,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.14285714285714285,0.11305340175787204,0.1,0.2,1.0,0.14285714285714285,0.11305340175787204,temporal,train,conservative_relevance_grade,1
Q397,6,27,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q399,4,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q400,1,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q401,2,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q402,3,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3333333333333333,1.0,0.1,0.20992719089544368,0.1,0.3333333333333333,1.0,0.1,0.20992719089544368,temporal,train,conservative_relevance_grade,1
Q403,2,7,True,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.6131471927654584,0.1,0.5,1.0,1.0,0.6131471927654584,0.05,0.5,1.0,1.0,0.6131471927654584,temporal,train,conservative_relevance_grade,1
Q405,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q406,2,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q408,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q409,3,27,True,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4692787260227565,0.2,0.3333333333333333,1.0,1.0,0.4692787260227565,0.1,0.3333333333333333,1.0,1.0,0.4692787260227565,0.15,0.3333333333333333,1.0,1.0,0.4692787260227565,temporal,train,conservative_relevance_grade,1
Q410,0,5,False,1.0,,,,,0.3333333333333333,,,,,0.2,,,,,0.1,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,1
Q411,2,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q412,0,10,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q414,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q415,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q416,9,12,True,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,1.0,0.5,0.2960819109658653,0.4,0.2222222222222222,1.0,0.5,0.28785434950844296,0.2,0.2222222222222222,1.0,0.5,0.24776480917185945,0.15,0.3333333333333333,1.0,0.5,0.2775101340827062,temporal,train,conservative_relevance_grade,1
Q417,1,12,True,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q419,2,21,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,1.0,0.0625,0.03206038451654253,temporal,train,conservative_relevance_grade,1
Q420,7,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q421,3,24,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q422,1,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q423,1,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q424,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q426,5,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q427,5,24,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q428,0,10,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q429,2,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q430,1,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q431,1,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q432,2,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q433,4,17,True,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q434,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q436,2,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q437,1,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q440,6,36,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q441,1,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q443,3,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q444,7,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q446,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q447,1,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q448,0,9,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q449,4,7,True,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.3631143808977028,0.2,0.25,1.0,0.3333333333333333,0.3288315337890528,0.1,0.25,1.0,0.3333333333333333,0.3288315337890528,0.05,0.25,1.0,0.3333333333333333,0.3288315337890528,temporal,train,conservative_relevance_grade,1
Q450,6,27,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q453,2,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q454,6,36,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q455,0,8,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,1
Q459,2,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q463,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q464,0,10,False,1.0,,,,,0.3333333333333333,,,,,0.2,,,,,0.1,,,,,0.15,,,,,temporal,train,conservative_relevance_grade,1
Q466,6,16,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q467,5,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q468,0,10,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,1
Q469,2,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q470,2,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q471,0,10,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,1
Q472,7,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,1.0,0.2,0.22432432793730114,0.2,0.2857142857142857,1.0,0.2,0.23579261784728342,0.1,0.2857142857142857,1.0,0.2,0.23579261784728342,temporal,train,conservative_relevance_grade,1
Q473,10,59,True,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1,1.0,0.3333333333333333,0.04811027987356989,0.2,0.1,1.0,0.3333333333333333,0.03892450849189045,0.2,0.1,1.0,0.3333333333333333,0.031606444409342065,0.2,0.1,1.0,0.3333333333333333,0.031606444409342065,temporal,train,conservative_relevance_grade,1
Q474,2,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q476,1,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q477,6,29,True,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q478,1,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q479,0,6,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q482,1,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q483,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q484,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q488,1,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q489,5,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q490,5,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q491,0,8,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q492,1,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q494,1,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q495,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q498,2,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,1
Q500,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,1
Q001,0,12,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,2
Q003,2,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q004,0,10,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,2
Q005,3,33,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,1.0,0.0625,0.11873293684419518,temporal,train,conservative_relevance_grade,2
Q006,1,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q007,0,12,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,2
Q010,1,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q011,0,8,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,2
Q012,5,29,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q013,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,2
Q016,0,7,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,2
Q017,0,5,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,temporal,train,conservative_relevance_grade,2
Q019,2,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q020,0,12,False,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.05,,,,,temporal,train,conservative_relevance_grade,2
Q021,2,29,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
Q022,4,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,temporal,train,conservative_relevance_grade,2
