query_id,role,content_id,rank,score,grade,title,content_type,source_type,language,publication_year,word_count,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area
Q201,strongest observed positive,C089,7,4.982028724354492,2,Perbandingan Topiramate dan Topiramate pada Migraine,article,journal,ID,2024,2308,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology
Q201,strongest observed positive,C103,31,1.5492333337338053,2,Profil Keamanan Amoxicillin pada HIV/AIDS,article,research_paper,ID,2020,1334,HIV/AIDS,B20,Amoxicillin,J01CA04,Penicillins,J01CA,Infectious Disease
Q201,observed top-10 hit,C089,7,4.982028724354492,2,Perbandingan Topiramate dan Topiramate pada Migraine,article,journal,ID,2024,2308,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology
Q210,retrieved top 3,C171,1,17.745178153212652,unjudged,Perbandingan Venlafaxine dan Venlafaxine pada Major Depressive Disorder,article,research_paper,ID,2022,1951,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry
Q210,retrieved top 3,C173,2,13.178161749463062,unjudged,Escitalopram versus Sertraline in Major Depressive Disorder: Head-to-Head Comparison,article,research_paper,EN,2020,1670,Major Depressive Disorder,F32,Escitalopram; Sertraline,N06AB10; N06AB06,SSRIs; SSRIs,N06AB; N06AB,Psychiatry
Q210,retrieved top 3,C170,3,10.607182869993093,unjudged,Major Depressive Disorder in hypertension: Special Considerations,article,research_paper,EN,2023,1804,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry
Q210,strongest observed positive,C118,132,0.0,2,COPD in Pregnancy: Safety and Management Guide,clinical_summary,clinical_practice,EN,2021,393,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology
Q210,strongest observed positive,C124,138,0.0,2,Konsensus Nasional: Asthma di Indonesia 2024,guideline,ministry_of_health,ID,2024,1220,Asthma,J45,Salmeterol; Azithromycin,R03AC12; J01FA10,Long-acting beta2-agonists; Macrolides,R03AC; J01FA,Pulmonology
Q210,observed top-10 hit,C182,9,8.989244006838536,1,"Sertraline: Pharmacology, Dosing, and Clinical Use in Major Depressive Disorder",drug_profile,drug_database,MIXED,2022,468,Major Depressive Disorder,F32,Sertraline; Escitalopram,N06AB06; N06AB10,SSRIs; SSRIs,N06AB; N06AB,Psychiatry
Q225,retrieved top 3,C332,1,12.263297512145014,unjudged,Psoriasis in elderly patients: Special Considerations,article,journal,EN,2022,2088,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology
Q225,retrieved top 3,C322,2,8.222974144737375,unjudged,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,article,research_paper,EN,2025,2014,Disseminated Intravascular Coagulation,D65,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Critical Care
Q225,retrieved top 3,C242,3,7.782488072012763,unjudged,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,case_report,case_report,MIXED,2020,1453,Deep Vein Thrombosis,I82,Warfarin,B01AA03,Vitamin K antagonists,B01AA,Haematology
Q225,strongest observed positive,C231,258,0.0,2,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,clinical_summary,clinical_practice,EN,2021,697,Deep Vein Thrombosis,I82,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Haematology
Q225,plausible inspection candidate,C332,1,12.263297512145014,unjudged,Psoriasis in elderly patients: Special Considerations,article,journal,EN,2022,2088,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology
Q232,retrieved top 3,C135,1,11.129460460063559,unjudged,Prednisolone pada Pasien COPD: Studi Kohort,article,journal,ID,2020,2402,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology
Q232,retrieved top 3,C220,2,9.203396501434039,unjudged,Hasil Jangka Panjang Terapi Proteasome inhibitors pada Rheumatoid Arthritis,article,research_paper,ID,2025,2243,Rheumatoid Arthritis,M05,Bortezomib; Prednisolone,L01XG01; H02AB06,Proteasome inhibitors; Corticosteroids,L01XG; H02AB,Rheumatology
Q232,retrieved top 3,C224,3,8.851432205362032,unjudged,Risk Stratification in Rheumatoid Arthritis: Current Approaches,article,research_paper,EN,2025,1425,Rheumatoid Arthritis,M05,Hydroxychloroquine,P01BA02,Antimalarials,P01BA,Rheumatology
Q232,strongest observed positive,C025,97,0.0,3,Metoprolol versus Empagliflozin in Atrial Fibrillation: Head-to-Head Comparison,article,research_paper,MIXED,2022,1575,Atrial Fibrillation,I48,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology
Q232,strongest observed positive,C112,163,0.0,1,"Antimalarials: Mechanism, Indications, and Safety",drug_profile,pharmacology_reference,EN,2025,496,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease
Q238,retrieved top 3,C002,1,13.425706937111407,unjudged,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023,guideline,ministry_of_health,MIXED,2023,2901,Type 1 Diabetes Mellitus,E10,Insulin degludec,A10AE06,Basal insulins,A10AE,Endocrinology
Q238,retrieved top 3,C013,2,13.019533703655346,unjudged,Asia-Pacific Guideline: Type 1 Diabetes Mellitus in Primary Care 2023,guideline,who,EN,2023,2664,Type 1 Diabetes Mellitus,E10,Metformin; Insulin degludec,A10BA02; A10AE06,Biguanides; Basal insulins,A10BA; A10AE,Endocrinology
Q238,retrieved top 3,C003,3,12.126525959153636,unjudged,A Case of Type 1 Diabetes Mellitus Resistant to Insulin degludec,case_report,case_report,EN,2021,1231,Type 1 Diabetes Mellitus,E10,Insulin degludec,A10AE06,Basal insulins,A10AE,Endocrinology
Q238,strongest observed positive,C109,252,0.0,1,Panduan Praktis: Memulai Tenofovir+Lamivudine pada Urinary Tract Infection,clinical_summary,hospital_protocol,ID,2022,414,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease
Q278,retrieved top 3,C049,1,16.018313824363357,unjudged,Safety Profile of Furosemide in Nephrotic Syndrome,article,research_paper,EN,2022,1729,Nephrotic Syndrome,N04,Furosemide; Furosemide,C03CA01; C03CA01,Loop diuretics; Loop diuretics,C03CA; C03CA,Nephrology
Q278,retrieved top 3,C053,2,16.018313824363357,unjudged,Furosemide in Nephrotic Syndrome: Real-World Outcomes,article,journal,MIXED,2025,2397,Nephrotic Syndrome,N04,Furosemide,C03CA01,Loop diuretics,C03CA,Nephrology
Q278,retrieved top 3,C066,3,16.018313824363357,unjudged,Panduan Praktis: Memulai Furosemide pada Nephrotic Syndrome,clinical_summary,hospital_protocol,ID,2023,571,Nephrotic Syndrome,N04,Furosemide,C03CA01,Loop diuretics,C03CA,Nephrology
Q278,strongest observed positive,C028,39,0.0,3,Practical Guide: Initiating Losartan in Hypertension,clinical_summary,clinical_practice,MIXED,2024,557,Hypertension,I10,Losartan; Amlodipine,C09CA01; C08CA01,ARBs; Calcium channel blockers,C09CA; C08CA,Cardiology
Q278,strongest observed positive,C247,247,0.0,3,Iron Deficiency Anaemia pada Populasi Khusus: Pendekatan Praktis,clinical_summary,hospital_protocol,ID,2024,514,Iron Deficiency Anaemia,D50,Erythropoietin,B03XA01,Erythropoiesis stimulating agents,B03XA,Haematology
Q284,retrieved top 3,C143,1,18.651928040870907,unjudged,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,guideline,ministry_of_health,EN,2025,1994,Peptic Ulcer Disease,K27,Lansoprazole; Omeprazole,A02BC03; A02BC01,Proton pump inhibitors; Proton pump inhibitors,A02BC; A02BC,Gastroenterology
Q284,retrieved top 3,C139,2,16.93031396911288,unjudged,Narrative Review: Current Evidence for Proton pump inhibitors in Peptic Ulcer Disease,review,meta_analysis,MIXED,2020,2409,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q284,retrieved top 3,C141,3,16.93031396911288,unjudged,Efficacy of Proton pump inhibitors in Peptic Ulcer Disease: A Cohort Study,article,research_paper,EN,2024,2436,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q284,strongest observed positive,C138,116,1.1073130385217138,1,Treatment Intensification in Asthma: When and How,article,journal,EN,2024,1995,Asthma,J45,Salmeterol; Amoxicillin,R03AC12; J01CA04,Long-acting beta2-agonists; Penicillins,R03AC; J01CA,Pulmonology
Q288,retrieved top 3,C202,1,20.256925868116323,unjudged,Drug Interactions: Nivolumab in Non-Small Cell Lung Cancer Patients,clinical_summary,clinical_practice,EN,2020,342,Non-Small Cell Lung Cancer,C34,Nivolumab,L01FF01,PD-1 inhibitors,L01FF,Oncology
Q288,retrieved top 3,C190,2,18.38716695908078,unjudged,Case Series: HER2-targeted agents in Refractory Non-Small Cell Lung Cancer,case_report,case_report,EN,2024,741,Non-Small Cell Lung Cancer,C34,Trastuzumab; Nivolumab,L01FD01; L01FF01,HER2-targeted agents; PD-1 inhibitors,L01FD; L01FF,Oncology
Q288,retrieved top 3,C263,3,6.804231446218722,unjudged,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,review,systematic_review,ID,2020,1850,Hypertension in Pregnancy,O10,Labetalol; Methyldopa,C07AG01; C02AB01,Beta blockers non-selective; Centrally acting antihypertensives,C07AG; C02AB,Obstetrics
Q346,retrieved top 3,C065,1,12.749576591153055,unjudged,Profil Keamanan Losartan pada Chronic Kidney Disease,article,journal,ID,2025,1277,Chronic Kidney Disease,N18,Losartan; Losartan,C09CA01; C09CA01,ARBs; ARBs,C09CA; C09CA,Nephrology
Q346,retrieved top 3,C047,2,12.027955064775792,unjudged,Drug Interactions: Losartan in Chronic Kidney Disease Patients,clinical_summary,hospital_protocol,EN,2025,455,Chronic Kidney Disease,N18,Losartan; Empagliflozin,C09CA01; A10BK03,ARBs; SGLT2 inhibitors,C09CA; A10BK,Nephrology
Q346,retrieved top 3,C048,3,7.915787816238781,unjudged,Panduan Klinis: Tatalaksana Chronic Kidney Disease 2022,guideline,professional_society,ID,2022,2040,Chronic Kidney Disease,N18,Empagliflozin,A10BK03,SGLT2 inhibitors,A10BK,Nephrology
Q346,strongest observed positive,C124,172,0.0,3,Konsensus Nasional: Asthma di Indonesia 2024,guideline,ministry_of_health,ID,2024,1220,Asthma,J45,Salmeterol; Azithromycin,R03AC12; J01FA10,Long-acting beta2-agonists; Macrolides,R03AC; J01FA,Pulmonology
Q346,strongest observed positive,C327,330,0.0,2,Biomarkers in Psoriasis: Implications for IL-4/IL-13 inhibitors Therapy,article,research_paper,EN,2021,1742,Psoriasis,L40,Dupilumab; Tacrolimus topical,D11AH05; D11AH01,IL-4/IL-13 inhibitors; Topical calcineurin inhibitors,D11AH; D11AH,Dermatology
Q349,retrieved top 3,C009,1,5.142303115314051,unjudged,Case Report: Atypical Presentation of Obesity,case_report,case_report,EN,2021,1101,Obesity,E66,Liraglutide,A10BJ02,GLP-1 receptor agonists,A10BJ,Endocrinology
Q349,retrieved top 3,C005,2,5.119232797191707,unjudged,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,article,journal,EN,2022,1065,Type 2 Diabetes Mellitus,E11,Liraglutide; Semaglutide,A10BJ02; A10BJ06,GLP-1 receptor agonists; GLP-1 receptor agonists,A10BJ; A10BJ,Endocrinology
Q349,retrieved top 3,C200,3,4.8337887749142725,unjudged,Chronic Lymphocytic Leukaemia and obesity: Management Challenges,article,journal,EN,2021,2125,Chronic Lymphocytic Leukaemia,C91.1,Ibrutinib; Ibrutinib,L01EL01; L01EL01,BTK inhibitors; BTK inhibitors,L01EL; L01EL,Oncology
Q349,strongest observed positive,C212,216,0.0,3,Profil Keamanan Alendronate pada Osteoporosis,article,journal,ID,2022,1976,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology
Q363,retrieved top 3,C005,1,18.24734487230408,unjudged,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,article,journal,EN,2022,1065,Type 2 Diabetes Mellitus,E11,Liraglutide; Semaglutide,A10BJ02; A10BJ06,GLP-1 receptor agonists; GLP-1 receptor agonists,A10BJ; A10BJ,Endocrinology
Q363,retrieved top 3,C012,2,13.128112075112373,unjudged,Case Report: Atypical Presentation of Type 2 Diabetes Mellitus,case_report,case_report,EN,2025,1469,Type 2 Diabetes Mellitus,E11,Insulin glargine; Empagliflozin,A10AE04; A10BK03,Basal insulins; SGLT2 inhibitors,A10AE; A10BK,Endocrinology
Q363,retrieved top 3,C017,3,13.128112075112373,unjudged,Type 2 Diabetes Mellitus in Special Populations: Practical Guidance,clinical_summary,hospital_protocol,EN,2023,452,Type 2 Diabetes Mellitus,E11,Insulin glargine,A10AE04,Basal insulins,A10AE,Endocrinology
Q363,strongest observed positive,C033,33,0.0,2,"Statins: Mechanism, Indications, and Safety",drug_profile,drug_database,MIXED,2020,439,Stable Angina,I20,Atorvastatin,C10AA05,Statins,C10AA,Cardiology
Q386,retrieved top 3,C294,1,14.334243091339879,unjudged,Perbandingan Zinc dan Zinc pada Stunting / Malnutrition,article,journal,ID,2023,1412,Stunting / Malnutrition,E43,Zinc; Zinc,A12CB01; A12CB01,Zinc supplements; Zinc supplements,A12CB; A12CB,Pediatrics
Q386,retrieved top 3,C283,2,11.10874729963415,unjudged,Drug Interactions: Zinc in Stunting / Malnutrition Patients,clinical_summary,clinical_practice,EN,2023,487,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
Q386,retrieved top 3,C288,3,11.10874729963415,unjudged,Zinc in Stunting / Malnutrition: Real-World Outcomes,article,research_paper,MIXED,2025,1722,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
Q386,strongest observed positive,C145,194,0.0,2,Metronidazole Drug Profile: Efficacy in Inflammatory Bowel Disease,drug_profile,drug_database,EN,2021,570,Inflammatory Bowel Disease,K50,Metronidazole,J01XD01,Nitroimidazoles,J01XD,Gastroenterology
Q386,strongest observed positive,C338,340,0.0,2,Laporan Kasus: Psoriasis dengan anaemia,case_report,case_report,ID,2022,1203,Psoriasis,L40,Tacrolimus topical; Cyclosporine,D11AH01; L04AD01,Topical calcineurin inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology
Q386,plausible inspection candidate,C279,4,10.479996130904059,unjudged,Rare Adverse Event of Zinc in Stunting / Malnutrition,case_report,case_report,EN,2023,1201,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
Q392,retrieved top 3,C096,1,29.756474327728352,unjudged,Drug Interactions: Artemether-lumefantrine in Typhoid Fever Patients,clinical_summary,hospital_protocol,EN,2022,546,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease
Q392,retrieved top 3,C106,2,27.17380695171481,unjudged,Successful Management of Severe Typhoid Fever with Artemether-lumefantrine,case_report,case_report,EN,2021,749,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease
Q392,retrieved top 3,C113,3,10.77489058835026,unjudged,Risk Stratification in Typhoid Fever: Current Approaches,article,research_paper,EN,2021,2380,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease
Q392,strongest observed positive,C027,203,0.0,2,National Guideline: Atrial Fibrillation Diagnosis and Treatment,guideline,ministry_of_health,MIXED,2023,1399,Atrial Fibrillation,I48,Apixaban; Dapagliflozin,B01AF02; A10BK01,Factor Xa inhibitors; SGLT2 inhibitors,B01AF; A10BK,Cardiology
Q392,strongest observed positive,C037,42,1.1073130385217138,2,Atrial Fibrillation in Special Populations: Practical Guidance,clinical_summary,hospital_protocol,EN,2025,452,Atrial Fibrillation,I48,Dapagliflozin; Rivaroxaban,A10BK01; B01AF01,SGLT2 inhibitors; Factor Xa inhibitors,A10BK; B01AF,Cardiology
Q404,retrieved top 3,C150,1,14.258115812959513,unjudged,Practical Guide: Initiating Omeprazole in Peptic Ulcer Disease,clinical_summary,hospital_protocol,MIXED,2022,439,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology
Q404,retrieved top 3,C157,2,9.380043388467092,unjudged,Profil Keamanan Lansoprazole pada Peptic Ulcer Disease,article,journal,ID,2024,1942,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q404,retrieved top 3,C147,3,8.849136249780818,unjudged,National Guideline: Peptic Ulcer Disease Diagnosis and Treatment,guideline,ministry_of_health,EN,2020,2219,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q404,strongest observed positive,C042,91,0.0,3,Atrial Fibrillation in Special Populations: Practical Guidance,clinical_summary,hospital_protocol,EN,2022,547,Atrial Fibrillation,I48,Dapagliflozin,A10BK01,SGLT2 inhibitors,A10BK,Cardiology
Q404,strongest observed positive,C049,96,0.0,3,Safety Profile of Furosemide in Nephrotic Syndrome,article,research_paper,EN,2022,1729,Nephrotic Syndrome,N04,Furosemide; Furosemide,C03CA01; C03CA01,Loop diuretics; Loop diuretics,C03CA; C03CA,Nephrology
Q404,plausible inspection candidate,C150,1,14.258115812959513,unjudged,Practical Guide: Initiating Omeprazole in Peptic Ulcer Disease,clinical_summary,hospital_protocol,MIXED,2022,439,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology
Q418,retrieved top 3,C218,1,10.68037046098732,unjudged,Profil Keamanan Colchicine pada Psoriatic Arthritis,article,research_paper,ID,2021,2069,Psoriatic Arthritis,M07,Colchicine,M04AC01,Gout preparations,M04AC,Rheumatology
Q418,retrieved top 3,C226,2,8.583311243647955,unjudged,Safety Profile of Ibuprofen in Psoriatic Arthritis,article,research_paper,EN,2025,1214,Psoriatic Arthritis,M07,Ibuprofen,M01AE01,NSAIDs,M01AE,Rheumatology
Q418,retrieved top 3,C227,3,8.583311243647955,unjudged,Consensus Statement: NSAIDs Use in Psoriatic Arthritis,guideline,who,EN,2021,2946,Psoriatic Arthritis,M07,Ibuprofen,M01AE01,NSAIDs,M01AE,Rheumatology
Q418,strongest observed positive,C231,263,0.0,2,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,clinical_summary,clinical_practice,EN,2021,697,Deep Vein Thrombosis,I82,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Haematology
Q443,retrieved top 3,C163,1,9.51366442218643,unjudged,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",drug_profile,pharmacology_reference,EN,2025,780,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry
Q443,retrieved top 3,C179,2,4.628644097110018,unjudged,Case Report: Atypical Presentation of Schizophrenia,case_report,case_report,EN,2023,1436,Schizophrenia,F20,Clozapine,N05AH02,Atypical antipsychotics,N05AH,Psychiatry
Q443,retrieved top 3,C177,3,4.350946915799847,unjudged,Successful Management of Severe Schizophrenia with Clozapine,case_report,case_report,EN,2021,1190,Schizophrenia,F20,Clozapine,N05AH02,Atypical antipsychotics,N05AH,Psychiatry
Q443,strongest observed positive,C299,299,0.0,2,Diazepam in Febrile Seizure: Real-World Outcomes,article,journal,EN,2022,1858,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics
Q443,plausible inspection candidate,C163,1,9.51366442218643,unjudged,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",drug_profile,pharmacology_reference,EN,2025,780,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry
Q454,retrieved top 3,C309,1,9.938567190084935,0,Profil Keamanan Meropenem pada Sepsis,article,research_paper,ID,2023,2151,Sepsis,A41,Meropenem,J01DH02,Carbapenems,J01DH,Critical Care
Q454,retrieved top 3,C319,2,9.304242720410047,unjudged,Safety Profile of Meropenem in Sepsis,article,research_paper,MIXED,2020,1065,Sepsis,A41,Meropenem; Hydrocortisone,J01DH02; H02AB09,Carbapenems; Corticosteroids,J01DH; H02AB,Critical Care
Q454,retrieved top 3,C314,3,5.119232797191707,unjudged,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,clinical_summary,hospital_protocol,EN,2020,781,Sepsis,A41,Vancomycin,J01XA01,Glycopeptides,J01XA,Critical Care
Q454,strongest observed positive,C117,129,0.0,3,Safety Profile of Bedaquiline in MDR Tuberculosis,article,journal,EN,2025,2166,MDR Tuberculosis,A15.0,Bedaquiline; Bedaquiline,J04AK05; J04AK05,Antituberculotics; Antituberculotics,J04AK; J04AK,Pulmonology
Q480,retrieved top 3,C171,1,17.745178153212652,unjudged,Perbandingan Venlafaxine dan Venlafaxine pada Major Depressive Disorder,article,research_paper,ID,2022,1951,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry
Q480,retrieved top 3,C182,2,12.60371594520267,unjudged,"Sertraline: Pharmacology, Dosing, and Clinical Use in Major Depressive Disorder",drug_profile,drug_database,MIXED,2022,468,Major Depressive Disorder,F32,Sertraline; Escitalopram,N06AB06; N06AB10,SSRIs; SSRIs,N06AB; N06AB,Psychiatry
Q480,retrieved top 3,C170,3,11.714495908514806,unjudged,Major Depressive Disorder in hypertension: Special Considerations,article,research_paper,EN,2023,1804,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry
Q480,strongest observed positive,C045,219,0.0,3,Metoprolol pada Pasien Heart Failure: Studi Kohort,article,journal,ID,2021,1239,Heart Failure,I50,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology
Q480,strongest observed positive,C162,114,1.0446395121247702,3,Biomarkers in Schizophrenia: Implications for Atypical antipsychotics Therapy,article,research_paper,MIXED,2024,1874,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry
Q480,observed top-10 hit,C180,4,11.05145958273529,1,Risk Stratification in Major Depressive Disorder: Current Approaches,article,journal,EN,2020,1033,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry
Q485,retrieved top 3,C157,1,15.113536642252694,unjudged,Profil Keamanan Lansoprazole pada Peptic Ulcer Disease,article,journal,ID,2024,1942,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q485,retrieved top 3,C149,2,10.68521941458779,unjudged,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,clinical_summary,hospital_protocol,EN,2021,325,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q485,retrieved top 3,C156,3,10.68521941458779,unjudged,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,clinical_summary,hospital_protocol,MIXED,2024,421,Peptic Ulcer Disease,K27,Lansoprazole; Lansoprazole,A02BC03; A02BC03,Proton pump inhibitors; Proton pump inhibitors,A02BC; A02BC,Gastroenterology
Q485,strongest observed positive,C143,5,8.88769497654094,2,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,guideline,ministry_of_health,EN,2025,1994,Peptic Ulcer Disease,K27,Lansoprazole; Omeprazole,A02BC03; A02BC01,Proton pump inhibitors; Proton pump inhibitors,A02BC; A02BC,Gastroenterology
Q485,observed top-10 hit,C143,5,8.88769497654094,2,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,guideline,ministry_of_health,EN,2025,1994,Peptic Ulcer Disease,K27,Lansoprazole; Omeprazole,A02BC03; A02BC01,Proton pump inhibitors; Proton pump inhibitors,A02BC; A02BC,Gastroenterology
Q485,plausible inspection candidate,C149,2,10.68521941458779,unjudged,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,clinical_summary,hospital_protocol,EN,2021,325,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology
Q493,retrieved top 3,C229,1,10.053834804815283,unjudged,Monitoring Parameters for Bisphosphonates in Osteoporosis,clinical_summary,hospital_protocol,EN,2024,746,Osteoporosis,M81,Alendronate; Alendronate,M05BA04; M05BA04,Bisphosphonates; Bisphosphonates,M05BA; M05BA,Rheumatology
Q493,retrieved top 3,C151,2,8.915747815663039,unjudged,Monitoring Parameters for Nitroimidazoles in Inflammatory Bowel Disease,clinical_summary,hospital_protocol,EN,2022,754,Inflammatory Bowel Disease,K50,Metronidazole,J01XD01,Nitroimidazoles,J01XD,Gastroenterology
Q493,retrieved top 3,C090,3,8.43815142880855,unjudged,Monitoring Parameters for Fatty acid derivatives in Parkinson Disease,clinical_summary,hospital_protocol,EN,2025,536,Parkinson Disease,G20,Valproate; Levodopa-carbidopa,N03AG01; N04BA02,Fatty acid derivatives; Dopaminergic agents,N03AG; N04BA,Neurology
