protocol,split,candidate,reference,delta_ndcg,lower,upper,positive_queries,improved,worsened,unchanged
query_dedup,validation,requested_exact:selected_signed_intent,baseline:r_e7,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,requested_exact:selected_signed_intent,current:frozen_all_terms,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,requested_exact:selected_signed_intent,current:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,requested_exact:selected_all_terms,baseline:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,requested_exact:selected_all_terms,baseline:r_e7,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,requested_exact:selected_all_terms,current:frozen_all_terms,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,requested_exact:selected_all_terms,current:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,requested_exact:frozen_all_terms,baseline:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,requested_exact:frozen_all_terms,baseline:r_e7,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,requested_exact:frozen_all_terms,current:frozen_all_terms,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,requested_exact:frozen_all_terms,current:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,requested_exact:r_e7_style,baseline:hybrid,-0.006562029714552001,-0.020309055086271375,0.0033340150768103134,69,3,4,62
query_dedup,validation,requested_exact:r_e7_style,baseline:r_e7,-0.007897726360673424,-0.02369317908202027,0.0,69,0,1,68
query_dedup,validation,requested_exact:r_e7_style,current:frozen_all_terms,-0.00419464685894493,-0.01650002073812921,0.003127816473724863,69,2,2,65
query_dedup,validation,requested_exact:r_e7_style,current:r_e7_equivalent,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,symmetric_exact:hybrid,baseline:hybrid,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,symmetric_exact:hybrid,baseline:r_e7,-0.0013356966461214234,-0.010732371861666291,0.0070643701612594974,69,3,4,62
query_dedup,validation,symmetric_exact:hybrid,current:frozen_all_terms,0.002367382855607071,-0.00337359966795025,0.009352481755545983,69,3,2,64
query_dedup,validation,symmetric_exact:hybrid,current:r_e7_equivalent,0.006562029714552001,-0.003334015076810325,0.020309055086271375,69,4,3,62
query_dedup,validation,symmetric_exact:selected_signed_intent,baseline:hybrid,-0.0016928497960015565,-0.008874685939219088,0.004922114482851262,69,2,3,64
query_dedup,validation,symmetric_exact:selected_signed_intent,baseline:r_e7,-0.0030285464421229797,-0.011636157264888288,0.002821841366734888,69,2,3,64
query_dedup,validation,symmetric_exact:selected_signed_intent,current:frozen_all_terms,0.0006745330596055147,0.0,0.002023599178816544,69,2,0,67
query_dedup,validation,symmetric_exact:selected_signed_intent,current:r_e7_equivalent,0.0048691799185504436,-0.0031003550637188756,0.017809680621486194,69,3,2,64
query_dedup,validation,symmetric_exact:selected_all_terms,baseline:hybrid,-0.0016928497960015565,-0.008874685939219088,0.004922114482851262,69,2,3,64
query_dedup,validation,symmetric_exact:selected_all_terms,baseline:r_e7,-0.0030285464421229797,-0.011636157264888288,0.002821841366734888,69,2,3,64
query_dedup,validation,symmetric_exact:selected_all_terms,current:frozen_all_terms,0.0006745330596055147,0.0,0.002023599178816544,69,2,0,67
query_dedup,validation,symmetric_exact:selected_all_terms,current:r_e7_equivalent,0.0048691799185504436,-0.0031003550637188756,0.017809680621486194,69,3,2,64
query_dedup,validation,symmetric_exact:frozen_all_terms,baseline:hybrid,-0.0016928497960015565,-0.008874685939219088,0.004922114482851262,69,2,3,64
query_dedup,validation,symmetric_exact:frozen_all_terms,baseline:r_e7,-0.0030285464421229797,-0.011636157264888288,0.002821841366734888,69,2,3,64
query_dedup,validation,symmetric_exact:frozen_all_terms,current:frozen_all_terms,0.0006745330596055147,0.0,0.002023599178816544,69,2,0,67
query_dedup,validation,symmetric_exact:frozen_all_terms,current:r_e7_equivalent,0.0048691799185504436,-0.0031003550637188756,0.017809680621486194,69,3,2,64
query_dedup,validation,symmetric_exact:r_e7_style,baseline:hybrid,-0.006230524587382597,-0.019932620528145595,0.003803082874012551,69,3,4,62
query_dedup,validation,symmetric_exact:r_e7_style,baseline:r_e7,-0.0075662212335040205,-0.02369317908202027,0.0009945153815082116,69,1,1,67
query_dedup,validation,symmetric_exact:r_e7_style,current:frozen_all_terms,-0.0038631417317755256,-0.015837010483790402,0.0037217481715725365,69,2,2,65
query_dedup,validation,symmetric_exact:r_e7_style,current:r_e7_equivalent,0.00033150512716940386,0.0,0.0009945153815082116,69,1,0,68
query_dedup,validation,ablation:requested_current_context,baseline:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,ablation:requested_current_context,baseline:r_e7,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,ablation:requested_current_context,current:frozen_all_terms,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,ablation:requested_current_context,current:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,ablation:symmetric_current_context,baseline:hybrid,-0.0016928497960015565,-0.008874685939219088,0.004922114482851262,69,2,3,64
query_dedup,validation,ablation:symmetric_current_context,baseline:r_e7,-0.0030285464421229797,-0.011636157264888288,0.002821841366734888,69,2,3,64
query_dedup,validation,ablation:symmetric_current_context,current:frozen_all_terms,0.0006745330596055147,0.0,0.002023599178816544,69,2,0,67
query_dedup,validation,ablation:symmetric_current_context,current:r_e7_equivalent,0.0048691799185504436,-0.0031003550637188756,0.017809680621486194,69,3,2,64
query_dedup,validation,ablation:dimension_exact_context,baseline:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,ablation:dimension_exact_context,baseline:r_e7,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,ablation:dimension_exact_context,current:frozen_all_terms,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,ablation:dimension_exact_context,current:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,test,requested_exact:hybrid,baseline:hybrid,0.0,0.0,0.0,68,0,0,68
query_dedup,test,requested_exact:hybrid,baseline:r_e7,-0.0017354859478217756,-0.009274173924725123,0.005649354354809153,68,6,6,56
query_dedup,test,requested_exact:hybrid,current:frozen_all_terms,-0.0004430664343091696,-0.007397159550262744,0.006213646630219354,68,7,4,57
query_dedup,test,requested_exact:hybrid,current:r_e7_equivalent,2.2653481985985775e-05,-0.007157962052958459,0.007213450424947999,68,6,4,58
query_dedup,test,requested_exact:selected_signed_intent,baseline:hybrid,1.4237262952183998e-05,-0.00639605412264834,0.00662903624230987,68,4,7,57
query_dedup,test,requested_exact:selected_signed_intent,baseline:r_e7,-0.001721248684869592,-0.004871083877097931,0.0013720706087992523,68,1,6,61
query_dedup,test,requested_exact:selected_signed_intent,current:frozen_all_terms,-0.0004288291713569852,-0.0012864875140709557,0.0,68,0,1,67
query_dedup,test,requested_exact:selected_signed_intent,current:r_e7_equivalent,3.689074493817008e-05,-0.0015812590547091482,0.0021957579965699013,68,1,4,63
query_dedup,test,requested_exact:selected_all_terms,baseline:hybrid,1.4237262952183998e-05,-0.00639605412264834,0.00662903624230987,68,4,7,57
query_dedup,test,requested_exact:selected_all_terms,baseline:r_e7,-0.001721248684869592,-0.004871083877097931,0.0013720706087992523,68,1,6,61
query_dedup,test,requested_exact:selected_all_terms,current:frozen_all_terms,-0.0004288291713569852,-0.0012864875140709557,0.0,68,0,1,67
query_dedup,test,requested_exact:selected_all_terms,current:r_e7_equivalent,3.689074493817008e-05,-0.0015812590547091482,0.0021957579965699013,68,1,4,63
query_dedup,test,requested_exact:frozen_all_terms,baseline:hybrid,1.4237262952183998e-05,-0.00639605412264834,0.00662903624230987,68,4,7,57
query_dedup,test,requested_exact:frozen_all_terms,baseline:r_e7,-0.001721248684869592,-0.004871083877097931,0.0013720706087992523,68,1,6,61
query_dedup,test,requested_exact:frozen_all_terms,current:frozen_all_terms,-0.0004288291713569852,-0.0012864875140709557,0.0,68,0,1,67
query_dedup,test,requested_exact:frozen_all_terms,current:r_e7_equivalent,3.689074493817008e-05,-0.0015812590547091482,0.0021957579965699013,68,1,4,63
query_dedup,test,requested_exact:r_e7_style,baseline:hybrid,-6.87191693967419e-05,-0.007265327565057396,0.007066112788677941,68,4,6,58
query_dedup,test,requested_exact:r_e7_style,baseline:r_e7,-0.0018042051172185178,-0.00448332205235065,0.0,68,0,3,65
query_dedup,test,requested_exact:r_e7_style,current:frozen_all_terms,-0.0005117856037059114,-0.002351843313370153,0.0005619829694865192,68,3,1,64
query_dedup,test,requested_exact:r_e7_style,current:r_e7_equivalent,-4.606568741075613e-05,-0.0001381970622322684,0.0,68,0,1,67
query_dedup,test,symmetric_exact:hybrid,baseline:hybrid,0.0,0.0,0.0,68,0,0,68
query_dedup,test,symmetric_exact:hybrid,baseline:r_e7,-0.0017354859478217756,-0.009274173924725123,0.005649354354809153,68,6,6,56
query_dedup,test,symmetric_exact:hybrid,current:frozen_all_terms,-0.0004430664343091696,-0.007397159550262744,0.006213646630219354,68,7,4,57
query_dedup,test,symmetric_exact:hybrid,current:r_e7_equivalent,2.2653481985985775e-05,-0.007157962052958459,0.007213450424947999,68,6,4,58
query_dedup,test,symmetric_exact:selected_signed_intent,baseline:hybrid,-0.0006480105323642118,-0.006985303909987289,0.00550340462551358,68,4,7,57
query_dedup,test,symmetric_exact:selected_signed_intent,baseline:r_e7,-0.0023834964801859883,-0.0057612065434584315,0.0008278067392441455,68,1,8,59
query_dedup,test,symmetric_exact:selected_signed_intent,current:frozen_all_terms,-0.0010910769666733816,-0.002787943959160579,0.0,68,0,3,65
query_dedup,test,symmetric_exact:selected_signed_intent,current:r_e7_equivalent,-0.0006253570503782261,-0.002736710648861502,0.0017596469516927666,68,1,6,61
query_dedup,test,symmetric_exact:selected_all_terms,baseline:hybrid,-0.0006480105323642118,-0.006985303909987289,0.00550340462551358,68,4,7,57
query_dedup,test,symmetric_exact:selected_all_terms,baseline:r_e7,-0.0023834964801859883,-0.0057612065434584315,0.0008278067392441455,68,1,8,59
query_dedup,test,symmetric_exact:selected_all_terms,current:frozen_all_terms,-0.0010910769666733816,-0.002787943959160579,0.0,68,0,3,65
query_dedup,test,symmetric_exact:selected_all_terms,current:r_e7_equivalent,-0.0006253570503782261,-0.002736710648861502,0.0017596469516927666,68,1,6,61
query_dedup,test,symmetric_exact:frozen_all_terms,baseline:hybrid,-0.0006480105323642118,-0.006985303909987289,0.00550340462551358,68,4,7,57
query_dedup,test,symmetric_exact:frozen_all_terms,baseline:r_e7,-0.0023834964801859883,-0.0057612065434584315,0.0008278067392441455,68,1,8,59
query_dedup,test,symmetric_exact:frozen_all_terms,current:frozen_all_terms,-0.0010910769666733816,-0.002787943959160579,0.0,68,0,3,65
query_dedup,test,symmetric_exact:frozen_all_terms,current:r_e7_equivalent,-0.0006253570503782261,-0.002736710648861502,0.0017596469516927666,68,1,6,61
query_dedup,test,symmetric_exact:r_e7_style,baseline:hybrid,-0.0007119895631996657,-0.007721784428968712,0.006302060795678485,68,4,6,58
query_dedup,test,symmetric_exact:r_e7_style,baseline:r_e7,-0.0024474755110214415,-0.005357919095313214,-4.606568741075613e-05,68,0,4,64
query_dedup,test,symmetric_exact:r_e7_style,current:frozen_all_terms,-0.0011550559975088352,-0.003385962068419617,0.00042673256819668163,68,3,2,63
query_dedup,test,symmetric_exact:r_e7_style,current:r_e7_equivalent,-0.0006893360812136799,-0.0020219425562302837,0.0,68,0,2,66
query_dedup,test,ablation:requested_current_context,baseline:hybrid,1.4237262952183998e-05,-0.00639605412264834,0.00662903624230987,68,4,7,57
query_dedup,test,ablation:requested_current_context,baseline:r_e7,-0.001721248684869592,-0.004871083877097931,0.0013720706087992523,68,1,6,61
query_dedup,test,ablation:requested_current_context,current:frozen_all_terms,-0.0004288291713569852,-0.0012864875140709557,0.0,68,0,1,67
query_dedup,test,ablation:requested_current_context,current:r_e7_equivalent,3.689074493817008e-05,-0.0015812590547091482,0.0021957579965699013,68,1,4,63
query_dedup,test,ablation:symmetric_current_context,baseline:hybrid,-0.0006480105323642118,-0.006985303909987289,0.00550340462551358,68,4,7,57
query_dedup,test,ablation:symmetric_current_context,baseline:r_e7,-0.0023834964801859883,-0.0057612065434584315,0.0008278067392441455,68,1,8,59
query_dedup,test,ablation:symmetric_current_context,current:frozen_all_terms,-0.0010910769666733816,-0.002787943959160579,0.0,68,0,3,65
query_dedup,test,ablation:symmetric_current_context,current:r_e7_equivalent,-0.0006253570503782261,-0.002736710648861502,0.0017596469516927666,68,1,6,61
query_dedup,test,ablation:dimension_exact_context,baseline:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,ablation:dimension_exact_context,baseline:r_e7,-0.0012924195135126067,-0.004160625324742365,0.0014441680468006773,68,1,6,61
query_dedup,test,ablation:dimension_exact_context,current:frozen_all_terms,0.0,0.0,0.0,68,0,0,68
query_dedup,test,ablation:dimension_exact_context,current:r_e7_equivalent,0.0004657199162951552,-0.0006206116758354476,0.002313025965346338,68,1,4,63
