slice_family,slice_name,split,comparison,baseline,candidate,global_queries,eligible_queries,baseline_ndcg@10,candidate_ndcg@10,mean_delta_ndcg@10,lower_95,upper_95,improved_queries,worsened_queries,unchanged_queries
pharmacotherapy_sub_intent,Dosing / Administration,test,intent_vs_hybrid,hybrid,hybrid_intent,96,22,0.007890154093655836,0.026007597358783663,0.018117443265127823,0.0,0.049374196817432374,2,0,20
pharmacotherapy_sub_intent,Efficacy / Outcomes,validation,structured_vs_bm25,bm25,bm25_structured,20,3,0.0,0.0,0.0,0.0,0.0,0,0,3
pharmacotherapy_sub_intent,Efficacy / Outcomes,validation,hybrid_vs_bm25,bm25,hybrid,20,3,0.0,0.0,0.0,0.0,0.0,0,0,3
pharmacotherapy_sub_intent,Efficacy / Outcomes,validation,intent_vs_hybrid,hybrid,hybrid_intent,20,3,0.0,0.0,0.0,0.0,0.0,0,0,3
pharmacotherapy_sub_intent,Efficacy / Outcomes,test,structured_vs_bm25,bm25,bm25_structured,20,1,0.0,0.0,0.0,0.0,0.0,0,0,1
pharmacotherapy_sub_intent,Efficacy / Outcomes,test,hybrid_vs_bm25,bm25,hybrid,20,1,0.0,0.0,0.0,0.0,0.0,0,0,1
pharmacotherapy_sub_intent,Efficacy / Outcomes,test,intent_vs_hybrid,hybrid,hybrid_intent,20,1,0.0,0.0,0.0,0.0,0.0,0,0,1
pharmacotherapy_sub_intent,Interaction / Combination,validation,structured_vs_bm25,bm25,bm25_structured,21,7,0.05104438941927417,0.051651567265279454,0.0006071778460052851,0.0,0.0018215335380158554,1,0,6
pharmacotherapy_sub_intent,Interaction / Combination,validation,hybrid_vs_bm25,bm25,hybrid,21,7,0.05104438941927417,0.02040802788477483,-0.03063636153449934,-0.08963851012007208,0.0012143556920105702,1,2,4
pharmacotherapy_sub_intent,Interaction / Combination,validation,intent_vs_hybrid,hybrid,hybrid_intent,21,7,0.02040802788477483,0.009906437583879171,-0.010501590300895659,-0.03823008452021992,0.006725313617532943,1,1,5
pharmacotherapy_sub_intent,Interaction / Combination,test,structured_vs_bm25,bm25,bm25_structured,21,6,0.010680790777347534,0.0038665642218393,-0.006814226555508234,-0.020442679666524702,0.0,0,1,5
pharmacotherapy_sub_intent,Interaction / Combination,test,hybrid_vs_bm25,bm25,hybrid,21,6,0.010680790777347534,0.0038665642218393,-0.006814226555508234,-0.020442679666524702,0.0,0,1,5
pharmacotherapy_sub_intent,Interaction / Combination,test,intent_vs_hybrid,hybrid,hybrid_intent,21,6,0.0038665642218393,0.06808966227157642,0.06422309804973712,0.0,0.17533420916084821,2,0,4
pharmacotherapy_sub_intent,Safety / Contraindication,validation,structured_vs_bm25,bm25,bm25_structured,84,19,0.05263157894736842,0.0648266607230197,0.012195081775651274,-0.010945806619990579,0.047531051946944396,1,1,17
pharmacotherapy_sub_intent,Safety / Contraindication,validation,hybrid_vs_bm25,bm25,hybrid,84,19,0.05263157894736842,0.058133142268611396,0.005501563321242975,-0.029137124718042834,0.04564181468177176,1,1,17
pharmacotherapy_sub_intent,Safety / Contraindication,validation,intent_vs_hybrid,hybrid,hybrid_intent,84,19,0.058133142268611396,0.06923499351503835,0.011101851246426956,-0.04564181468177176,0.07894736842105263,1,1,17
pharmacotherapy_sub_intent,Safety / Contraindication,test,structured_vs_bm25,bm25,bm25_structured,84,15,0.00277947796718274,0.00340845822586308,0.00062898025868034,0.0,0.0018869407760410198,1,0,14
pharmacotherapy_sub_intent,Safety / Contraindication,test,hybrid_vs_bm25,bm25,hybrid,84,15,0.00277947796718274,0.00340845822586308,0.00062898025868034,0.0,0.0018869407760410198,1,0,14
pharmacotherapy_sub_intent,Safety / Contraindication,test,intent_vs_hybrid,hybrid,hybrid_intent,84,15,0.00340845822586308,0.008810736699130633,0.005402278473267554,0.0,0.01620683541980266,1,0,14
intent_hypothesis_group,Available preferred-content-type intents,validation,structured_vs_bm25,bm25,bm25_structured,303,65,0.022511151073528593,0.026630358473575748,0.004119207400047158,-0.002876942177122016,0.015398832752381696,3,2,60
intent_hypothesis_group,Available preferred-content-type intents,validation,hybrid_vs_bm25,bm25,hybrid,303,65,0.022511151073528593,0.021309102684386672,-0.0012020483891419186,-0.012932585130205062,0.012478503267017878,3,4,58
intent_hypothesis_group,Available preferred-content-type intents,validation,intent_vs_hybrid,hybrid,hybrid_intent,303,65,0.021309102684386672,0.02130476830573666,-4.334378650012055e-06,-0.015845304121001037,0.020818516994196377,2,3,60
intent_hypothesis_group,Available preferred-content-type intents,test,structured_vs_bm25,bm25,bm25_structured,303,61,0.004579677118561552,0.009321371289639757,0.004741694171078205,-0.0015337273753165495,0.015578103318755504,3,1,57
intent_hypothesis_group,Available preferred-content-type intents,test,hybrid_vs_bm25,bm25,hybrid,303,61,0.004579677118561552,0.004064092602941154,-0.0005155845156203984,-0.0020107553770352168,0.00046400183017402123,1,1,59
intent_hypothesis_group,Available preferred-content-type intents,test,intent_vs_hybrid,hybrid,hybrid_intent,303,61,0.004064092602941154,0.0182437076395026,0.014179615036561446,0.0017953922215561363,0.0302173283842958,5,0,56
intent_hypothesis_group,Other observed intents,validation,structured_vs_bm25,bm25,bm25_structured,197,48,0.026006488899615248,0.03376718614337108,0.0077606972437558345,-1.336648444408644e-05,0.022304174725847954,4,1,43
intent_hypothesis_group,Other observed intents,validation,hybrid_vs_bm25,bm25,hybrid,197,48,0.026006488899615248,0.03534141819620453,0.009334929296589287,0.0,0.025450266883093448,5,1,42
intent_hypothesis_group,Other observed intents,validation,intent_vs_hybrid,hybrid,hybrid_intent,197,48,0.03534141819620453,0.0452208315034377,0.009879413307233157,-0.002928036174988777,0.029972722553972046,4,1,43
intent_hypothesis_group,Other observed intents,test,structured_vs_bm25,bm25,bm25_structured,197,49,0.01722292534387983,0.02154990804522733,0.004326982701347497,-0.009998445895667377,0.02311959305513387,3,2,44
intent_hypothesis_group,Other observed intents,test,hybrid_vs_bm25,bm25,hybrid,197,49,0.01722292534387983,0.019743314579291252,0.0025203892354114196,-0.011141689949243513,0.02017905134859347,2,2,45
intent_hypothesis_group,Other observed intents,test,intent_vs_hybrid,hybrid,hybrid_intent,197,49,0.019743314579291252,0.018848150692649286,-0.0008951638866419649,-0.008092158604412201,0.004896263341243918,3,2,44
