side,record_id,field,value,duplicate,evidence_source,evidence_span
query,Q217,molecule_entity,Furosemide,False,metadata_without_literal_text_support,
query,Q217,drug_class_entity,Loop diuretics,False,metadata_without_literal_text_support,
query,Q217,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q218,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
query,Q218,molecule_entity,Methimazole,False,text_and_metadata,Methimazole
query,Q218,drug_class_entity,Antithyroid agents,False,metadata_without_literal_text_support,
query,Q218,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q219,disease_entity,Diabetes Insipidus,False,text_and_metadata,Diabetes Insipidus
query,Q219,molecule_entity,Desmopressin,False,metadata_without_literal_text_support,
query,Q219,drug_class_entity,Vasopressin analogues,False,metadata_without_literal_text_support,
query,Q219,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q220,disease_entity,Colorectal Cancer,False,text_and_metadata,Colorectal Cancer
query,Q220,molecule_entity,Nivolumab,False,text_and_metadata,Nivolumab
query,Q220,drug_class_entity,PD-1 inhibitors,False,metadata_without_literal_text_support,
query,Q220,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q221,disease_entity,Chronic Lymphocytic Leukaemia,False,text_and_metadata,Chronic Lymphocytic Leukaemia
query,Q221,molecule_entity,Ibrutinib,False,metadata_without_literal_text_support,
query,Q221,drug_class_entity,BTK inhibitors,False,metadata_without_literal_text_support,
query,Q221,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q222,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q222,molecule_entity,Bedaquiline,False,metadata_without_literal_text_support,
query,Q222,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q222,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q223,disease_entity,Community-acquired Pneumonia,False,text_and_metadata,Community-acquired Pneumonia
query,Q223,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
query,Q223,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
query,Q223,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q224,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q224,molecule_entity,Losartan,False,text_and_metadata,Losartan
query,Q224,drug_class_entity,ARBs,False,metadata_without_literal_text_support,
query,Q224,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q225,disease_entity,Psoriasis,False,text_and_metadata,Psoriasis
query,Q225,molecule_entity,Tacrolimus topical,False,metadata_without_literal_text_support,
query,Q225,drug_class_entity,Topical calcineurin inhibitors,False,metadata_without_literal_text_support,
query,Q225,therapeutic_area,Dermatology,False,metadata_without_literal_text_support,
query,Q226,disease_entity,Gout,False,text_and_metadata,Gout
query,Q226,molecule_entity,Secukinumab,False,text_and_metadata,Secukinumab
query,Q226,drug_class_entity,IL-17 inhibitors,False,metadata_without_literal_text_support,
query,Q226,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q227,disease_entity,Heart Failure,False,text_and_metadata,Heart Failure
query,Q227,molecule_entity,Spironolactone,False,text_and_metadata,Spironolactone
query,Q227,drug_class_entity,Aldosterone antagonists,False,metadata_without_literal_text_support,
query,Q227,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q228,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q228,molecule_entity,Aspirin,False,text_and_metadata,Aspirin
query,Q228,drug_class_entity,Platelet aggregation inhibitors,False,metadata_without_literal_text_support,
query,Q228,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q229,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
query,Q229,molecule_entity,Methimazole,False,metadata_without_literal_text_support,
query,Q229,drug_class_entity,Antithyroid agents,False,text_and_metadata,Antithyroid agents
query,Q229,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q230,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
query,Q230,molecule_entity,Cyclosporine,False,text_and_metadata,Cyclosporine
query,Q230,drug_class_entity,Calcineurin inhibitors,False,metadata_without_literal_text_support,
query,Q230,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q231,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q231,molecule_entity,Piperacillin-tazobactam,False,text_and_metadata,Piperacillin-tazobactam
query,Q231,molecule_entity,Norepinephrine,False,text_and_metadata,Norepinephrine
query,Q231,drug_class_entity,Beta-lactam combinations,False,metadata_without_literal_text_support,
query,Q231,drug_class_entity,Adrenergic agonists,False,metadata_without_literal_text_support,
query,Q231,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q232,disease_entity,Rheumatoid Arthritis,False,text_and_metadata,Rheumatoid Arthritis
query,Q232,molecule_entity,Prednisolone,False,text_and_metadata,Prednisolone
query,Q232,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
query,Q232,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q233,disease_entity,Asthma,False,text_and_metadata,Asthma
query,Q233,molecule_entity,Budesonide,False,text_and_metadata,Budesonide
query,Q233,drug_class_entity,Inhaled corticosteroids,False,metadata_without_literal_text_support,
query,Q233,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q234,disease_entity,Non-Small Cell Lung Cancer,False,text_and_metadata,Non-Small Cell Lung Cancer
query,Q234,molecule_entity,Pembrolizumab,False,metadata_without_literal_text_support,
query,Q234,drug_class_entity,PD-1 inhibitors,False,text_and_metadata,PD-1 inhibitors
query,Q234,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q235,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q235,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q235,molecule_entity,Artemether-lumefantrine,True,text_and_metadata,Artemether-lumefantrine
query,Q235,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q235,drug_class_entity,Antimalarials,True,metadata_without_literal_text_support,
query,Q235,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q236,disease_entity,Chronic Myeloid Leukaemia,False,text_and_metadata,Chronic Myeloid Leukaemia
query,Q236,molecule_entity,Imatinib,False,text_and_metadata,Imatinib
query,Q236,drug_class_entity,BCR-ABL inhibitors,False,metadata_without_literal_text_support,
query,Q236,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q237,disease_entity,Chronic Myeloid Leukaemia,False,text_and_metadata,Chronic Myeloid Leukaemia
query,Q237,molecule_entity,Imatinib,False,metadata_without_literal_text_support,
query,Q237,drug_class_entity,BCR-ABL inhibitors,False,text_and_metadata,BCR-ABL inhibitors
query,Q237,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q238,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
query,Q238,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
query,Q238,drug_class_entity,Basal insulins,False,text_and_metadata,Basal insulins
query,Q238,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q239,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q239,molecule_entity,Ramipril,False,text_and_metadata,Ramipril
query,Q239,drug_class_entity,ACE inhibitors,False,metadata_without_literal_text_support,
query,Q239,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q240,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q240,molecule_entity,Bedaquiline,False,metadata_without_literal_text_support,
query,Q240,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q240,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q241,disease_entity,Psoriasis,False,text_and_metadata,Psoriasis
query,Q241,molecule_entity,Dupilumab,False,text_and_metadata,Dupilumab
query,Q241,drug_class_entity,IL-4/IL-13 inhibitors,False,metadata_without_literal_text_support,
query,Q241,therapeutic_area,Dermatology,False,metadata_without_literal_text_support,
query,Q242,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
query,Q242,molecule_entity,Liraglutide,False,metadata_without_literal_text_support,
query,Q242,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q242,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q243,disease_entity,Rheumatoid Arthritis,False,text_and_metadata,Rheumatoid Arthritis
query,Q243,molecule_entity,Mycophenolate mofetil,False,text_and_metadata,Mycophenolate mofetil
query,Q243,drug_class_entity,Immunosuppressants,False,metadata_without_literal_text_support,
query,Q243,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q244,disease_entity,Obesity,False,text_and_metadata,Obesity
query,Q244,molecule_entity,Semaglutide,False,text_and_metadata,Semaglutide
query,Q244,molecule_entity,Liraglutide,False,text_and_metadata,Liraglutide
query,Q244,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q244,drug_class_entity,GLP-1 receptor agonists,True,metadata_without_literal_text_support,
query,Q244,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q245,disease_entity,Non-Small Cell Lung Cancer,False,text_and_metadata,Non-Small Cell Lung Cancer
query,Q245,molecule_entity,Pembrolizumab,False,text_and_metadata,Pembrolizumab
query,Q245,drug_class_entity,PD-1 inhibitors,False,metadata_without_literal_text_support,
query,Q245,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q246,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q246,molecule_entity,Tenofovir+Lamivudine,False,text_and_metadata,Tenofovir+Lamivudine
query,Q246,drug_class_entity,NRTIs combination,False,metadata_without_literal_text_support,
query,Q246,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q247,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q247,molecule_entity,Aspirin,False,text_and_metadata,Aspirin
query,Q247,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q247,drug_class_entity,Platelet aggregation inhibitors,False,metadata_without_literal_text_support,
query,Q247,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q247,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q248,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
query,Q248,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
query,Q248,drug_class_entity,Basal insulins,False,text_and_metadata,Basal insulins
query,Q248,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q249,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
query,Q249,molecule_entity,Sitagliptin,False,text_and_metadata,Sitagliptin
query,Q249,drug_class_entity,DPP-4 inhibitors,False,metadata_without_literal_text_support,
query,Q249,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q250,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
query,Q250,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
query,Q250,drug_class_entity,Vitamin K antagonists,False,text_and_metadata,Vitamin K antagonists
query,Q250,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q251,disease_entity,Bipolar Disorder,False,text_and_metadata,Bipolar Disorder
query,Q251,molecule_entity,Lithium,False,metadata_without_literal_text_support,
query,Q251,drug_class_entity,Mood stabilisers,False,metadata_without_literal_text_support,
query,Q251,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q252,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q252,molecule_entity,Sertraline,False,metadata_without_literal_text_support,
query,Q252,drug_class_entity,SSRIs,False,metadata_without_literal_text_support,
query,Q252,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q253,disease_entity,Chronic Myeloid Leukaemia,False,text_and_metadata,Chronic Myeloid Leukaemia
query,Q253,molecule_entity,Imatinib,False,text_and_metadata,Imatinib
query,Q253,drug_class_entity,BCR-ABL inhibitors,False,metadata_without_literal_text_support,
query,Q253,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q254,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q254,molecule_entity,Tenofovir+Lamivudine,False,metadata_without_literal_text_support,
query,Q254,drug_class_entity,NRTIs combination,False,text_and_metadata,NRTIs combination
query,Q254,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q255,disease_entity,Asthma,False,text_and_metadata,Asthma
query,Q255,molecule_entity,Salmeterol,False,text_and_metadata,Salmeterol
query,Q255,drug_class_entity,Long-acting beta2-agonists,False,metadata_without_literal_text_support,
query,Q255,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q256,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q256,molecule_entity,Bedaquiline,False,metadata_without_literal_text_support,
query,Q256,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q256,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q257,disease_entity,Chronic Myeloid Leukaemia,False,text_and_metadata,Chronic Myeloid Leukaemia
query,Q257,molecule_entity,Imatinib,False,text_and_metadata,Imatinib
query,Q257,molecule_entity,Imatinib,True,text_and_metadata,Imatinib
query,Q257,drug_class_entity,BCR-ABL inhibitors,False,metadata_without_literal_text_support,
query,Q257,drug_class_entity,BCR-ABL inhibitors,True,metadata_without_literal_text_support,
query,Q257,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q258,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q258,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q258,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q258,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q259,disease_entity,Schizophrenia,False,text_and_metadata,Schizophrenia
query,Q259,molecule_entity,Clozapine,False,metadata_without_literal_text_support,
query,Q259,drug_class_entity,Atypical antipsychotics,False,text_and_metadata,Atypical antipsychotics
query,Q259,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q260,disease_entity,Schizophrenia,False,text_and_metadata,Schizophrenia
query,Q260,molecule_entity,Risperidone,False,text_and_metadata,Risperidone
query,Q260,drug_class_entity,Atypical antipsychotics,False,metadata_without_literal_text_support,
query,Q260,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q261,disease_entity,HIV/AIDS,False,text_and_metadata,HIV/AIDS
query,Q261,molecule_entity,Amoxicillin,False,metadata_without_literal_text_support,
query,Q261,drug_class_entity,Penicillins,False,text_and_metadata,Penicillins
query,Q261,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q262,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q262,molecule_entity,Piperacillin-tazobactam,False,text_and_metadata,Piperacillin-tazobactam
query,Q262,molecule_entity,Meropenem,False,text_and_metadata,Meropenem
query,Q262,drug_class_entity,Beta-lactam combinations,False,metadata_without_literal_text_support,
query,Q262,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
query,Q262,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q263,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
query,Q263,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
query,Q263,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
query,Q263,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q264,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
query,Q264,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
query,Q264,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
query,Q264,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q265,disease_entity,Psoriatic Arthritis,False,text_and_metadata,Psoriatic Arthritis
query,Q265,molecule_entity,Allopurinol,False,text_and_metadata,Allopurinol
query,Q265,drug_class_entity,Xanthine oxidase inhibitors,False,metadata_without_literal_text_support,
query,Q265,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q266,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q266,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q266,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q266,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q267,disease_entity,Gout,False,text_and_metadata,Gout
query,Q267,molecule_entity,Adalimumab,False,text_and_metadata,Adalimumab
query,Q267,drug_class_entity,TNF inhibitors,False,metadata_without_literal_text_support,
query,Q267,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q268,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
query,Q268,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
query,Q268,drug_class_entity,Beta blockers non-selective,False,text_and_metadata,Beta blockers non-selective
query,Q268,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
query,Q269,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q269,molecule_entity,Sertraline,False,text_and_metadata,Sertraline
query,Q269,drug_class_entity,SSRIs,False,metadata_without_literal_text_support,
query,Q269,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q270,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q270,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q270,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q270,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q271,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q271,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q271,molecule_entity,Aspirin,False,text_and_metadata,Aspirin
query,Q271,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q271,drug_class_entity,Platelet aggregation inhibitors,False,metadata_without_literal_text_support,
query,Q271,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q272,disease_entity,Breast Cancer HER2-positive,False,text_and_metadata,Breast Cancer HER2-positive
query,Q272,molecule_entity,Methylphenidate,False,metadata_without_literal_text_support,
query,Q272,drug_class_entity,CNS stimulants,False,text_and_metadata,CNS stimulants
query,Q272,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q273,disease_entity,Acute Coronary Syndrome,False,text_and_metadata,Acute Coronary Syndrome
query,Q273,molecule_entity,Amlodipine,False,metadata_without_literal_text_support,
query,Q273,drug_class_entity,Calcium channel blockers,False,text_and_metadata,Calcium channel blockers
query,Q273,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q274,disease_entity,Osteoporosis,False,text_and_metadata,Osteoporosis
query,Q274,molecule_entity,Alendronate,False,text_and_metadata,Alendronate
query,Q274,molecule_entity,Alendronate,True,text_and_metadata,Alendronate
query,Q274,drug_class_entity,Bisphosphonates,False,metadata_without_literal_text_support,
query,Q274,drug_class_entity,Bisphosphonates,True,metadata_without_literal_text_support,
query,Q274,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q275,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q275,molecule_entity,Bedaquiline,False,metadata_without_literal_text_support,
query,Q275,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q275,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q276,disease_entity,Acute Coronary Syndrome,False,text_and_metadata,Acute Coronary Syndrome
query,Q276,molecule_entity,Atorvastatin,False,text_and_metadata,Atorvastatin
query,Q276,drug_class_entity,Statins,False,metadata_without_literal_text_support,
query,Q276,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q277,disease_entity,HIV/AIDS,False,text_and_metadata,HIV/AIDS
query,Q277,molecule_entity,Amoxicillin,False,text_and_metadata,Amoxicillin
query,Q277,drug_class_entity,Penicillins,False,metadata_without_literal_text_support,
query,Q277,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q278,disease_entity,Nephrotic Syndrome,False,text_and_metadata,Nephrotic Syndrome
query,Q278,molecule_entity,Furosemide,False,text_and_metadata,Furosemide
query,Q278,molecule_entity,Furosemide,True,text_and_metadata,Furosemide
query,Q278,drug_class_entity,Loop diuretics,False,metadata_without_literal_text_support,
query,Q278,drug_class_entity,Loop diuretics,True,metadata_without_literal_text_support,
query,Q278,therapeutic_area,Nephrology,False,metadata_without_literal_text_support,
query,Q279,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q279,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q279,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q279,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q280,disease_entity,Malaria,False,text_and_metadata,Malaria
query,Q280,molecule_entity,Tenofovir disoproxil,False,metadata_without_literal_text_support,
query,Q280,drug_class_entity,NRTIs,False,metadata_without_literal_text_support,
query,Q280,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q281,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q281,molecule_entity,Tenofovir+Lamivudine,False,metadata_without_literal_text_support,
query,Q281,drug_class_entity,NRTIs combination,False,text_and_metadata,NRTIs combination
query,Q281,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q282,disease_entity,Diabetes Insipidus,False,text_and_metadata,Diabetes Insipidus
query,Q282,molecule_entity,Desmopressin,False,metadata_without_literal_text_support,
query,Q282,drug_class_entity,Vasopressin analogues,False,text_and_metadata,Vasopressin analogues
query,Q282,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q283,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
query,Q283,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
query,Q283,drug_class_entity,Centrally acting antihypertensives,False,text_and_metadata,Centrally acting antihypertensives
query,Q283,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
query,Q284,disease_entity,Peptic Ulcer Disease,False,text_and_metadata,Peptic Ulcer Disease
query,Q284,molecule_entity,Omeprazole,False,metadata_without_literal_text_support,
query,Q284,drug_class_entity,Proton pump inhibitors,False,text_and_metadata,Proton pump inhibitors
query,Q284,therapeutic_area,Gastroenterology,False,metadata_without_literal_text_support,
query,Q285,disease_entity,Bipolar Disorder,False,text_and_metadata,Bipolar Disorder
query,Q285,molecule_entity,Olanzapine,False,text_and_metadata,Olanzapine
query,Q285,molecule_entity,Lithium,False,text_and_metadata,Lithium
query,Q285,drug_class_entity,Atypical antipsychotics,False,metadata_without_literal_text_support,
query,Q285,drug_class_entity,Mood stabilisers,False,metadata_without_literal_text_support,
query,Q285,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q286,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q286,molecule_entity,Tenofovir+Lamivudine,False,text_and_metadata,Tenofovir+Lamivudine
query,Q286,drug_class_entity,NRTIs combination,False,metadata_without_literal_text_support,
query,Q286,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q287,disease_entity,Epilepsy,False,text_and_metadata,Epilepsy
query,Q287,molecule_entity,Topiramate,False,metadata_without_literal_text_support,
query,Q287,drug_class_entity,Antiepileptics other,False,metadata_without_literal_text_support,
query,Q287,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q288,disease_entity,Non-Small Cell Lung Cancer,False,text_and_metadata,Non-Small Cell Lung Cancer
query,Q288,molecule_entity,Trastuzumab,False,text_and_metadata,Trastuzumab
query,Q288,drug_class_entity,HER2-targeted agents,False,metadata_without_literal_text_support,
query,Q288,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q289,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
query,Q289,molecule_entity,Apixaban,False,text_and_metadata,Apixaban
query,Q289,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
query,Q289,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q290,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q290,molecule_entity,Tenofovir+Lamivudine,False,metadata_without_literal_text_support,
query,Q290,drug_class_entity,NRTIs combination,False,text_and_metadata,NRTIs combination
query,Q290,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q291,disease_entity,Peptic Ulcer Disease,False,text_and_metadata,Peptic Ulcer Disease
query,Q291,molecule_entity,Lansoprazole,False,metadata_without_literal_text_support,
query,Q291,drug_class_entity,Proton pump inhibitors,False,metadata_without_literal_text_support,
query,Q291,therapeutic_area,Gastroenterology,False,metadata_without_literal_text_support,
query,Q292,disease_entity,HIV/AIDS,False,text_and_metadata,HIV/AIDS
query,Q292,molecule_entity,Amoxicillin,False,text_and_metadata,Amoxicillin
query,Q292,molecule_entity,Amoxicillin,True,text_and_metadata,Amoxicillin
query,Q292,drug_class_entity,Penicillins,False,metadata_without_literal_text_support,
query,Q292,drug_class_entity,Penicillins,True,metadata_without_literal_text_support,
query,Q292,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q293,disease_entity,Asthma,False,text_and_metadata,Asthma
query,Q293,molecule_entity,Prednisolone,False,text_and_metadata,Prednisolone
query,Q293,molecule_entity,Azithromycin,False,text_and_metadata,Azithromycin
query,Q293,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
query,Q293,drug_class_entity,Macrolides,False,metadata_without_literal_text_support,
query,Q293,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q294,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
query,Q294,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
query,Q294,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
query,Q294,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q295,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q295,molecule_entity,Sertraline,False,text_and_metadata,Sertraline
query,Q295,molecule_entity,Venlafaxine,False,text_and_metadata,Venlafaxine
query,Q295,drug_class_entity,SSRIs,False,metadata_without_literal_text_support,
query,Q295,drug_class_entity,SNRIs,False,metadata_without_literal_text_support,
query,Q295,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q296,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q296,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q296,molecule_entity,Rifampicin,False,text_and_metadata,Rifampicin
query,Q296,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q296,drug_class_entity,Antituberculotics,True,metadata_without_literal_text_support,
query,Q296,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q297,disease_entity,Colorectal Cancer,False,text_and_metadata,Colorectal Cancer
query,Q297,molecule_entity,Pembrolizumab,False,metadata_without_literal_text_support,
query,Q297,drug_class_entity,PD-1 inhibitors,False,metadata_without_literal_text_support,
query,Q297,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q298,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
query,Q298,molecule_entity,Apixaban,False,text_and_metadata,Apixaban
