side,record_id,field,value,evidence_source,evidence_text
query,Q415,recency_flag,True,text_rule,latest Breast Cancer HER2-positive management guidelines 2023
query,Q417,comparison_flag,True,text_rule,Venlafaxine vs Venlafaxine untuk Major Depressive Disorder
query,Q419,prior_treatment_failure_flag,True,text_rule,add on therapy Systemic Lupus Erythematosus after Methotrexate failure
query,Q420,age_group,pediatric,text_rule,Atrial Fibrillation pada anak dosis Metoprolol
query,Q420,dose_context_flag,True,text_rule,Atrial Fibrillation pada anak dosis Metoprolol
query,Q421,dose_context_flag,True,text_rule,Bisoprolol loading dose Heart Failure emergency
query,Q422,recency_flag,True,text_rule,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru
query,Q423,pregnancy_status,pregnant,text_rule,prophylaxis Hypertension in Pregnancy Methyldopa kapan bisa dihentikan
query,Q427,renal_function_group,renal_impairment,text_rule,kontraindikasi Lansoprazole pada Pulmonary Embolism dengan renal impairment
query,Q429,dose_context_flag,True,text_rule,dosis Dupilumab untuk pasien Disseminated Intravascular Coagulation
query,Q430,dose_context_flag,True,text_rule,Major Depressive Disorder dengan renal impairment penyesuaian dosis Venlafaxine
query,Q430,renal_function_group,renal_impairment,text_rule,Major Depressive Disorder dengan renal impairment penyesuaian dosis Venlafaxine
query,Q435,dose_context_flag,True,text_rule,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever
query,Q435,hepatic_impairment_flag,True,text_rule,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever
query,Q436,comparison_flag,True,text_rule,Dupilumab vs Cyclosporine untuk pasien Psoriasis mana lebih efektif
query,Q437,age_group,elderly,text_rule,Parkinson Disease with elderly patients first line drug
query,Q438,dose_context_flag,True,text_rule,Schizophrenia emergency Risperidone loading dose berapa
query,Q439,dose_context_flag,True,text_rule,Secukinumab loading dose Disseminated Intravascular Coagulation emergency
query,Q441,dose_context_flag,True,text_rule,Atorvastatin hepatic impairment dose in Stable Angina
query,Q441,hepatic_impairment_flag,True,text_rule,Atorvastatin hepatic impairment dose in Stable Angina
query,Q442,prior_treatment_failure_flag,True,text_rule,add on Prednisolone setelah Tiotropium gagal COPD
query,Q444,dose_context_flag,True,text_rule,Rivaroxaban hepatic impairment dose in Community-acquired Pneumonia
query,Q444,hepatic_impairment_flag,True,text_rule,Rivaroxaban hepatic impairment dose in Community-acquired Pneumonia
query,Q445,recency_flag,True,text_rule,indikasi Losartan pada Heart Failure guideline terbaru
query,Q446,pregnancy_status,pregnant,text_rule,Type 1 Diabetes Mellitus dengan pregnancy pilihan terapi
query,Q447,comparison_flag,True,text_rule,Lansoprazole vs Metronidazole untuk Pulmonary Embolism
query,Q448,comparison_flag,True,text_rule,Pembrolizumab vs Pembrolizumab untuk pasien Non-Small Cell Lung Cancer mana lebih efektif
query,Q453,age_group,elderly,text_rule,Topiramate pada pasien elderly Migraine apa perlu adjustment
query,Q453,dose_context_flag,True,text_rule,Topiramate pada pasien elderly Migraine apa perlu adjustment
query,Q456,year,2023,text_rule,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023
query,Q456,recency_flag,True,text_rule,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023
query,Q460,recency_flag,True,text_rule,Sepsis guideline update terbaru summary
query,Q463,renal_function_group,renal_impairment,text_rule,Tuberculosis with renal impairment first line drug
query,Q466,recency_flag,True,text_rule,panduan klinis Major Depressive Disorder terbaru
query,Q469,recency_flag,True,text_rule,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru
query,Q470,age_group,pediatric,text_rule,HIV/AIDS pada anak dosis Amoxicillin
query,Q470,dose_context_flag,True,text_rule,HIV/AIDS pada anak dosis Amoxicillin
query,Q476,comparison_flag,True,text_rule,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis
query,Q479,pregnancy_status,pregnant,text_rule,BCR-ABL inhibitors in pregnancy and Chronic Myeloid Leukaemia
query,Q480,dose_context_flag,True,text_rule,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation
query,Q483,pregnancy_status,pregnant,text_rule,Hypertension dengan pregnancy pilihan drug terbaik
query,Q485,prior_treatment_failure_flag,True,text_rule,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy
query,Q487,pregnancy_status,pregnant,text_rule,Centrally acting antihypertensives terbaru untuk Hypertension in Pregnancy 2025
query,Q487,year,2025,text_rule,Centrally acting antihypertensives terbaru untuk Hypertension in Pregnancy 2025
query,Q487,recency_flag,True,text_rule,Centrally acting antihypertensives terbaru untuk Hypertension in Pregnancy 2025
query,Q488,pregnancy_status,pregnant,text_rule,Artemether-lumefantrine pada ibu hamil dengan Typhoid Fever
query,Q494,recency_flag,True,text_rule,Corticosteroids terbaru untuk COPD terbaru
query,Q499,hepatic_impairment_flag,True,text_rule,ACE inhibitors kontraindikasi pada Hypertension dengan hepatic impairment
query,Q500,year,2025,text_rule,Antituberculotics terbaru untuk Tuberculosis 2025
query,Q500,recency_flag,True,text_rule,Antituberculotics terbaru untuk Tuberculosis 2025
content,C001,publication_year,2021,publication_metadata,2021
content,C002,year,2023,text_rule,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023
content,C002,publication_year,2023,publication_metadata,2023
content,C003,prior_treatment_failure_flag,True,text_rule,A Case of Type 1 Diabetes Mellitus Resistant to Insulin degludec
content,C003,publication_year,2021,publication_metadata,2021
content,C004,publication_year,2021,publication_metadata,2021
content,C005,publication_year,2022,publication_metadata,2022
content,C006,dose_context_flag,True,text_rule,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism"
content,C006,publication_year,2023,publication_metadata,2023
content,C007,publication_year,2020,publication_metadata,2020
content,C008,publication_year,2025,publication_metadata,2025
content,C009,publication_year,2021,publication_metadata,2021
content,C010,dose_context_flag,True,text_rule,Dosis DPP-4 inhibitors pada Type 2 Diabetes Mellitus: Referensi Cepat
content,C010,publication_year,2025,publication_metadata,2025
content,C011,publication_year,2024,publication_metadata,2024
content,C012,publication_year,2025,publication_metadata,2025
content,C013,year,2023,text_rule,Asia-Pacific Guideline: Type 1 Diabetes Mellitus in Primary Care 2023
content,C013,publication_year,2023,publication_metadata,2023
content,C014,publication_year,2021,publication_metadata,2021
content,C015,year,2021,text_rule,Panduan Klinis: Tatalaksana Hyperthyroidism 2021
content,C015,publication_year,2021,publication_metadata,2021
content,C016,dose_context_flag,True,text_rule,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment
content,C016,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment
content,C016,publication_year,2024,publication_metadata,2024
content,C017,publication_year,2023,publication_metadata,2023
content,C018,publication_year,2024,publication_metadata,2024
content,C019,year,2021,text_rule,Asia-Pacific Guideline: Diabetes Insipidus in Primary Care 2021
content,C019,publication_year,2021,publication_metadata,2021
content,C020,year,2021,text_rule,Clinical Practice Guideline: Type 2 Diabetes Mellitus Management 2021
content,C020,publication_year,2021,publication_metadata,2021
content,C021,dose_context_flag,True,text_rule,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment
content,C021,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment
content,C021,publication_year,2022,publication_metadata,2022
content,C022,dose_context_flag,True,text_rule,Quick Reference: Vasopressin analogues Dosing in Diabetes Insipidus
content,C022,publication_year,2024,publication_metadata,2024
content,C023,publication_year,2023,publication_metadata,2023
content,C024,publication_year,2021,publication_metadata,2021
content,C025,comparison_flag,True,text_rule,Metoprolol versus Empagliflozin in Atrial Fibrillation: Head-to-Head Comparison
content,C025,publication_year,2022,publication_metadata,2022
content,C026,publication_year,2021,publication_metadata,2021
content,C027,publication_year,2023,publication_metadata,2023
content,C028,publication_year,2024,publication_metadata,2024
content,C029,dose_from_drug_profile,True,content_type_only,drug_profile
content,C029,publication_year,2020,publication_metadata,2020
content,C030,publication_year,2025,publication_metadata,2025
content,C031,year,2021,text_rule,Clinical Practice Guideline: Heart Failure Management 2021
content,C031,publication_year,2021,publication_metadata,2021
content,C032,publication_year,2024,publication_metadata,2024
content,C033,dose_from_drug_profile,True,content_type_only,drug_profile
content,C033,publication_year,2020,publication_metadata,2020
content,C034,publication_year,2021,publication_metadata,2021
content,C035,publication_year,2022,publication_metadata,2022
content,C036,dose_context_flag,True,text_rule,Dosis Platelet aggregation inhibitors pada Stable Angina: Referensi Cepat
content,C036,publication_year,2020,publication_metadata,2020
content,C037,publication_year,2025,publication_metadata,2025
content,C038,year,2024,text_rule,Clinical Summary: Heart Failure Management Update 2024
content,C038,publication_year,2024,publication_metadata,2024
content,C039,publication_year,2023,publication_metadata,2023
content,C040,dose_context_flag,True,text_rule,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment
content,C040,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment
content,C040,publication_year,2025,publication_metadata,2025
content,C041,publication_year,2022,publication_metadata,2022
content,C042,publication_year,2022,publication_metadata,2022
content,C043,dose_from_drug_profile,True,content_type_only,drug_profile
content,C043,publication_year,2020,publication_metadata,2020
content,C044,publication_year,2024,publication_metadata,2024
content,C045,publication_year,2021,publication_metadata,2021
content,C046,publication_year,2023,publication_metadata,2023
content,C047,publication_year,2025,publication_metadata,2025
content,C048,year,2022,text_rule,Panduan Klinis: Tatalaksana Chronic Kidney Disease 2022
content,C048,publication_year,2022,publication_metadata,2022
content,C049,publication_year,2022,publication_metadata,2022
content,C050,publication_year,2025,publication_metadata,2025
content,C051,year,2022,text_rule,Clinical Practice Guideline: Nephrotic Syndrome Management 2022
content,C051,publication_year,2022,publication_metadata,2022
content,C052,year,2024,text_rule,Clinical Summary: Chronic Kidney Disease Management Update 2024
content,C052,publication_year,2024,publication_metadata,2024
content,C053,publication_year,2025,publication_metadata,2025
content,C054,publication_year,2024,publication_metadata,2024
content,C055,publication_year,2025,publication_metadata,2025
content,C056,publication_year,2023,publication_metadata,2023
content,C057,publication_year,2024,publication_metadata,2024
content,C058,prior_treatment_failure_flag,True,text_rule,Case Series: SGLT2 inhibitors in Refractory Chronic Kidney Disease
content,C058,publication_year,2024,publication_metadata,2024
content,C059,publication_year,2022,publication_metadata,2022
content,C060,publication_year,2023,publication_metadata,2023
content,C061,publication_year,2024,publication_metadata,2024
content,C062,year,2022,text_rule,Konsensus Nasional: Chronic Kidney Disease di Indonesia 2022
content,C062,publication_year,2022,publication_metadata,2022
content,C063,comparison_from_review,True,content_type_only,review
content,C063,publication_year,2020,publication_metadata,2020
content,C064,publication_year,2022,publication_metadata,2022
content,C065,publication_year,2025,publication_metadata,2025
content,C066,publication_year,2023,publication_metadata,2023
content,C067,publication_year,2024,publication_metadata,2024
content,C068,publication_year,2020,publication_metadata,2020
content,C069,publication_year,2023,publication_metadata,2023
content,C070,publication_year,2020,publication_metadata,2020
content,C071,year,2022,text_rule,Asia-Pacific Guideline: Epilepsy in Primary Care 2022
content,C071,publication_year,2022,publication_metadata,2022
content,C072,publication_year,2020,publication_metadata,2020
content,C073,dose_context_flag,True,text_rule,Quick Reference: Antiepileptics other Dosing in Migraine
content,C073,publication_year,2021,publication_metadata,2021
content,C074,publication_year,2023,publication_metadata,2023
content,C075,pregnancy_status,pregnant,text_rule,Migraine in Pregnancy: Safety and Management Guide
content,C075,publication_year,2025,publication_metadata,2025
content,C076,dose_from_drug_profile,True,content_type_only,drug_profile
content,C076,publication_year,2024,publication_metadata,2024
content,C077,publication_year,2021,publication_metadata,2021
content,C078,publication_year,2022,publication_metadata,2022
content,C079,publication_year,2025,publication_metadata,2025
content,C080,publication_year,2025,publication_metadata,2025
content,C081,publication_year,2020,publication_metadata,2020
content,C082,publication_year,2022,publication_metadata,2022
content,C083,publication_year,2020,publication_metadata,2020
content,C084,dose_context_flag,True,text_rule,Dose Adjustment of Valproate in Renal and Hepatic Impairment
content,C084,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Valproate in Renal and Hepatic Impairment
content,C084,publication_year,2023,publication_metadata,2023
content,C085,publication_year,2023,publication_metadata,2023
content,C086,publication_year,2025,publication_metadata,2025
content,C087,publication_year,2021,publication_metadata,2021
content,C088,publication_year,2024,publication_metadata,2024
content,C089,publication_year,2024,publication_metadata,2024
content,C090,publication_year,2025,publication_metadata,2025
content,C091,dose_from_drug_profile,True,content_type_only,drug_profile
content,C091,publication_year,2021,publication_metadata,2021
content,C092,publication_year,2025,publication_metadata,2025
content,C093,publication_year,2021,publication_metadata,2021
content,C094,dose_context_flag,True,text_rule,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection"
content,C094,publication_year,2021,publication_metadata,2021
content,C095,dose_context_flag,True,text_rule,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection
content,C095,publication_year,2020,publication_metadata,2020
content,C096,publication_year,2022,publication_metadata,2022
content,C097,publication_year,2020,publication_metadata,2020
content,C098,publication_year,2020,publication_metadata,2020
content,C099,publication_year,2020,publication_metadata,2020
content,C100,publication_year,2025,publication_metadata,2025
content,C101,dose_from_drug_profile,True,content_type_only,drug_profile
content,C101,publication_year,2025,publication_metadata,2025
content,C102,publication_year,2022,publication_metadata,2022
content,C103,publication_year,2020,publication_metadata,2020
content,C104,dose_from_drug_profile,True,content_type_only,drug_profile
content,C104,publication_year,2020,publication_metadata,2020
content,C105,comparison_from_review,True,content_type_only,review
content,C105,publication_year,2022,publication_metadata,2022
content,C106,publication_year,2021,publication_metadata,2021
content,C107,prior_treatment_failure_flag,True,text_rule,A Case of HIV/AIDS Resistant to Levofloxacin
content,C107,publication_year,2021,publication_metadata,2021
content,C108,prior_treatment_failure_flag,True,text_rule,Case Series: NRTIs combination in Refractory Urinary Tract Infection
content,C108,publication_year,2020,publication_metadata,2020
content,C109,publication_year,2022,publication_metadata,2022
content,C110,year,2025,text_rule,WHO Guideline Update: Malaria 2025
content,C110,recency_flag,True,text_rule,WHO Guideline Update: Malaria 2025
content,C110,publication_year,2025,publication_metadata,2025
content,C111,publication_year,2025,publication_metadata,2025
content,C112,dose_from_drug_profile,True,content_type_only,drug_profile
content,C112,publication_year,2025,publication_metadata,2025
content,C113,publication_year,2021,publication_metadata,2021
content,C114,publication_year,2022,publication_metadata,2022
content,C115,prior_treatment_failure_flag,True,text_rule,Case Series: NRTIs combination in Refractory Urinary Tract Infection
content,C115,publication_year,2024,publication_metadata,2024
content,C116,dose_context_flag,True,text_rule,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment
content,C116,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment
content,C116,publication_year,2022,publication_metadata,2022
content,C117,publication_year,2025,publication_metadata,2025
content,C118,pregnancy_status,pregnant,text_rule,COPD in Pregnancy: Safety and Management Guide
content,C118,publication_year,2021,publication_metadata,2021
content,C119,year,2025,text_rule,Clinical Practice Guideline: Pulmonary Embolism Management 2025
content,C119,publication_year,2025,publication_metadata,2025
content,C120,publication_year,2024,publication_metadata,2024
content,C121,year,2025,text_rule,Asia-Pacific Guideline: Community-acquired Pneumonia in Primary Care 2025
content,C121,publication_year,2025,publication_metadata,2025
content,C122,prior_treatment_failure_flag,True,text_rule,Case Series: Factor Xa inhibitors in Refractory Community-acquired Pneumonia
content,C122,publication_year,2023,publication_metadata,2023
content,C123,dose_from_drug_profile,True,content_type_only,drug_profile
content,C123,publication_year,2022,publication_metadata,2022
content,C124,year,2024,text_rule,Konsensus Nasional: Asthma di Indonesia 2024
content,C124,publication_year,2024,publication_metadata,2024
content,C125,publication_year,2024,publication_metadata,2024
content,C126,dose_from_drug_profile,True,content_type_only,drug_profile
content,C126,publication_year,2020,publication_metadata,2020
content,C127,publication_year,2023,publication_metadata,2023
content,C128,publication_year,2025,publication_metadata,2025
content,C129,dose_context_flag,True,text_rule,Dosis Corticosteroids pada Asthma: Referensi Cepat
content,C129,publication_year,2022,publication_metadata,2022
content,C130,publication_year,2024,publication_metadata,2024
content,C131,publication_year,2024,publication_metadata,2024
content,C132,publication_year,2021,publication_metadata,2021
content,C133,publication_year,2024,publication_metadata,2024
content,C134,year,2025,text_rule,Scoping Review: Emerging Therapies in Pulmonary Embolism 2025
content,C134,comparison_from_review,True,content_type_only,review
content,C134,publication_year,2025,publication_metadata,2025
content,C135,publication_year,2020,publication_metadata,2020
content,C136,publication_year,2021,publication_metadata,2021
content,C137,publication_year,2024,publication_metadata,2024
content,C138,publication_year,2024,publication_metadata,2024
content,C139,comparison_from_review,True,content_type_only,review
content,C139,publication_year,2020,publication_metadata,2020
content,C140,dose_from_drug_profile,True,content_type_only,drug_profile
content,C140,publication_year,2024,publication_metadata,2024
content,C141,publication_year,2024,publication_metadata,2024
content,C142,year,2023,text_rule,Asia-Pacific Guideline: Inflammatory Bowel Disease in Primary Care 2023
content,C142,publication_year,2023,publication_metadata,2023
content,C143,publication_year,2025,publication_metadata,2025
content,C144,year,2025,text_rule,Clinical Practice Guideline: Inflammatory Bowel Disease Management 2025
content,C144,publication_year,2025,publication_metadata,2025
content,C145,dose_from_drug_profile,True,content_type_only,drug_profile
content,C145,publication_year,2021,publication_metadata,2021
content,C146,dose_context_flag,True,text_rule,Quick Reference: Nitroimidazoles Dosing in Inflammatory Bowel Disease
content,C146,publication_year,2024,publication_metadata,2024
content,C147,publication_year,2020,publication_metadata,2020
content,C148,year,2022,text_rule,Clinical Summary: Inflammatory Bowel Disease Management Update 2022
content,C148,publication_year,2022,publication_metadata,2022
content,C149,publication_year,2021,publication_metadata,2021
content,C150,publication_year,2022,publication_metadata,2022
content,C151,publication_year,2022,publication_metadata,2022
content,C152,publication_year,2024,publication_metadata,2024
content,C153,year,2021,text_rule,Konsensus Nasional: Inflammatory Bowel Disease di Indonesia 2021
content,C153,publication_year,2021,publication_metadata,2021
content,C154,publication_year,2025,publication_metadata,2025
content,C155,publication_year,2021,publication_metadata,2021
content,C156,publication_year,2024,publication_metadata,2024
content,C157,publication_year,2024,publication_metadata,2024
content,C158,publication_year,2020,publication_metadata,2020
content,C159,publication_year,2020,publication_metadata,2020
content,C160,year,2022,text_rule,Konsensus Nasional: Inflammatory Bowel Disease di Indonesia 2022
content,C160,publication_year,2022,publication_metadata,2022
content,C161,year,2025,text_rule,Asia-Pacific Guideline: Peptic Ulcer Disease in Primary Care 2025
content,C161,publication_year,2025,publication_metadata,2025
content,C162,publication_year,2024,publication_metadata,2024
content,C163,dose_context_flag,True,text_rule,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia"
content,C163,publication_year,2025,publication_metadata,2025
content,C164,year,2021,text_rule,Clinical Summary: Major Depressive Disorder Management Update 2021
content,C164,publication_year,2021,publication_metadata,2021
content,C165,dose_from_drug_profile,True,content_type_only,drug_profile
content,C165,publication_year,2024,publication_metadata,2024
content,C166,dose_context_flag,True,text_rule,Dosis SSRIs pada ADHD: Referensi Cepat
content,C166,publication_year,2024,publication_metadata,2024
content,C167,publication_year,2023,publication_metadata,2023
content,C168,publication_year,2020,publication_metadata,2020
content,C169,dose_context_flag,True,text_rule,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment
content,C169,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment
content,C169,publication_year,2020,publication_metadata,2020
content,C170,publication_year,2023,publication_metadata,2023
content,C171,publication_year,2022,publication_metadata,2022
content,C172,pregnancy_status,pregnant,text_rule,Major Depressive Disorder in Pregnancy: Safety and Management Guide
content,C172,publication_year,2025,publication_metadata,2025
content,C173,comparison_flag,True,text_rule,Escitalopram versus Sertraline in Major Depressive Disorder: Head-to-Head Comparison
content,C173,publication_year,2020,publication_metadata,2020
content,C174,publication_year,2020,publication_metadata,2020
content,C175,year,2020,text_rule,Clinical Summary: Bipolar Disorder Management Update 2020
content,C175,publication_year,2020,publication_metadata,2020
content,C176,dose_context_flag,True,text_rule,"Lithium: Pharmacology, Dosing, and Clinical Use in Bipolar Disorder"
content,C176,publication_year,2021,publication_metadata,2021
content,C177,publication_year,2021,publication_metadata,2021
content,C178,prior_treatment_failure_flag,True,text_rule,A Case of Schizophrenia Resistant to Clozapine
content,C178,publication_year,2023,publication_metadata,2023
content,C179,publication_year,2023,publication_metadata,2023
content,C180,publication_year,2020,publication_metadata,2020
content,C181,publication_year,2023,publication_metadata,2023
content,C182,dose_context_flag,True,text_rule,"Sertraline: Pharmacology, Dosing, and Clinical Use in Major Depressive Disorder"
content,C182,publication_year,2022,publication_metadata,2022
content,C183,year,2022,text_rule,Scoping Review: Emerging Therapies in Bipolar Disorder 2022
content,C183,comparison_from_review,True,content_type_only,review
content,C183,publication_year,2022,publication_metadata,2022
content,C184,publication_year,2021,publication_metadata,2021
content,C185,dose_context_flag,True,text_rule,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat
content,C185,publication_year,2024,publication_metadata,2024
content,C186,year,2022,text_rule,Konsensus Nasional: Chronic Lymphocytic Leukaemia di Indonesia 2022
content,C186,publication_year,2022,publication_metadata,2022
content,C187,year,2022,text_rule,Clinical Practice Guideline: Breast Cancer HER2-positive Management 2022
content,C187,publication_year,2022,publication_metadata,2022
content,C188,publication_year,2024,publication_metadata,2024
content,C189,year,2020,text_rule,Clinical Practice Guideline: Colorectal Cancer Management 2020
content,C189,publication_year,2020,publication_metadata,2020
content,C190,prior_treatment_failure_flag,True,text_rule,Case Series: HER2-targeted agents in Refractory Non-Small Cell Lung Cancer
content,C190,publication_year,2024,publication_metadata,2024
content,C191,publication_year,2025,publication_metadata,2025
content,C192,publication_year,2022,publication_metadata,2022
content,C193,comparison_flag,True,text_rule,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia
content,C193,publication_year,2021,publication_metadata,2021
content,C194,dose_context_flag,True,text_rule,Quick Reference: BTK inhibitors Dosing in Chronic Lymphocytic Leukaemia
content,C194,publication_year,2021,publication_metadata,2021
content,C195,publication_year,2020,publication_metadata,2020
content,C196,year,2024,text_rule,Scoping Review: Emerging Therapies in Colorectal Cancer 2024
content,C196,comparison_from_review,True,content_type_only,review
content,C196,publication_year,2024,publication_metadata,2024
content,C197,year,2023,text_rule,Konsensus Nasional: Chronic Myeloid Leukaemia di Indonesia 2023
content,C197,publication_year,2023,publication_metadata,2023
content,C198,dose_context_flag,True,text_rule,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat
content,C198,publication_year,2022,publication_metadata,2022
content,C199,publication_year,2020,publication_metadata,2020
content,C200,publication_year,2021,publication_metadata,2021
content,C201,publication_year,2021,publication_metadata,2021
content,C202,publication_year,2020,publication_metadata,2020
content,C203,publication_year,2023,publication_metadata,2023
content,C204,publication_year,2020,publication_metadata,2020
content,C205,comparison_flag,True,text_rule,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia
content,C205,publication_year,2023,publication_metadata,2023
content,C206,publication_year,2020,publication_metadata,2020
content,C207,publication_year,2025,publication_metadata,2025
content,C208,publication_year,2024,publication_metadata,2024
content,C209,publication_year,2020,publication_metadata,2020
content,C210,publication_year,2022,publication_metadata,2022
content,C211,publication_year,2021,publication_metadata,2021
content,C212,publication_year,2022,publication_metadata,2022
content,C213,publication_year,2024,publication_metadata,2024
content,C214,comparison_flag,True,text_rule,Adalimumab versus Adalimumab in Gout: Head-to-Head Comparison
content,C214,publication_year,2024,publication_metadata,2024
content,C215,comparison_from_review,True,content_type_only,review
content,C215,publication_year,2025,publication_metadata,2025
content,C216,publication_year,2025,publication_metadata,2025
content,C217,dose_context_flag,True,text_rule,"Adalimumab: Pharmacology, Dosing, and Clinical Use in Gout"
content,C217,publication_year,2024,publication_metadata,2024
content,C218,publication_year,2021,publication_metadata,2021
content,C219,year,2022,text_rule,Konsensus Nasional: Osteoporosis di Indonesia 2022
content,C219,publication_year,2022,publication_metadata,2022
content,C220,publication_year,2025,publication_metadata,2025
content,C221,comparison_from_review,True,content_type_only,review
content,C221,publication_year,2023,publication_metadata,2023
content,C222,renal_function_group,renal_impairment,text_rule,Challenging Case: Psoriatic Arthritis with Concurrent renal impairment
content,C222,publication_year,2024,publication_metadata,2024
content,C223,publication_year,2021,publication_metadata,2021
content,C224,publication_year,2025,publication_metadata,2025
content,C225,publication_year,2021,publication_metadata,2021
content,C226,publication_year,2025,publication_metadata,2025
content,C227,publication_year,2021,publication_metadata,2021
content,C228,dose_from_drug_profile,True,content_type_only,drug_profile
content,C228,publication_year,2020,publication_metadata,2020
content,C229,publication_year,2024,publication_metadata,2024
content,C230,prior_treatment_failure_flag,True,text_rule,Case Series: IL-17 inhibitors in Refractory Gout
content,C230,publication_year,2023,publication_metadata,2023
content,C231,dose_context_flag,True,text_rule,Dose Adjustment of Apixaban in Renal and Hepatic Impairment
content,C231,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Apixaban in Renal and Hepatic Impairment
content,C231,publication_year,2021,publication_metadata,2021
content,C232,publication_year,2022,publication_metadata,2022
content,C233,year,2023,text_rule,WHO Guideline Update: Iron Deficiency Anaemia 2023
content,C233,recency_flag,True,text_rule,WHO Guideline Update: Iron Deficiency Anaemia 2023
content,C233,publication_year,2023,publication_metadata,2023
content,C234,publication_year,2024,publication_metadata,2024
content,C235,dose_from_drug_profile,True,content_type_only,drug_profile
content,C235,publication_year,2021,publication_metadata,2021
content,C236,dose_context_flag,True,text_rule,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment
content,C236,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment
content,C236,publication_year,2025,publication_metadata,2025
content,C237,dose_from_drug_profile,True,content_type_only,drug_profile
content,C237,publication_year,2021,publication_metadata,2021
content,C238,publication_year,2022,publication_metadata,2022
content,C239,year,2024,text_rule,Asia-Pacific Guideline: Deep Vein Thrombosis in Primary Care 2024
content,C239,publication_year,2024,publication_metadata,2024
content,C240,dose_context_flag,True,text_rule,Quick Reference: Iron preparations Dosing in Iron Deficiency Anaemia
content,C240,publication_year,2025,publication_metadata,2025
content,C241,publication_year,2024,publication_metadata,2024
content,C242,age_group,elderly,text_rule,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients
content,C242,publication_year,2020,publication_metadata,2020
content,C243,publication_year,2021,publication_metadata,2021
content,C244,dose_from_drug_profile,True,content_type_only,drug_profile
content,C244,publication_year,2022,publication_metadata,2022
content,C245,publication_year,2022,publication_metadata,2022
content,C246,year,2024,text_rule,Scoping Review: Emerging Therapies in Deep Vein Thrombosis 2024
content,C246,comparison_from_review,True,content_type_only,review
content,C246,publication_year,2024,publication_metadata,2024
content,C247,publication_year,2024,publication_metadata,2024
content,C248,publication_year,2020,publication_metadata,2020
content,C249,year,2022,text_rule,Ringkasan Klinis: Tatalaksana Deep Vein Thrombosis Terkini 2022
content,C249,publication_year,2022,publication_metadata,2022
content,C250,publication_year,2022,publication_metadata,2022
content,C251,prior_treatment_failure_flag,True,text_rule,A Case of Deep Vein Thrombosis Resistant to Rivaroxaban
content,C251,publication_year,2024,publication_metadata,2024
content,C252,publication_year,2020,publication_metadata,2020
content,C253,publication_year,2025,publication_metadata,2025
content,C254,pregnancy_status,pregnancy_related,text_rule,Clinical Practice Guideline: Preeclampsia Management 2022
content,C254,year,2022,text_rule,Clinical Practice Guideline: Preeclampsia Management 2022
content,C254,publication_year,2022,publication_metadata,2022
content,C255,pregnancy_status,pregnant,text_rule,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy
content,C255,publication_year,2025,publication_metadata,2025
content,C256,pregnancy_status,pregnancy_related,text_rule,New Insights into Preeclampsia Pathophysiology and Treatment
content,C256,publication_year,2025,publication_metadata,2025
content,C257,pregnancy_status,pregnant,text_rule,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide
