query_id,query_text,query_language,query_intent,observed_content,positive_content,meaningful_content,strong_content,has_observed_positive,has_meaningful_positive,has_strong_positive,eligible_for_positive_dependent_metrics
Q441,Atorvastatin hepatic impairment dose in Stable Angina,EN,Dosing / Administration,11,1,1,0,True,True,False,True
Q447,Lansoprazole vs Metronidazole untuk Pulmonary Embolism,ID,Comparative Treatment Choice,9,1,0,0,True,False,False,True
Q452,Prednisolone combination therapy Rheumatoid Arthritis,EN,Interaction / Combination,6,1,1,0,True,True,False,True
Q460,Sepsis guideline update terbaru summary,EN,Guideline / Evidence Lookup,6,1,1,0,True,True,False,True
Q476,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis,ID,Comparative Treatment Choice,7,1,1,0,True,True,False,True
Q478,kontraindikasi Bedaquiline pada Tuberculosis dengan immunocompromised,MIXED,Safety / Contraindication,7,1,0,0,True,False,False,True
Q482,Lansoprazole long term outcomes Peptic Ulcer Disease,EN,Efficacy / Outcomes,12,1,0,0,True,False,False,True
Q485,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,EN,Treatment Change / Escalation,9,1,1,0,True,True,False,True
Q488,Artemether-lumefantrine pada ibu hamil dengan Typhoid Fever,ID,Safety / Contraindication,7,1,0,0,True,False,False,True
Q492,titration protocol Alendronate in Osteoporosis,EN,Dosing / Administration,11,1,1,0,True,True,False,True
Q494,Corticosteroids terbaru untuk COPD terbaru,MIXED,Guideline / Evidence Lookup,7,1,1,0,True,True,False,True
Q499,ACE inhibitors kontraindikasi pada Hypertension dengan hepatic impairment,ID,Safety / Contraindication,11,1,0,0,True,False,False,True
Q001,is Diazepam safe in Febrile Seizure with immunocompromised,EN,Safety / Contraindication,12,2,1,0,True,True,False,True
Q006,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,12,2,1,1,True,True,True,True
Q010,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,7,2,1,0,True,True,False,True
Q011,Psoriasis dengan renal impairment penyesuaian dosis Tacrolimus topical,MIXED,Dosing / Administration,8,2,1,0,True,True,False,True
Q026,kontraindikasi Labetalol pada Hypertension in Pregnancy dengan atrial fibrillation,MIXED,Safety / Contraindication,10,2,1,1,True,True,True,True
Q030,is Losartan safe in Hypertension with liver disease,EN,Safety / Contraindication,9,2,1,0,True,True,False,True
Q031,Ibuprofen side effect pada pasien Psoriatic Arthritis apa saja,MIXED,Safety / Contraindication,8,2,2,0,True,True,False,True
Q033,dosis Semaglutide pada Obesity pasien hypertension aman tidak,MIXED,Safety / Contraindication,8,2,2,1,True,True,True,True
Q044,Malaria with pregnancy first line drug,EN,Management / Treatment Selection,10,2,1,0,True,True,False,True
Q057,Dapagliflozin vs Dapagliflozin untuk pasien Chronic Kidney Disease mana lebih efektif,MIXED,Comparative Treatment Choice,9,2,1,1,True,True,True,True
Q065,Semaglutide efficacy pada Type 2 Diabetes Mellitus clinical outcome data,MIXED,Efficacy / Outcomes,9,2,1,0,True,True,False,True
Q079,Benzodiazepines mechanism of action in Febrile Seizure,EN,Mechanism / Background Knowledge,12,2,1,1,True,True,True,True
Q081,Stable Angina dengan hypertension pilihan drug terbaik,MIXED,Management / Treatment Selection,7,2,2,1,True,True,True,True
Q091,Liraglutide pada pasien elderly Obesity apa perlu adjustment,MIXED,Dosing / Administration,8,2,1,0,True,True,False,True
Q092,switch dari Levothyroxine ke Levothyroxine Hyperthyroidism progresif,MIXED,Treatment Change / Escalation,6,2,2,1,True,True,True,True
Q105,tatalaksana Breast Cancer HER2-positive panduan terbaru 2025,ID,Guideline / Evidence Lookup,10,2,1,0,True,True,False,True
Q110,dosis titrasi Topiramate Epilepsy toleransi pasien,MIXED,Dosing / Administration,8,2,2,0,True,True,False,True
Q116,Osteoporosis dengan elderly patients pilihan drug terbaik,MIXED,Management / Treatment Selection,9,2,2,0,True,True,False,True
Q122,Tenofovir+Lamivudine pada pasien elderly Urinary Tract Infection apa perlu adjustment,MIXED,Dosing / Administration,9,2,2,1,True,True,True,True
Q148,MDR Tuberculosis dengan renal impairment penyesuaian dosis Bedaquiline,MIXED,Dosing / Administration,7,2,1,0,True,True,False,True
Q166,SGLT2 inhibitors role in Chronic Kidney Disease pathophysiology,EN,Mechanism / Background Knowledge,8,2,1,1,True,True,True,True
Q169,Basal insulins mechanism of action in Type 1 Diabetes Mellitus,EN,Mechanism / Background Knowledge,11,2,0,0,True,False,False,True
Q170,Magnesium sulphate vs Magnesium sulphate in Preeclampsia patients,EN,Comparative Treatment Choice,11,2,0,0,True,False,False,True
Q192,Diabetes Insipidus emergency Desmopressin loading dose berapa,MIXED,Dosing / Administration,9,2,2,0,True,True,False,True
Q201,interaksi obat Semaglutide dan Liraglutide pada Obesity,ID,Interaction / Combination,6,2,2,0,True,True,False,True
Q221,Chronic Lymphocytic Leukaemia risk stratification approach,EN,Monitoring / Response / Risk Assessment,10,2,1,0,True,True,False,True
Q222,MDR Tuberculosis with heart failure first line drug,EN,Management / Treatment Selection,6,2,2,1,True,True,True,True
Q226,target Gout sudah tercapai kapan maintenance Secukinumab,MIXED,Prophylaxis / Maintenance,7,2,1,0,True,True,False,True
Q232,Prednisolone side effect pada pasien Rheumatoid Arthritis apa saja,MIXED,Safety / Contraindication,10,2,1,1,True,True,True,True
Q242,penanganan Type 2 Diabetes Mellitus di ICU panduan 2023,ID,Guideline / Evidence Lookup,9,2,2,1,True,True,True,True
Q244,Semaglutide vs Liraglutide untuk Obesity,ID,Comparative Treatment Choice,12,2,0,0,True,False,False,True
Q255,kontraindikasi Salmeterol pada Asthma dengan immunocompromised,MIXED,Safety / Contraindication,6,2,2,1,True,True,True,True
Q260,terapi profilaksis Schizophrenia dengan Risperidone,ID,Prophylaxis / Maintenance,12,2,2,0,True,True,False,True
Q266,monitoring terapi Artemether-lumefantrine pada Typhoid Fever,ID,Monitoring / Response / Risk Assessment,11,2,2,1,True,True,True,True
Q267,Adalimumab side effect pada pasien Gout apa saja,MIXED,Safety / Contraindication,9,2,2,1,True,True,True,True
Q269,Sertraline efficacy pada Major Depressive Disorder clinical outcome data,MIXED,Efficacy / Outcomes,8,2,2,1,True,True,True,True
Q271,switch dari Alteplase ke Aspirin Ischaemic Stroke progresif,MIXED,Treatment Change / Escalation,11,2,1,0,True,True,False,True
Q272,CNS stimulants role in Breast Cancer HER2-positive pathophysiology,EN,Mechanism / Background Knowledge,11,2,2,1,True,True,True,True
Q277,Amoxicillin hepatic impairment dose in HIV/AIDS,EN,Dosing / Administration,10,2,2,0,True,True,False,True
Q295,switch from Sertraline to Venlafaxine in Major Depressive Disorder,EN,Treatment Change / Escalation,6,2,1,1,True,True,True,True
Q306,Tenofovir+Lamivudine combination therapy Urinary Tract Infection,EN,Interaction / Combination,10,2,1,0,True,True,False,True
Q307,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,11,2,2,0,True,True,False,True
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,MIXED,Management / Treatment Selection,6,2,1,0,True,True,False,True
Q311,add on therapy Typhoid Fever after Artemether-lumefantrine failure,EN,Treatment Change / Escalation,7,2,1,1,True,True,True,True
Q331,Osteoporosis dengan renal impairment penyesuaian dosis Alendronate,MIXED,Dosing / Administration,8,2,0,0,True,False,False,True
Q345,monitoring parameters Apixaban in Community-acquired Pneumonia,EN,Monitoring / Response / Risk Assessment,9,2,1,0,True,True,False,True
Q355,terapi profilaksis Chronic Kidney Disease dengan Empagliflozin,ID,Prophylaxis / Maintenance,10,2,1,1,True,True,True,True
Q357,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,EN,Efficacy / Outcomes,6,2,2,1,True,True,True,True
Q372,indikasi Semaglutide pada Type 2 Diabetes Mellitus guideline terbaru,MIXED,Guideline / Evidence Lookup,8,2,1,0,True,True,False,True
Q382,when to start Methylphenidate in Breast Cancer HER2-positive,EN,Management / Treatment Selection,12,2,2,0,True,True,False,True
Q386,Zinc side effect pada pasien Stunting / Malnutrition apa saja,MIXED,Safety / Contraindication,7,2,2,0,True,True,False,True
Q401,when to start Bisoprolol in Heart Failure,EN,Management / Treatment Selection,12,2,2,0,True,True,False,True
Q403,interaksi obat Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever,ID,Interaction / Combination,7,2,2,0,True,True,False,True
Q406,Ischaemic Stroke with pregnancy first line drug,EN,Management / Treatment Selection,12,2,2,1,True,True,True,True
Q411,Alendronate pada pasien elderly Osteoporosis apa perlu adjustment,MIXED,Dosing / Administration,11,2,0,0,True,False,False,True
Q432,Semaglutide combination therapy Obesity,EN,Interaction / Combination,9,2,1,0,True,True,False,True
Q436,Dupilumab vs Cyclosporine untuk pasien Psoriasis mana lebih efektif,MIXED,Comparative Treatment Choice,10,2,2,0,True,True,False,True
Q438,Schizophrenia emergency Risperidone loading dose berapa,MIXED,Dosing / Administration,7,2,2,1,True,True,True,True
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,EN,Prophylaxis / Maintenance,11,2,2,0,True,True,False,True
Q453,Topiramate pada pasien elderly Migraine apa perlu adjustment,MIXED,Dosing / Administration,10,2,0,0,True,False,False,True
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,MIXED,Guideline / Evidence Lookup,10,2,1,0,True,True,False,True
Q459,prophylaxis Gout Adalimumab kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,8,2,1,0,True,True,False,True
Q462,Aspirin combination therapy Ischaemic Stroke,EN,Interaction / Combination,8,2,1,0,True,True,False,True
Q470,HIV/AIDS pada anak dosis Amoxicillin,ID,Dosing / Administration,12,2,1,1,True,True,True,True
Q474,Antituberculotics mechanism untuk Tuberculosis bagaimana cara kerjanya,MIXED,Mechanism / Background Knowledge,9,2,2,0,True,True,False,True
Q496,Insulin degludec side effect pada pasien Type 1 Diabetes Mellitus apa saja,MIXED,Safety / Contraindication,6,2,1,0,True,True,False,True
Q498,monitoring Factor Xa inhibitors pada Deep Vein Thrombosis parameter apa,MIXED,Monitoring / Response / Risk Assessment,10,2,2,0,True,True,False,True
Q098,ARBs terbaru untuk Hypertension 2022,MIXED,Guideline / Evidence Lookup,6,3,1,1,True,True,True,True
Q188,interaksi obat Zinc dan Vitamin A pada Stunting / Malnutrition,ID,Interaction / Combination,9,3,3,1,True,True,True,True
Q204,Iron preparations mechanism untuk Iron Deficiency Anaemia bagaimana cara kerjanya,MIXED,Mechanism / Background Knowledge,21,3,2,1,True,True,True,True
Q254,NRTIs combination role in Urinary Tract Infection pathophysiology,EN,Mechanism / Background Knowledge,12,3,3,1,True,True,True,True
Q315,latest guideline Rheumatoid Arthritis management 2023,MIXED,Guideline / Evidence Lookup,8,3,2,0,True,True,False,True
Q402,target Obesity sudah tercapai kapan maintenance Semaglutide,MIXED,Prophylaxis / Maintenance,9,3,2,1,True,True,True,True
Q070,Furosemide long term outcomes Nephrotic Syndrome,EN,Efficacy / Outcomes,17,4,2,1,True,True,True,True
Q144,Colchicine loading dose Psoriatic Arthritis emergency,EN,Dosing / Administration,9,4,3,0,True,True,False,True
Q209,switch from Tenofovir+Lamivudine to Tenofovir+Lamivudine in Urinary Tract Infection,EN,Treatment Change / Escalation,18,4,3,1,True,True,True,True
Q243,Mycophenolate mofetil dosing in Rheumatoid Arthritis with diabetes,EN,Dosing / Administration,17,4,4,1,True,True,True,True
Q247,resistensi Aspirin pada Ischaemic Stroke alternatif Alteplase,ID,Treatment Change / Escalation,21,4,2,1,True,True,True,True
Q263,titration protocol Levothyroxine in Hypothyroidism,EN,Dosing / Administration,18,4,2,2,True,True,True,True
Q285,Olanzapine vs Lithium in Bipolar Disorder patients,EN,Comparative Treatment Choice,15,4,3,0,True,True,False,True
Q305,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,6,4,4,2,True,True,True,True
Q318,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,EN,Comparative Treatment Choice,7,4,3,1,True,True,True,True
Q324,monitoring parameters Aspirin in Stable Angina,EN,Monitoring / Response / Risk Assessment,14,4,0,0,True,False,False,True
Q352,panduan klinis ADHD terbaru,ID,Guideline / Evidence Lookup,14,4,2,1,True,True,True,True
Q359,dosis Adalimumab untuk pasien Systemic Lupus Erythematosus,ID,Dosing / Administration,9,4,3,0,True,True,False,True
Q388,Magnesium role in Preeclampsia pathophysiology,EN,Mechanism / Background Knowledge,11,4,4,3,True,True,True,True
Q399,Beta blockers selective mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,MIXED,Mechanism / Background Knowledge,12,4,3,1,True,True,True,True
Q407,Breast Cancer HER2-positive pada anak dosis Methylphenidate,ID,Dosing / Administration,19,4,2,0,True,True,False,True
Q423,prophylaxis Hypertension in Pregnancy Methyldopa kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,21,4,3,0,True,True,False,True
Q443,prophylaxis Schizophrenia Risperidone kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,20,4,2,0,True,True,False,True
Q449,Beta-lactam combinations mechanism of action in Sepsis,EN,Mechanism / Background Knowledge,7,4,2,0,True,True,False,True
Q461,is Semaglutide safe in Type 2 Diabetes Mellitus with COPD,EN,Safety / Contraindication,11,4,4,1,True,True,True,True
Q007,Hydroxychloroquine hepatic impairment dose in Rheumatoid Arthritis,EN,Dosing / Administration,18,5,2,0,True,True,False,True
Q015,Peptic Ulcer Disease prophylaxis Lansoprazole indication,EN,Prophylaxis / Maintenance,26,5,3,2,True,True,True,True
Q018,interaksi obat Losartan dan Empagliflozin pada Chronic Kidney Disease,ID,Interaction / Combination,26,5,3,0,True,True,False,True
Q039,algoritma terapi Chronic Kidney Disease step up,ID,Management / Treatment Selection,17,5,3,1,True,True,True,True
Q061,Epilepsy first line Antiepileptics other evidence based,MIXED,Guideline / Evidence Lookup,8,5,4,1,True,True,True,True
Q086,add on Norepinephrine setelah Piperacillin-tazobactam gagal Sepsis,MIXED,Treatment Change / Escalation,19,5,4,0,True,True,False,True
Q089,biomarkers Community-acquired Pneumonia treatment response Rivaroxaban,EN,Monitoring / Response / Risk Assessment,30,5,3,1,True,True,True,True
Q090,algoritma terapi Community-acquired Pneumonia step up,ID,Management / Treatment Selection,26,5,4,1,True,True,True,True
Q094,kapan start Azithromycin di Asthma evidence terbaru 2022,MIXED,Guideline / Evidence Lookup,25,5,4,1,True,True,True,True
Q133,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,EN,Safety / Contraindication,27,5,5,0,True,True,False,True
Q134,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,EN,Prophylaxis / Maintenance,25,5,5,1,True,True,True,True
Q159,titration protocol Cyclosporine in Psoriasis,EN,Dosing / Administration,20,5,4,2,True,True,True,True
Q185,Isoniazid hepatic impairment dose in Tuberculosis,EN,Dosing / Administration,17,5,4,3,True,True,True,True
Q189,renal dose adjustment Lansoprazole in Peptic Ulcer Disease,EN,Dosing / Administration,15,5,3,2,True,True,True,True
Q191,Heart Failure dengan renal impairment penyesuaian dosis Bisoprolol,MIXED,Dosing / Administration,19,5,5,1,True,True,True,True
Q197,monitoring terapi Bedaquiline pada MDR Tuberculosis,ID,Monitoring / Response / Risk Assessment,20,5,4,1,True,True,True,True
Q199,Rivaroxaban loading dose Community-acquired Pneumonia emergency,EN,Dosing / Administration,19,5,5,2,True,True,True,True
Q213,prophylaxis Hypertension Amlodipine kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,23,5,3,1,True,True,True,True
Q214,Clozapine hepatic impairment dose in Schizophrenia,EN,Dosing / Administration,16,5,3,3,True,True,True,True
Q262,kombinasi Piperacillin-tazobactam dan Meropenem pada Sepsis aman atau tidak,MIXED,Interaction / Combination,25,5,5,1,True,True,True,True
Q268,Beta blockers non-selective mechanism of action in Hypertension in Pregnancy,EN,Mechanism / Background Knowledge,25,5,3,1,True,True,True,True
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,EN,Comparative Treatment Choice,34,5,5,3,True,True,True,True
Q297,Colorectal Cancer with COPD first line drug,EN,Management / Treatment Selection,21,5,2,0,True,True,False,True
Q342,dosis titrasi Vancomycin Sepsis toleransi pasien,MIXED,Dosing / Administration,22,5,4,0,True,True,False,True
Q346,Chronic Kidney Disease dengan renal impairment penyesuaian dosis Losartan,MIXED,Dosing / Administration,7,5,2,1,True,True,True,True
Q349,dosis Liraglutide untuk pasien Obesity,ID,Dosing / Administration,24,5,4,2,True,True,True,True
Q375,Tuberculosis pada anak dosis Bedaquiline,ID,Dosing / Administration,27,5,4,2,True,True,True,True
Q393,monitoring SSRIs pada ADHD parameter apa,MIXED,Monitoring / Response / Risk Assessment,29,5,5,2,True,True,True,True
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,EN,Safety / Contraindication,17,5,2,2,True,True,True,True
Q395,Vitamin A hepatic impairment dose in Stunting / Malnutrition,EN,Dosing / Administration,26,5,2,0,True,True,False,True
Q408,prophylaxis COPD Salmeterol kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,23,5,5,4,True,True,True,True
Q427,kontraindikasi Lansoprazole pada Pulmonary Embolism dengan renal impairment,MIXED,Safety / Contraindication,24,5,4,2,True,True,True,True
Q429,dosis Dupilumab untuk pasien Disseminated Intravascular Coagulation,ID,Dosing / Administration,30,5,3,2,True,True,True,True
Q458,NRTIs mechanism of action in Malaria,EN,Mechanism / Background Knowledge,18,5,4,0,True,True,False,True
Q009,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,28,6,5,1,True,True,True,True
Q019,Rheumatoid Arthritis dengan renal impairment penyesuaian dosis Bortezomib,MIXED,Dosing / Administration,17,6,5,0,True,True,False,True
Q021,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,36,6,5,2,True,True,True,True
Q022,resistensi Methyldopa pada Hypertension in Pregnancy alternatif Methyldopa,ID,Treatment Change / Escalation,10,6,6,2,True,True,True,True
Q038,Integrase inhibitors terbaru untuk Malaria terbaru,MIXED,Guideline / Evidence Lookup,19,6,3,1,True,True,True,True
Q073,is Valproate safe in Epilepsy with hypertension,EN,Safety / Contraindication,11,6,5,1,True,True,True,True
Q076,Acute Coronary Syndrome dengan renal impairment penyesuaian dosis Ezetimibe,MIXED,Dosing / Administration,46,6,5,2,True,True,True,True
Q078,apakah Risperidone aman untuk Schizophrenia dengan anaemia,ID,Safety / Contraindication,27,6,3,0,True,True,False,True
Q101,Dolutegravir drug interaction with Tenofovir disoproxil in Malaria,EN,Interaction / Combination,26,6,3,1,True,True,True,True
Q121,when to start Venlafaxine in Major Depressive Disorder,EN,Management / Treatment Selection,27,6,5,2,True,True,True,True
Q125,kontraindikasi Secukinumab pada Gout dengan heart failure,MIXED,Safety / Contraindication,15,6,4,2,True,True,True,True
Q128,kapan start Alendronate di Osteoporosis evidence terbaru 2022,MIXED,Guideline / Evidence Lookup,28,6,5,2,True,True,True,True
Q142,Vitamin A kontraindikasi pada Stunting / Malnutrition dengan COPD,ID,Safety / Contraindication,9,6,4,2,True,True,True,True
Q146,Bedaquiline vs Rifampicin untuk pasien Tuberculosis mana lebih efektif,MIXED,Comparative Treatment Choice,30,6,5,1,True,True,True,True
Q161,Magnesium sulphate pada pasien elderly Preeclampsia apa perlu adjustment,MIXED,Dosing / Administration,24,6,4,2,True,True,True,True
Q163,is Amlodipine safe in Acute Coronary Syndrome with obesity,EN,Safety / Contraindication,7,6,5,1,True,True,True,True
Q164,Systemic Lupus Erythematosus first line TNF inhibitors evidence based,MIXED,Guideline / Evidence Lookup,6,6,4,0,True,True,False,True
Q172,kapan mulai terapi Aspirin pada Stable Angina,ID,Management / Treatment Selection,18,6,5,1,True,True,True,True
Q176,latest guideline Major Depressive Disorder management terbaru,MIXED,Guideline / Evidence Lookup,6,6,5,3,True,True,True,True
Q179,Type 2 Diabetes Mellitus treatment algorithm GLP-1 receptor agonists first line,EN,Management / Treatment Selection,20,6,5,3,True,True,True,True
Q180,tatalaksana Type 1 Diabetes Mellitus panduan terbaru 2023,ID,Guideline / Evidence Lookup,34,6,5,0,True,True,False,True
Q181,dosis Alteplase untuk pasien Ischaemic Stroke,ID,Dosing / Administration,23,6,6,2,True,True,True,True
Q183,Hypertension in Pregnancy pediatric dosing Methyldopa,EN,Dosing / Administration,22,6,5,3,True,True,True,True
Q200,Tuberculosis risk stratification approach,EN,Monitoring / Response / Risk Assessment,21,6,4,1,True,True,True,True
Q202,HIV/AIDS with obesity first line drug,EN,Management / Treatment Selection,34,6,3,1,True,True,True,True
Q210,switch dari Venlafaxine ke Escitalopram Major Depressive Disorder progresif,MIXED,Treatment Change / Escalation,12,6,4,0,True,True,False,True
Q238,Basal insulins in pregnancy and Type 1 Diabetes Mellitus,EN,Safety / Contraindication,25,6,2,1,True,True,True,True
Q245,kapan mulai terapi Pembrolizumab pada Non-Small Cell Lung Cancer,ID,Management / Treatment Selection,37,6,3,0,True,True,False,True
Q246,add on therapy Urinary Tract Infection after Tenofovir+Lamivudine failure,EN,Treatment Change / Escalation,12,6,5,2,True,True,True,True
Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,ID,Safety / Contraindication,9,6,6,1,True,True,True,True
Q264,dosis Levothyroxine untuk pasien Hypothyroidism,ID,Dosing / Administration,34,6,4,1,True,True,True,True
Q270,Bedaquiline pada pasien elderly MDR Tuberculosis apa perlu adjustment,MIXED,Dosing / Administration,21,6,4,1,True,True,True,True
Q278,add on Furosemide setelah Furosemide gagal Nephrotic Syndrome,MIXED,Treatment Change / Escalation,14,6,2,2,True,True,True,True
Q279,prophylaxis MDR Tuberculosis Bedaquiline kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,11,6,4,0,True,True,False,True
Q287,panduan klinis Epilepsy terbaru,ID,Guideline / Evidence Lookup,38,6,4,1,True,True,True,True
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,ID,Treatment Change / Escalation,38,6,4,2,True,True,True,True
Q321,Escitalopram drug interaction with Sertraline in ADHD,EN,Interaction / Combination,6,6,5,2,True,True,True,True
Q325,target Systemic Lupus Erythematosus sudah tercapai kapan maintenance Adalimumab,MIXED,Prophylaxis / Maintenance,22,6,4,0,True,True,False,True
Q335,Metronidazole vs Omeprazole untuk pasien Pulmonary Embolism mana lebih efektif,MIXED,Comparative Treatment Choice,26,6,3,3,True,True,True,True
Q363,target Type 2 Diabetes Mellitus sudah tercapai kapan maintenance Liraglutide,MIXED,Prophylaxis / Maintenance,38,6,6,1,True,True,True,True
Q371,kapan start Losartan di Hypertension evidence terbaru terbaru,MIXED,Guideline / Evidence Lookup,27,6,5,1,True,True,True,True
Q409,Spironolactone dosing in Heart Failure with obesity,EN,Dosing / Administration,40,6,6,1,True,True,True,True
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,EN,Treatment Change / Escalation,42,6,3,1,True,True,True,True
Q421,Bisoprolol loading dose Heart Failure emergency,EN,Dosing / Administration,30,6,4,1,True,True,True,True
Q426,target Psoriasis sudah tercapai kapan maintenance Dupilumab,MIXED,Prophylaxis / Maintenance,23,6,5,0,True,True,False,True
Q433,monitoring parameters Losartan in Chronic Kidney Disease,EN,Monitoring / Response / Risk Assessment,35,6,5,3,True,True,True,True
Q450,kontraindikasi Liraglutide pada Type 2 Diabetes Mellitus dengan CKD,MIXED,Safety / Contraindication,27,6,5,2,True,True,True,True
Q466,panduan klinis Major Depressive Disorder terbaru,ID,Guideline / Evidence Lookup,16,6,5,0,True,True,False,True
Q467,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,MIXED,Safety / Contraindication,22,6,5,2,True,True,True,True
Q469,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,MIXED,Guideline / Evidence Lookup,36,6,5,2,True,True,True,True
Q477,Losartan long term outcomes Heart Failure,EN,Efficacy / Outcomes,29,6,4,0,True,True,False,True
Q486,switch from Alteplase to Alteplase in Ischaemic Stroke,EN,Treatment Change / Escalation,30,6,3,0,True,True,False,True
Q489,switch from Bedaquiline to Bedaquiline in MDR Tuberculosis,EN,Treatment Change / Escalation,19,6,4,0,True,True,False,True
Q003,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,18,7,3,2,True,True,True,True
Q012,Artemether-lumefantrine pada pasien elderly Typhoid Fever apa perlu adjustment,MIXED,Dosing / Administration,29,7,5,1,True,True,True,True
Q027,Vitamin A adverse effects monitoring in Stunting / Malnutrition,EN,Safety / Contraindication,33,7,3,1,True,True,True,True
Q032,interaksi obat Ramipril dan Spironolactone pada Heart Failure,ID,Interaction / Combination,30,7,4,2,True,True,True,True
Q046,kapan mulai terapi Adalimumab pada Gout,ID,Management / Treatment Selection,11,7,4,3,True,True,True,True
Q060,Migraine with liver disease first line drug,EN,Management / Treatment Selection,9,7,5,1,True,True,True,True
Q068,Labetalol resistance in Hypertension in Pregnancy alternative therapy,EN,Treatment Change / Escalation,24,7,4,1,True,True,True,True
Q095,monitoring parameters Empagliflozin in Atrial Fibrillation,EN,Monitoring / Response / Risk Assessment,23,7,7,4,True,True,True,True
Q097,Iron Deficiency Anaemia pada anak dosis Ferrous sulphate,ID,Dosing / Administration,32,7,5,4,True,True,True,True
Q107,algoritma terapi Asthma step up,ID,Management / Treatment Selection,21,7,4,2,True,True,True,True
Q130,Bisoprolol dosing in Heart Failure with hypertension,EN,Dosing / Administration,12,7,7,3,True,True,True,True
Q131,kontraindikasi Rifampicin pada Tuberculosis dengan COPD,MIXED,Safety / Contraindication,31,7,6,1,True,True,True,True
Q132,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,EN,Dosing / Administration,31,7,5,3,True,True,True,True
Q150,Magnesium sulphate vs Magnesium sulphate untuk Preeclampsia,ID,Comparative Treatment Choice,25,7,6,1,True,True,True,True
Q152,apakah Bedaquiline aman untuk Tuberculosis dengan obesity,ID,Safety / Contraindication,12,7,4,0,True,True,False,True
Q154,Apixaban hepatic impairment dose in Community-acquired Pneumonia,EN,Dosing / Administration,35,7,5,4,True,True,True,True
Q156,indikasi Tenofovir+Lamivudine pada Urinary Tract Infection guideline terbaru,MIXED,Guideline / Evidence Lookup,19,7,4,2,True,True,True,True
Q171,Hyperthyroidism prophylaxis Methimazole indication,EN,Prophylaxis / Maintenance,7,7,6,1,True,True,True,True
Q193,Obesity dengan obesity pilihan terapi,ID,Management / Treatment Selection,28,7,4,4,True,True,True,True
Q208,terapi profilaksis Hypertension dengan Ramipril,ID,Prophylaxis / Maintenance,30,7,4,0,True,True,False,True
Q216,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,11,7,6,3,True,True,True,True
Q218,kapan mulai terapi Methimazole pada Hyperthyroidism,ID,Management / Treatment Selection,10,7,6,0,True,True,False,True
Q229,Hyperthyroidism treatment algorithm Antithyroid agents first line,EN,Management / Treatment Selection,8,7,4,2,True,True,True,True
Q231,kombinasi Piperacillin-tazobactam dan Norepinephrine pada Sepsis aman atau tidak,MIXED,Interaction / Combination,39,7,7,2,True,True,True,True
Q258,when to start Alteplase in Ischaemic Stroke,EN,Management / Treatment Selection,30,7,5,2,True,True,True,True
Q304,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,MIXED,Prophylaxis / Maintenance,40,7,5,0,True,True,False,True
Q319,dosis titrasi Adalimumab Gout toleransi pasien,MIXED,Dosing / Administration,35,7,4,1,True,True,True,True
Q334,Community-acquired Pneumonia prophylaxis Apixaban indication,EN,Prophylaxis / Maintenance,7,7,5,2,True,True,True,True
Q337,Chronic Kidney Disease with immunocompromised first line drug,EN,Management / Treatment Selection,36,7,5,2,True,True,True,True
