query_id,query_text,language,intent_text,cluster_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,anchor_rule_intent,matched_candidate_intents,n_anchor_matches,used_as_weak_anchor,prototype_top_intent,prototype_top_score,prototype_second_intent,prototype_second_score,ambiguity_margin,margin_is_calibrated_confidence,similarity_management_treatment,similarity_diagnosis_differential_diagnosis,similarity_work_up_test_selection,similarity_test_clinical_data_interpretation,similarity_pharmacotherapy,similarity_evidence_guideline_lookup,similarity_procedures_techniques,similarity_epidemiology_prognosis,similarity_patient_communication_education,similarity_other_ambiguous
Q126,add on therapy HIV/AIDS after Levofloxacin failure,EN,add on therapy disease after medicine failure,0,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.5005618,Diagnosis / Differential Diagnosis,0.45402893,0.04653284,False,0.500562,0.454029,0.273193,0.374329,0.345319,0.422058,0.39688,0.446749,0.452204,0.084918
Q127,Tuberculosis with CKD first line drug,EN,disease with ckd first line drug,4,Management / Treatment Selection,0.9847149,Guideline / Evidence Lookup,0.012026111,0.9726888,0.04322683,0.09331105,0.86346215,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.32773888,Diagnosis / Differential Diagnosis,0.3158816,0.011857271,False,0.312448,0.315882,0.152523,0.280759,0.327739,0.305568,0.170269,0.303328,0.197195,-0.018017
Q128,kapan start Alendronate di Osteoporosis evidence terbaru 2022,MIXED,kapan start medicine di disease evidence terbaru 2022,0,Guideline / Evidence Lookup,0.940628,Management / Treatment Selection,0.028823292,0.9118047,0.15762483,0.27590325,0.5664719,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.5657343,Epidemiology / Prognosis,0.50240546,0.06332886,False,0.43394,0.378091,0.466849,0.47469,0.462108,0.565734,0.379463,0.502405,0.34117,0.148757
Q129,Imatinib pada ibu hamil dengan Chronic Myeloid Leukaemia,ID,medicine pada ibu hamil dengan disease,14,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,Safety / Contraindication,1,True,Procedures / Techniques,0.3559426,Management / Treatment,0.31004274,0.045899868,False,0.310043,0.188095,0.093516,0.218541,0.262597,0.257865,0.355943,0.292583,0.262079,0.012205
Q130,Bisoprolol dosing in Heart Failure with hypertension,EN,medicine dosing in disease with hypertension,1,Dosing / Administration,0.4291751,Safety / Contraindication,0.38725096,0.04192415,0.08651657,0.33421946,0.579264,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.36391428,Evidence / Guideline Lookup,0.35583425,0.008080035,False,0.242586,0.159693,0.077072,0.166185,0.363914,0.355834,0.237276,0.265578,0.188745,-0.018512
Q131,kontraindikasi Rifampicin pada Tuberculosis dengan COPD,MIXED,kontraindikasi medicine pada disease dengan copd,4,Safety / Contraindication,0.84237653,Dosing / Administration,0.026793176,0.81558335,0.13850378,0.26167768,0.59981847,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.39096862,Pharmacotherapy,0.38294923,0.008019388,False,0.311183,0.390969,0.191963,0.369492,0.382949,0.359212,0.275066,0.370041,0.307877,-0.013851
Q132,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,EN,medicine dosing in disease with heart failure,7,Treatment Change / Escalation,0.9160713,Dosing / Administration,0.049375046,0.86669624,0.062237855,0.3146995,0.62306255,Dosing / Administration,Dosing / Administration,1,True,Evidence / Guideline Lookup,0.36424905,Pharmacotherapy,0.3392815,0.024967551,False,0.268027,0.228333,0.115733,0.216248,0.339282,0.364249,0.245495,0.30527,0.217397,-0.005713
Q133,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,EN,medicine contraindication in disease with hypertension,1,Dosing / Administration,0.40195975,Safety / Contraindication,0.39956948,0.0023902655,0.06935967,0.3404967,0.5901436,Safety / Contraindication,Safety / Contraindication,1,True,Evidence / Guideline Lookup,0.40671644,Epidemiology / Prognosis,0.33017316,0.07654327,False,0.326589,0.235629,0.115651,0.223868,0.330079,0.406716,0.307082,0.330173,0.295584,0.030778
Q134,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,EN,disease prophylaxis medicine indication,0,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,True,Diagnosis / Differential Diagnosis,0.48598784,Epidemiology / Prognosis,0.41643748,0.069550365,False,0.317798,0.485988,0.212731,0.38313,0.282958,0.371821,0.286917,0.416437,0.32907,0.010429
Q135,Rosuvastatin hepatic impairment dose in Acute Coronary Syndrome,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q136,add on therapy Hypertension in Pregnancy after Methyldopa failure,EN,add on therapy disease after medicine failure,0,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.5005618,Diagnosis / Differential Diagnosis,0.45402893,0.04653284,False,0.500562,0.454029,0.273193,0.374329,0.345319,0.422058,0.39688,0.446749,0.452204,0.084918
Q137,ARBs mechanism untuk Heart Failure bagaimana cara kerjanya,MIXED,drugclass mechanism untuk disease bagaimana cara kerjanya,6,Mechanism / Background Knowledge,0.96171975,Prophylaxis / Maintenance,0.009412251,0.9523075,0.15438461,0.42697334,0.418642,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.48622504,Test / Clinical Data Interpretation,0.29653132,0.18969372,False,0.286505,0.268812,0.208812,0.296531,0.486225,0.202821,0.183406,0.261964,0.28767,0.082469
Q138,Pembrolizumab pada ibu hamil dengan Non-Small Cell Lung Cancer,ID,medicine pada ibu hamil dengan disease,14,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,Safety / Contraindication,1,True,Procedures / Techniques,0.3559426,Management / Treatment,0.31004274,0.045899868,False,0.310043,0.188095,0.093516,0.218541,0.262597,0.257865,0.355943,0.292583,0.262079,0.012205
Q139,dosis titrasi Artemether-lumefantrine Typhoid Fever toleransi pasien,MIXED,dosis titrasi medicine disease toleransi pasien,5,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.39480203,Pharmacotherapy,0.3898939,0.0049081445,False,0.349012,0.325368,0.193371,0.275941,0.389894,0.343839,0.283977,0.394802,0.315215,-0.001069
Q140,Beta blockers selective role in Stable Angina pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q141,prophylaxis Colorectal Cancer Pembrolizumab kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q142,Vitamin A kontraindikasi pada Stunting / Malnutrition dengan COPD,ID,medicine kontraindikasi pada disease dengan copd,4,Safety / Contraindication,0.84266317,Dosing / Administration,0.029865067,0.8127981,0.13503191,0.30043522,0.5645328,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.37676564,Epidemiology / Prognosis,0.36223537,0.014530271,False,0.301383,0.376766,0.169737,0.357068,0.360704,0.351731,0.27675,0.362235,0.296381,-0.033156
Q143,switch dari Adalimumab ke Adalimumab Systemic Lupus Erythematosus progresif,MIXED,switch dari medicine ke medicine disease progresif,0,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.3716695,Procedures / Techniques,0.34782794,0.02384156,False,0.37167,0.226748,0.234984,0.337939,0.327019,0.341015,0.347828,0.315691,0.32162,0.022536
Q144,Colchicine loading dose Psoriatic Arthritis emergency,EN,medicine loading dose disease emergency,10,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4226651,Epidemiology / Prognosis,0.3820325,0.040632576,False,0.327804,0.286103,0.248012,0.344021,0.422665,0.351439,0.328099,0.382032,0.291569,0.071336
Q145,titration protocol Rivaroxaban in Community-acquired Pneumonia,EN,titration protocol medicine in disease,5,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,Dosing / Administration,1,True,Procedures / Techniques,0.38592738,Management / Treatment,0.38342407,0.0025033057,False,0.383424,0.216584,0.21026,0.271932,0.345126,0.329211,0.385927,0.340985,0.312514,0.050287
Q146,Bedaquiline vs Rifampicin untuk pasien Tuberculosis mana lebih efektif,MIXED,medicine vs medicine untuk pasien disease mana lebih efektif,0,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5386045,Management / Treatment,0.5001536,0.038450897,False,0.500154,0.318894,0.321434,0.354512,0.538604,0.374143,0.441864,0.429394,0.429246,0.150252
Q147,Chronic Kidney Disease first line ARBs evidence based,MIXED,disease first line drugclass evidence based,6,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Pharmacotherapy,0.533338,Evidence / Guideline Lookup,0.44116023,0.09217778,False,0.401374,0.407281,0.351618,0.35421,0.533338,0.44116,0.218159,0.367855,0.289911,0.190495
Q148,MDR Tuberculosis dengan renal impairment penyesuaian dosis Bedaquiline,MIXED,disease dengan renal impairment penyesuaian dosis medicine,1,Dosing / Administration,0.934477,Safety / Contraindication,0.026299201,0.9081778,0.12735051,0.3816319,0.49101752,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.32546213,Pharmacotherapy,0.3145109,0.010951221,False,0.248229,0.281574,0.172108,0.30487,0.314511,0.272935,0.225793,0.325462,0.273432,0.003097
Q149,Factor Xa inhibitors mechanism of action in Community-acquired Pneumonia,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.26613,0.20812747,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245985,0.053999
Q150,Magnesium sulphate vs Magnesium sulphate untuk Preeclampsia,ID,medicine vs medicine untuk disease,0,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.43699035,Management / Treatment,0.38943315,0.047557205,False,0.389433,0.273161,0.279578,0.352282,0.43699,0.249742,0.330145,0.372411,0.386755,0.134663
Q151,latest guideline Preeclampsia management 2024,MIXED,latest guideline disease management 2024,0,Guideline / Evidence Lookup,0.9227654,Management / Treatment Selection,0.04134839,0.881417,0.25853133,0.24681257,0.49465612,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.5233817,Evidence / Guideline Lookup,0.5208568,0.0025249124,False,0.523382,0.440759,0.34197,0.414528,0.370681,0.520857,0.371007,0.505761,0.420732,0.151347
Q152,apakah Bedaquiline aman untuk Tuberculosis dengan obesity,ID,apakah medicine aman untuk disease dengan obesity,2,Safety / Contraindication,0.62733513,Interaction / Combination,0.28218332,0.3451518,0.054509576,0.22396116,0.7215293,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.33853233,Management / Treatment,0.26940906,0.06912327,False,0.269409,0.223621,0.155884,0.21512,0.338532,0.266904,0.206973,0.25293,0.214659,0.019042
Q153,Rheumatoid Arthritis guideline update 2023 summary,EN,disease guideline update 2023 summary,0,Guideline / Evidence Lookup,0.8995319,Management / Treatment Selection,0.046889957,0.85264194,0.34313723,0.27667108,0.38019165,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Evidence / Guideline Lookup,0.5306182,Epidemiology / Prognosis,0.46520084,0.06541735,False,0.387847,0.446615,0.3463,0.431173,0.341503,0.530618,0.270745,0.465201,0.367204,0.132687
Q154,Apixaban hepatic impairment dose in Community-acquired Pneumonia,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q155,kombinasi Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever aman atau tidak,MIXED,kombinasi medicine dan medicine pada disease aman atau tidak,0,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,Interaction / Combination; Safety / Contraindication,2,True,Pharmacotherapy,0.5262046,Epidemiology / Prognosis,0.47412813,0.05207646,False,0.441305,0.374096,0.314286,0.374025,0.526205,0.396766,0.377754,0.474128,0.394969,0.158756
Q156,indikasi Tenofovir+Lamivudine pada Urinary Tract Infection guideline terbaru,MIXED,indikasi medicine pada disease guideline terbaru,0,Guideline / Evidence Lookup,0.9326238,Management / Treatment Selection,0.033688597,0.8989352,0.09947687,0.3768578,0.52366537,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.56445384,Diagnosis / Differential Diagnosis,0.5608883,0.0035655499,False,0.507323,0.560888,0.357313,0.531261,0.512631,0.564454,0.425113,0.54769,0.486233,0.147116
Q157,Benzodiazepines in pregnancy and Febrile Seizure,EN,drugclass in pregnancy and disease,14,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.43012902,Epidemiology / Prognosis,0.24261546,0.18751356,False,0.237437,0.152368,0.091062,0.183811,0.430129,0.22596,0.210254,0.242615,0.173574,0.061209
Q158,when to start Sertraline in ADHD,EN,when to start medicine in disease,0,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.49333054,Pharmacotherapy,0.42713398,0.06619656,False,0.493331,0.264366,0.317885,0.349373,0.427134,0.386254,0.417558,0.396777,0.307661,0.070351
Q159,titration protocol Cyclosporine in Psoriasis,EN,titration protocol medicine in disease,5,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,Dosing / Administration,1,True,Procedures / Techniques,0.38592738,Management / Treatment,0.38342407,0.0025033057,False,0.383424,0.216584,0.21026,0.271932,0.345126,0.329211,0.385927,0.340985,0.312514,0.050287
Q160,Obesity pada anak dosis Liraglutide,ID,disease pada anak dosis medicine,10,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3919183,Diagnosis / Differential Diagnosis,0.374479,0.017439306,False,0.3242,0.374479,0.238274,0.36668,0.365594,0.337571,0.28756,0.391918,0.297087,0.035287
Q161,Magnesium sulphate pada pasien elderly Preeclampsia apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q162,Diazepam contraindication in Febrile Seizure with diabetes,EN,medicine contraindication in disease with diabetes,2,Safety / Contraindication,0.4010025,Dosing / Administration,0.3952823,0.005720198,0.058648568,0.3444156,0.5969358,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.36532682,Evidence / Guideline Lookup,0.32511365,0.040213168,False,0.312026,0.235878,0.139764,0.237959,0.365327,0.325114,0.273638,0.300074,0.261192,-0.019202
Q163,is Amlodipine safe in Acute Coronary Syndrome with obesity,EN,is medicine safe in disease with obesity,2,Safety / Contraindication,0.8987315,Efficacy / Outcomes,0.022775734,0.8759558,0.059666246,0.2677101,0.67262363,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.33612126,Management / Treatment,0.24169037,0.09443089,False,0.24169,0.207792,0.146672,0.204316,0.336121,0.241667,0.176143,0.240831,0.203603,0.013162
Q164,Systemic Lupus Erythematosus first line TNF inhibitors evidence based,MIXED,disease first line drugclass evidence based,6,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Pharmacotherapy,0.533338,Evidence / Guideline Lookup,0.44116023,0.09217778,False,0.401374,0.407281,0.351618,0.35421,0.533338,0.44116,0.218159,0.367855,0.289911,0.190495
Q165,dosis Escitalopram untuk pasien ADHD,ID,dosis medicine untuk pasien disease,10,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4773904,Epidemiology / Prognosis,0.3711667,0.1062237,False,0.337772,0.265517,0.224131,0.304987,0.47739,0.362375,0.330342,0.371167,0.288422,-0.021122
Q166,SGLT2 inhibitors role in Chronic Kidney Disease pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q167,penggantian Omeprazole ke Lansoprazole pada Peptic Ulcer Disease,ID,penggantian medicine ke medicine pada disease,0,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.39711893,Procedures / Techniques,0.38902795,0.008090973,False,0.378805,0.222499,0.249126,0.334792,0.397119,0.335479,0.389028,0.322685,0.324192,0.030509
Q168,Factor Xa inhibitors terbaru untuk Deep Vein Thrombosis 2022,MIXED,drugclass terbaru untuk disease 2022,6,Guideline / Evidence Lookup,0.8981066,Management / Treatment Selection,0.049000163,0.84910643,0.07604229,0.45705265,0.46690512,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Pharmacotherapy,0.532095,Evidence / Guideline Lookup,0.44711235,0.08498266,False,0.343926,0.28711,0.337109,0.36445,0.532095,0.447112,0.281858,0.398494,0.280481,0.118139
Q169,Basal insulins mechanism of action in Type 1 Diabetes Mellitus,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.26613,0.20812747,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245985,0.053999
Q170,Magnesium sulphate vs Magnesium sulphate in Preeclampsia patients,EN,medicine vs medicine in disease patients,0,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5007164,Management / Treatment,0.4636933,0.037023097,False,0.463693,0.343376,0.299476,0.380712,0.500716,0.31922,0.381207,0.425953,0.446629,0.127506
Q171,Hyperthyroidism prophylaxis Methimazole indication,EN,disease prophylaxis medicine indication,0,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,True,Diagnosis / Differential Diagnosis,0.48598784,Epidemiology / Prognosis,0.41643748,0.069550365,False,0.317798,0.485988,0.212731,0.38313,0.282958,0.371821,0.286917,0.416437,0.32907,0.010429
Q172,kapan mulai terapi Aspirin pada Stable Angina,ID,kapan mulai terapi medicine pada disease,0,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.025013724,0.12852103,0.8464653,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.52135503,Procedures / Techniques,0.48233718,0.039017856,False,0.521355,0.332444,0.329157,0.421322,0.443465,0.468114,0.482337,0.464131,0.406137,0.057801
Q173,Stunting / Malnutrition first line Zinc supplements evidence based,MIXED,disease first line drugclass evidence based,6,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Pharmacotherapy,0.533338,Evidence / Guideline Lookup,0.44116023,0.09217778,False,0.401374,0.407281,0.351618,0.35421,0.533338,0.44116,0.218159,0.367855,0.289911,0.190495
Q174,monitoring Thyroid hormones pada Hypothyroidism parameter apa,MIXED,monitoring drugclass pada disease parameter apa,6,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.659453,Diagnosis / Differential Diagnosis,0.48401013,0.17544284,False,0.44704,0.48401,0.412973,0.437754,0.659453,0.413069,0.315688,0.455548,0.381279,0.184289
Q175,Warfarin dosing in Atrial Fibrillation with CKD,EN,medicine dosing in disease with ckd,4,Dosing / Administration,0.4510012,Safety / Contraindication,0.37020648,0.08079472,0.11042337,0.3254726,0.5641041,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.39686385,Evidence / Guideline Lookup,0.3385972,0.05826664,False,0.246711,0.245436,0.140344,0.277242,0.396864,0.338597,0.24842,0.31962,0.19809,-0.062542
Q176,latest guideline Major Depressive Disorder management terbaru,MIXED,latest guideline disease management terbaru,0,Guideline / Evidence Lookup,0.925583,Management / Treatment Selection,0.040504407,0.8850786,0.18735904,0.29256612,0.52007484,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.53582036,Evidence / Guideline Lookup,0.49459022,0.041230142,False,0.53582,0.4722,0.310201,0.419751,0.373484,0.49459,0.385383,0.479831,0.427944,0.142571
Q177,Bedaquiline long term outcomes Tuberculosis,EN,medicine long term outcomes disease,0,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,Efficacy / Outcomes,1,True,Epidemiology / Prognosis,0.5110607,Test / Clinical Data Interpretation,0.44481257,0.06624815,False,0.404389,0.388199,0.235139,0.444813,0.380207,0.436837,0.301888,0.511061,0.413811,0.086811
Q178,add on Valproate setelah Valproate gagal Parkinson Disease,MIXED,add on medicine setelah medicine gagal disease,0,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.48695514,Procedures / Techniques,0.43216544,0.054789692,False,0.486955,0.365138,0.298429,0.376707,0.418626,0.375679,0.432165,0.401876,0.404557,0.071249
Q179,Type 2 Diabetes Mellitus treatment algorithm GLP-1 receptor agonists first line,EN,disease treatment algorithm drugclass first line,6,Management / Treatment Selection,0.9139531,Guideline / Evidence Lookup,0.07021824,0.84373486,0.036884844,0.17585123,0.78726393,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.5402144,Management / Treatment,0.5134928,0.026721597,False,0.513493,0.295708,0.342317,0.281455,0.540214,0.337696,0.34342,0.350368,0.35834,0.154298
Q180,tatalaksana Type 1 Diabetes Mellitus panduan terbaru 2023,ID,tatalaksana disease panduan terbaru 2023,0,Guideline / Evidence Lookup,0.9125965,Management / Treatment Selection,0.037574586,0.87502193,0.17451346,0.42195347,0.40353304,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Epidemiology / Prognosis,0.5781518,Evidence / Guideline Lookup,0.5482938,0.029857993,False,0.475286,0.523481,0.39059,0.481672,0.342679,0.548294,0.36162,0.578152,0.42693,0.124326
Q181,dosis Alteplase untuk pasien Ischaemic Stroke,ID,dosis medicine untuk pasien disease,10,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4773904,Epidemiology / Prognosis,0.3711667,0.1062237,False,0.337772,0.265517,0.224131,0.304987,0.47739,0.362375,0.330342,0.371167,0.288422,-0.021122
Q182,apakah Olanzapine aman untuk Schizophrenia dengan renal impairment,ID,apakah medicine aman untuk disease dengan renal impairment,1,Safety / Contraindication,0.75197846,Interaction / Combination,0.103321396,0.6486571,0.09177192,0.22842957,0.67979854,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.35759804,Epidemiology / Prognosis,0.32439587,0.03320217,False,0.289896,0.247759,0.189495,0.261465,0.357598,0.303525,0.267284,0.324396,0.280641,0.063637
Q183,Hypertension in Pregnancy pediatric dosing Methyldopa,EN,disease pediatric dosing medicine,10,Dosing / Administration,0.46515778,Safety / Contraindication,0.36602956,0.09912822,0.13818632,0.31531486,0.54649884,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.39037088,Evidence / Guideline Lookup,0.3580201,0.03235078,False,0.287668,0.264299,0.188446,0.311853,0.390371,0.35802,0.321095,0.315835,0.226708,-0.022429
