query_id,query_text,language,therapeutic_area,query_length_band,entity_complexity,context_complexity,cluster_id,liang_final_intent,liang_top_probability,liang_probability_margin,prototype_top_intent,ambiguity_margin,matched_annotation_rules,n_rule_matches,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,intent_top_level,intent_subtype,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes,sampling_reasons
Q089,biomarkers Community-acquired Pneumonia treatment response Rivaroxaban,EN,Pulmonology,short,2-3 entities,none,0,Safety / Contraindication,0.41025126,0.022016495,Evidence / Guideline Lookup,0.017547905,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,0.5303659,0.054282725,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,pilot_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Monitoring / Response / Risk Assessment'.",pilot; three_way_disagreement; phase2_model_disagreement; short_query
Q093,penggantian Ezetimibe ke Amlodipine pada Acute Coronary Syndrome,ID,Cardiology,medium,4+ entities,none,0,Treatment Change / Escalation,0.99038905,0.98548526,Pharmacotherapy,0.008090973,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",pilot; prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q094,kapan start Azithromycin di Asthma evidence terbaru 2022,MIXED,Pulmonology,medium,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.940628,0.9118047,Evidence / Guideline Lookup,0.06332886,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4684108,0.011188477,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary; low_candidate_prototype_margin
Q095,monitoring parameters Empagliflozin in Atrial Fibrillation,EN,Cardiology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q098,ARBs terbaru untuk Hypertension 2022,MIXED,Cardiology,short,2-3 entities,multiple slots,6,Guideline / Evidence Lookup,0.8981066,0.84910643,Pharmacotherapy,0.08498266,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Comparative Treatment Choice,0.43399033,0.000780344,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Comparative Treatment Choice; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q103,biomarkers Ischaemic Stroke treatment response Alteplase,EN,Neurology,short,2-3 entities,none,0,Safety / Contraindication,0.41025126,0.022016495,Evidence / Guideline Lookup,0.017547905,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,0.5303659,0.054282725,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,pilot_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Monitoring / Response / Risk Assessment'.",pilot; three_way_disagreement; phase2_model_disagreement; short_query
Q105,tatalaksana Breast Cancer HER2-positive panduan terbaru 2025,ID,Oncology,medium,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9142974,0.8779667,Epidemiology / Prognosis,0.03427881,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4687352,0.03992787,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q106,titration protocol Metoprolol in Heart Failure,EN,Cardiology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,prototype_cluster_against_rule; low_prototype_margin; short_query
Q108,Antituberculotics adverse effects monitoring in Tuberculosis,EN,Pulmonology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary; short_query
Q109,kapan start Levetiracetam di Epilepsy evidence terbaru terbaru,MIXED,Neurology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9389991,0.90862304,Evidence / Guideline Lookup,0.061739504,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.52072036,0.050660193,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q111,Erythropoietin contraindication in Iron Deficiency Anaemia with anaemia,EN,Haematology,medium,2-3 entities,none,12,Dosing / Administration,0.40504202,0.0021919012,Pharmacotherapy,0.001208812,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.41774553,0.038000643,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Pharmacotherapy,Safety / Contraindication,medium,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; two_signal_including_rule; phase2_model_disagreement; low_prototype_margin
Q116,Osteoporosis dengan elderly patients pilihan drug terbaik,MIXED,Rheumatology,medium,2-3 entities,one slot,8,Management / Treatment Selection,0.9921794,0.987661,Pharmacotherapy,0.10332903,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.43838927,0.045255184,Efficacy / Outcomes,Efficacy / Outcomes,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Efficacy / Outcomes).,three_way_disagreement
Q119,Gout first line TNF inhibitors evidence based,MIXED,Rheumatology,medium,2-3 entities,none,6,Guideline / Evidence Lookup,0.7298272,0.48857287,Pharmacotherapy,0.09217778,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q128,kapan start Alendronate di Osteoporosis evidence terbaru 2022,MIXED,Rheumatology,medium,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.940628,0.9118047,Evidence / Guideline Lookup,0.06332886,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4684108,0.011188477,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_candidate_prototype_margin
Q132,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,EN,Rheumatology,medium,2-3 entities,one slot,7,Treatment Change / Escalation,0.9160713,0.86669624,Evidence / Guideline Lookup,0.024967551,Dosing / Administration,1,Dosing / Administration,Dosing / Administration,0.4281673,0.0039898455,Comparative Treatment Choice,Safety / Contraindication,Dosing / Administration,2,two_signal_including_rule,Pharmacotherapy,Dosing / Administration,medium,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: two_signal_including_rule (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Safety / Contraindication). Phase 2 suggestion 'Treatment Change / Escalation' was not retained because the explicit request maps to 'Dosing / Administration'.,pilot; two_signal_including_rule; phase2_model_disagreement; low_candidate_prototype_margin
Q133,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,EN,Gastroenterology,medium,2-3 entities,none,1,Dosing / Administration,0.40195975,0.0023902655,Evidence / Guideline Lookup,0.07654327,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4354076,0.0028132498,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; three_way_disagreement; phase2_model_disagreement; low_candidate_prototype_margin
Q134,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,EN,Oncology,medium,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,two_signal_including_rule; multi_cue_boundary; rare_intent
Q136,add on therapy Hypertension in Pregnancy after Methyldopa failure,EN,Obstetrics,medium,2-3 entities,multiple slots,0,Treatment Change / Escalation,0.99019414,0.98607105,Management / Treatment,0.04653284,Treatment Change / Escalation,1,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",three_way_disagreement; low_candidate_prototype_margin
Q142,Vitamin A kontraindikasi pada Stunting / Malnutrition dengan COPD,ID,Pediatrics,medium,2-3 entities,none,4,Safety / Contraindication,0.84266317,0.8127981,Diagnosis / Differential Diagnosis,0.014530271,Safety / Contraindication,1,Safety / Contraindication,Guideline / Evidence Lookup,0.3951083,0.0018842816,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Pharmacotherapy,Safety / Contraindication,medium,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Guideline / Evidence Lookup; cluster=Safety / Contraindication).",two_signal_including_rule; low_prototype_margin; low_candidate_prototype_margin
Q145,titration protocol Rivaroxaban in Community-acquired Pneumonia,EN,Pulmonology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,prototype_cluster_against_rule; low_prototype_margin; short_query
Q147,Chronic Kidney Disease first line ARBs evidence based,MIXED,Nephrology,medium,2-3 entities,none,6,Guideline / Evidence Lookup,0.7298272,0.48857287,Pharmacotherapy,0.09217778,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q151,latest guideline Preeclampsia management 2024,MIXED,Obstetrics,short,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9227654,0.881417,Management / Treatment,0.0025249124,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.5035444,0.04024288,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).",three_way_disagreement; low_prototype_margin; short_query
Q155,kombinasi Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever aman atau tidak,MIXED,Infectious Disease,long,2-3 entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,pilot_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; prototype_cluster_against_rule; multi_cue_boundary; rare_intent; long_query
Q156,indikasi Tenofovir+Lamivudine pada Urinary Tract Infection guideline terbaru,MIXED,Infectious Disease,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin
Q159,titration protocol Cyclosporine in Psoriasis,EN,Dermatology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,prototype_cluster_against_rule; low_prototype_margin; short_query
Q164,Systemic Lupus Erythematosus first line TNF inhibitors evidence based,MIXED,Rheumatology,medium,2-3 entities,none,6,Guideline / Evidence Lookup,0.7298272,0.48857287,Pharmacotherapy,0.09217778,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q167,penggantian Omeprazole ke Lansoprazole pada Peptic Ulcer Disease,ID,Gastroenterology,medium,4+ entities,none,0,Treatment Change / Escalation,0.99038905,0.98548526,Pharmacotherapy,0.008090973,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q171,Hyperthyroidism prophylaxis Methimazole indication,EN,Endocrinology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,pilot_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q173,Stunting / Malnutrition first line Zinc supplements evidence based,MIXED,Pediatrics,medium,2-3 entities,none,6,Guideline / Evidence Lookup,0.7298272,0.48857287,Pharmacotherapy,0.09217778,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q180,tatalaksana Type 1 Diabetes Mellitus panduan terbaru 2023,ID,Endocrinology,medium,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9125965,0.87502193,Epidemiology / Prognosis,0.029857993,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4857589,0.055467457,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q184,Proton pump inhibitors mechanism of action in Peptic Ulcer Disease,EN,Gastroenterology,long,2-3 entities,none,6,Mechanism / Background Knowledge,0.9610921,0.9522671,Pharmacotherapy,0.20812738,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.57746506,0.10379565,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; long_query
Q188,interaksi obat Zinc dan Vitamin A pada Stunting / Malnutrition,ID,Pediatrics,long,4+ entities,none,0,Interaction / Combination,0.9658287,0.9564689,Pharmacotherapy,0.18101364,Interaction / Combination,1,Interaction / Combination,Comparative Treatment Choice,0.5584078,0.011051476,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,prototype_cluster_against_rule; low_candidate_prototype_margin; rare_intent; long_query
Q190,Macrolides mechanism of action in Asthma,EN,Pulmonology,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9610921,0.9522671,Pharmacotherapy,0.20812747,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5774651,0.103795886,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; short_query
Q194,Chronic Kidney Disease prophylaxis Losartan indication,EN,Nephrology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q195,add on therapy Asthma after Amoxicillin failure,EN,Pulmonology,medium,2-3 entities,one slot,0,Treatment Change / Escalation,0.99019414,0.98607105,Management / Treatment,0.04653284,Treatment Change / Escalation,1,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",three_way_disagreement; low_candidate_prototype_margin
