query_id,query_text,cluster_id,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_second_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,schema_adjudicated_intent,gold_set_membership,review_flag
Q100,prophylaxis Ischaemic Stroke Alteplase kapan bisa dihentikan,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6768577,0.429256,0.24760172,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q101,Dolutegravir drug interaction with Tenofovir disoproxil in Malaria,0,Interaction / Combination,Interaction / Combination,0.5733186,0.559004,0.014314592,Prophylaxis / Maintenance,Comparative Treatment Choice,Interaction / Combination,2,two_signal_including_rule,Interaction / Combination,not_reviewed,True
Q102,Antimalarials kontraindikasi pada Typhoid Fever dengan obesity,2,Safety / Contraindication,Comparative Treatment Choice,0.34929475,0.33754364,0.011751115,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q103,biomarkers Ischaemic Stroke treatment response Alteplase,0,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,0.5303659,0.47608316,0.054282725,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,pilot_reviewed,True
Q104,Erythropoietin loading dose Iron Deficiency Anaemia emergency,10,Dosing / Administration,Dosing / Administration,0.57296896,0.42396364,0.14900532,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q105,tatalaksana Breast Cancer HER2-positive panduan terbaru 2025,0,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4687352,0.42880732,0.03992787,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q106,titration protocol Metoprolol in Heart Failure,5,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.48834637,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,gold_reviewed,True
Q107,algoritma terapi Asthma step up,11,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.39938256,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment Selection,not_reviewed,False
Q108,Antituberculotics adverse effects monitoring in Tuberculosis,6,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.4623251,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Safety / Contraindication,pilot_reviewed,True
Q109,kapan start Levetiracetam di Epilepsy evidence terbaru terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.52072036,0.47006017,0.050660193,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q110,dosis titrasi Topiramate Epilepsy toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q111,Erythropoietin contraindication in Iron Deficiency Anaemia with anaemia,12,Safety / Contraindication,Comparative Treatment Choice,0.41774553,0.3797449,0.038000643,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,pilot_reviewed,True
Q112,Alteplase vs Aspirin in Ischaemic Stroke patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.604421,0.5031011,0.10131991,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q113,latest Obesity management guidelines 2025,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.501771,0.45513088,0.046640098,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q114,Colchicine vs Colchicine in Psoriatic Arthritis patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.604421,0.5031011,0.10131991,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q115,dosis Artemether-lumefantrine untuk pasien Typhoid Fever,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q116,Osteoporosis dengan elderly patients pilihan drug terbaik,8,Management / Treatment Selection,Comparative Treatment Choice,0.43838927,0.3931341,0.045255184,Efficacy / Outcomes,Efficacy / Outcomes,,1,three_way_disagreement,Management / Treatment Selection,gold_reviewed,True
Q117,switch dari Artemether-lumefantrine ke Artemether-lumefantrine Typhoid Fever progresif,0,Treatment Change / Escalation,Comparative Treatment Choice,0.43255907,0.43103832,0.0015207529,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q118,Chronic Lymphocytic Leukaemia emergency Ibrutinib loading dose berapa,10,Dosing / Administration,Dosing / Administration,0.5372723,0.33792996,0.19934231,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q119,Gout first line TNF inhibitors evidence based,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.4398679,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q120,latest Hypertension management guidelines terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.541885,0.47759482,0.064290196,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q121,when to start Venlafaxine in Major Depressive Disorder,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q122,Tenofovir+Lamivudine pada pasien elderly Urinary Tract Infection apa perlu adjustment,8,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.4309635,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q123,kapan mulai terapi Rivaroxaban pada Deep Vein Thrombosis,0,Management / Treatment Selection,Management / Treatment Selection,0.5741702,0.5140454,0.060124755,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q124,add on Tenofovir disoproxil setelah Tenofovir disoproxil gagal Malaria,0,Treatment Change / Escalation,Management / Treatment Selection,0.54273015,0.5365323,0.00619787,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q125,kontraindikasi Secukinumab pada Gout dengan heart failure,7,Safety / Contraindication,Comparative Treatment Choice,0.41171816,0.40295392,0.008764237,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q126,add on therapy HIV/AIDS after Levofloxacin failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q127,Tuberculosis with CKD first line drug,4,Management / Treatment Selection,Management / Treatment Selection,0.40241465,0.3505115,0.05190316,Comparative Treatment Choice,Safety / Contraindication,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q128,kapan start Alendronate di Osteoporosis evidence terbaru 2022,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.4684108,0.4572223,0.011188477,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,pilot_reviewed,True
Q129,Imatinib pada ibu hamil dengan Chronic Myeloid Leukaemia,14,Safety / Contraindication,Safety / Contraindication,0.4631558,0.32509786,0.13805795,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q130,Bisoprolol dosing in Heart Failure with hypertension,1,Dosing / Administration,Dosing / Administration,0.45440638,0.40705317,0.047353208,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q131,kontraindikasi Rifampicin pada Tuberculosis dengan COPD,4,Safety / Contraindication,Guideline / Evidence Lookup,0.4231492,0.39776108,0.025388122,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q132,Methotrexate dosing in Systemic Lupus Erythematosus with heart failure,7,Dosing / Administration,Dosing / Administration,0.4281673,0.42417747,0.0039898455,Comparative Treatment Choice,Safety / Contraindication,Dosing / Administration,2,two_signal_including_rule,Dosing / Administration,pilot_reviewed,True
Q133,Omeprazole contraindication in Peptic Ulcer Disease with hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.4354076,0.43259436,0.0028132498,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,pilot_reviewed,True
Q134,Non-Small Cell Lung Cancer prophylaxis Pembrolizumab indication,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.3359575,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,gold_reviewed,True
Q135,Rosuvastatin hepatic impairment dose in Acute Coronary Syndrome,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q136,add on therapy Hypertension in Pregnancy after Methyldopa failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,gold_reviewed,True
Q137,ARBs mechanism untuk Heart Failure bagaimana cara kerjanya,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.4448865,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q138,Pembrolizumab pada ibu hamil dengan Non-Small Cell Lung Cancer,14,Safety / Contraindication,Safety / Contraindication,0.4631558,0.32509786,0.13805795,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q139,dosis titrasi Artemether-lumefantrine Typhoid Fever toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q140,Beta blockers selective role in Stable Angina pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q141,prophylaxis Colorectal Cancer Pembrolizumab kapan bisa dihentikan,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6768577,0.429256,0.24760172,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q142,Vitamin A kontraindikasi pada Stunting / Malnutrition dengan COPD,4,Safety / Contraindication,Guideline / Evidence Lookup,0.3951083,0.39322403,0.0018842816,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,gold_reviewed,True
Q143,switch dari Adalimumab ke Adalimumab Systemic Lupus Erythematosus progresif,0,Treatment Change / Escalation,Comparative Treatment Choice,0.43255907,0.43103832,0.0015207529,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q144,Colchicine loading dose Psoriatic Arthritis emergency,10,Dosing / Administration,Dosing / Administration,0.57296896,0.42396364,0.14900532,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q145,titration protocol Rivaroxaban in Community-acquired Pneumonia,5,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.48834637,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,gold_reviewed,True
Q146,Bedaquiline vs Rifampicin untuk pasien Tuberculosis mana lebih efektif,0,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.53735924,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q147,Chronic Kidney Disease first line ARBs evidence based,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.4398679,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q148,MDR Tuberculosis dengan renal impairment penyesuaian dosis Bedaquiline,1,Dosing / Administration,Dosing / Administration,0.44303325,0.37760115,0.0654321,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q149,Factor Xa inhibitors mechanism of action in Community-acquired Pneumonia,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5774651,0.47366923,0.103795886,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q150,Magnesium sulphate vs Magnesium sulphate untuk Preeclampsia,0,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.4609677,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q151,latest guideline Preeclampsia management 2024,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.5035444,0.4633015,0.04024288,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q152,apakah Bedaquiline aman untuk Tuberculosis dengan obesity,2,Safety / Contraindication,Comparative Treatment Choice,0.3851418,0.3408586,0.04428318,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q153,Rheumatoid Arthritis guideline update 2023 summary,0,Guideline / Evidence Lookup,Guideline / Evidence Lookup,0.505839,0.39763513,0.10820386,Prophylaxis / Maintenance,Comparative Treatment Choice,Guideline / Evidence Lookup,2,two_signal_including_rule,Guideline / Evidence Lookup,not_reviewed,True
Q154,Apixaban hepatic impairment dose in Community-acquired Pneumonia,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q155,kombinasi Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever aman atau tidak,0,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.515026,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,pilot_reviewed,True
Q156,indikasi Tenofovir+Lamivudine pada Urinary Tract Infection guideline terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.4784963,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,pilot_reviewed,True
Q157,Benzodiazepines in pregnancy and Febrile Seizure,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q158,when to start Sertraline in ADHD,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q159,titration protocol Cyclosporine in Psoriasis,5,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.48834637,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,gold_reviewed,True
Q160,Obesity pada anak dosis Liraglutide,10,Dosing / Administration,Dosing / Administration,0.41690025,0.38103405,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q161,Magnesium sulphate pada pasien elderly Preeclampsia apa perlu adjustment,8,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.4309635,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q162,Diazepam contraindication in Febrile Seizure with diabetes,2,Safety / Contraindication,Comparative Treatment Choice,0.4441774,0.43184474,0.012332648,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q163,is Amlodipine safe in Acute Coronary Syndrome with obesity,2,Safety / Contraindication,Comparative Treatment Choice,0.35907868,0.32766822,0.031410456,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q164,Systemic Lupus Erythematosus first line TNF inhibitors evidence based,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.4398679,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q165,dosis Escitalopram untuk pasien ADHD,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q166,SGLT2 inhibitors role in Chronic Kidney Disease pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q167,penggantian Omeprazole ke Lansoprazole pada Peptic Ulcer Disease,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.5047836,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,gold_reviewed,True
Q168,Factor Xa inhibitors terbaru untuk Deep Vein Thrombosis 2022,6,Guideline / Evidence Lookup,Comparative Treatment Choice,0.43399033,0.43321,0.000780344,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q169,Basal insulins mechanism of action in Type 1 Diabetes Mellitus,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5774651,0.47366923,0.103795886,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q170,Magnesium sulphate vs Magnesium sulphate in Preeclampsia patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.604421,0.5031011,0.10131991,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q171,Hyperthyroidism prophylaxis Methimazole indication,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.3359575,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,pilot_reviewed,True
Q172,kapan mulai terapi Aspirin pada Stable Angina,0,Management / Treatment Selection,Management / Treatment Selection,0.5741702,0.5140454,0.060124755,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q173,Stunting / Malnutrition first line Zinc supplements evidence based,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.4398679,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q174,monitoring Thyroid hormones pada Hypothyroidism parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q175,Warfarin dosing in Atrial Fibrillation with CKD,4,Dosing / Administration,Dosing / Administration,0.5688,0.4307492,0.13805076,Comparative Treatment Choice,Safety / Contraindication,Dosing / Administration,2,two_signal_including_rule,Dosing / Administration,not_reviewed,True
Q176,latest guideline Major Depressive Disorder management terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.53991795,0.43849263,0.10142532,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q177,Bedaquiline long term outcomes Tuberculosis,0,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.46695828,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,not_reviewed,True
Q178,add on Valproate setelah Valproate gagal Parkinson Disease,0,Treatment Change / Escalation,Management / Treatment Selection,0.54273015,0.5365323,0.00619787,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q179,Type 2 Diabetes Mellitus treatment algorithm GLP-1 receptor agonists first line,6,Management / Treatment Selection,Management / Treatment Selection,0.65461355,0.4780019,0.17661166,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q180,tatalaksana Type 1 Diabetes Mellitus panduan terbaru 2023,0,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4857589,0.43029144,0.055467457,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q181,dosis Alteplase untuk pasien Ischaemic Stroke,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q182,apakah Olanzapine aman untuk Schizophrenia dengan renal impairment,1,Safety / Contraindication,Comparative Treatment Choice,0.39970616,0.38540533,0.014300823,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q183,Hypertension in Pregnancy pediatric dosing Methyldopa,10,Dosing / Administration,Dosing / Administration,0.5242417,0.36827773,0.15596396,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q184,Proton pump inhibitors mechanism of action in Peptic Ulcer Disease,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.57746506,0.4736694,0.10379565,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q185,Isoniazid hepatic impairment dose in Tuberculosis,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q186,dosis titrasi Rivaroxaban Deep Vein Thrombosis toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q187,dosis Venlafaxine pada Major Depressive Disorder pasien hypertension aman tidak,1,Safety / Contraindication,Dosing / Administration,0.44905895,0.39508325,0.0539757,Dosing / Administration,Dosing / Administration,Dosing / Administration,2,prototype_cluster_against_rule,Safety / Contraindication,not_reviewed,True
Q188,interaksi obat Zinc dan Vitamin A pada Stunting / Malnutrition,0,Interaction / Combination,Comparative Treatment Choice,0.5584078,0.5473563,0.011051476,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,gold_reviewed,True
Q189,renal dose adjustment Lansoprazole in Peptic Ulcer Disease,1,Dosing / Administration,Dosing / Administration,0.5813786,0.4211757,0.16020289,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q190,Macrolides mechanism of action in Asthma,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5774651,0.47366923,0.103795886,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q191,Heart Failure dengan renal impairment penyesuaian dosis Bisoprolol,1,Dosing / Administration,Dosing / Administration,0.44303325,0.37760115,0.0654321,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q192,Diabetes Insipidus emergency Desmopressin loading dose berapa,10,Dosing / Administration,Dosing / Administration,0.5372723,0.33792996,0.19934231,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q193,Obesity dengan obesity pilihan terapi,0,Management / Treatment Selection,Management / Treatment Selection,0.5266284,0.51066065,0.015967727,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q194,Chronic Kidney Disease prophylaxis Losartan indication,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.3359575,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,gold_reviewed,True
Q195,add on therapy Asthma after Amoxicillin failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,gold_reviewed,True
Q196,Gout risk stratification approach,9,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.41424248,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Monitoring / Response / Risk Assessment,pilot_reviewed,False
Q197,monitoring terapi Bedaquiline pada MDR Tuberculosis,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.54489547,0.5388817,0.006013751,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q198,Calcium channel blockers new evidence Hypertension 2022,6,Guideline / Evidence Lookup,Guideline / Evidence Lookup,0.43904006,0.373345,0.06569508,Management / Treatment Selection,Mechanism / Background Knowledge,Guideline / Evidence Lookup,2,two_signal_including_rule,Guideline / Evidence Lookup,not_reviewed,True
Q199,Rivaroxaban loading dose Community-acquired Pneumonia emergency,10,Dosing / Administration,Dosing / Administration,0.57296896,0.42396364,0.14900532,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
