query_id,content_id,session_id,impression_id,doctor_id,timestamp,last_timestamp_served,inferred_rank,impression_count,impressed,query_text,query_language,query_intent,query_intent_top_level,query_intent_subtype,query_intent_label_confidence,query_intent_label_source,query_disease,query_icd10_code,query_molecule,query_atc_code,query_drug_class,query_atc_class,query_therapeutic_area,query_age_group,query_pregnancy_status,query_year,query_recency_flag,query_dose_context_flag,query_route,query_renal_function_group,query_hepatic_impairment_flag,query_comparison_flag,query_negation_flag,query_prior_treatment_failure_flag,content_title,content_language,content_type,content_source_type,content_publication_year,content_word_count,content_disease,content_icd10_code,content_molecule,content_atc_code,content_drug_class,content_atc_class,content_therapeutic_area,behavioral_event_count,first_event_timestamp,last_event_timestamp,clicked,scroll_deep,return_visit,save_bookmark,dwell_time,max_event_dwell_seconds,has_engagement,relevance_grade,conservative_relevance_grade,event_hierarchy_relevance_grade,relevance_evidence,relevance_grade_description,observed_positive,meaningful_positive,strong_positive,relevance_label_scheme,relevance_label_source
Q338,C132,SE0286,IMP1846,D022,2025-01-09 03:01:25,2025-01-09 03:01:25,7,1,True,Metronidazole vs Metronidazole in Inflammatory Bowel Disease patients,EN,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,high,three_signal_consensus,Inflammatory Bowel Disease,K50,Metronidazole; Metronidazole,J01XD01; J01XD01,Nitroimidazoles; Nitroimidazoles,J01XD; J01XD,Gastroenterology,,,,False,False,,,False,True,False,False,Practical Guide: Initiating Prednisolone in COPD,MIXED,clinical_summary,hospital_protocol,2021,411,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C134,SE0308,IMP1847,D033,2025-01-09 04:27:55,2025-01-09 04:27:55,1,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Scoping Review: Emerging Therapies in Pulmonary Embolism 2025,EN,review,systematic_review,2025,2344,Pulmonary Embolism,I26,Omeprazole; Metronidazole,A02BC01; J01XD01,Proton pump inhibitors; Nitroimidazoles,A02BC; J01XD,Pulmonology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C127,SE0308,IMP1848,D033,2025-01-09 04:27:57,2025-01-09 04:27:57,2,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Risk Stratification in Asthma: Current Approaches,MIXED,article,research_paper,2023,2190,Asthma,J45,Levofloxacin; Prednisolone,J01MA12; H02AB06,Fluoroquinolones; Corticosteroids,J01MA; H02AB,Pulmonology,1,2025-01-09 04:32:58,2025-01-09 04:32:58,False,True,False,False,85,85,True,2,2,2,deep_scroll,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C099,SE0308,IMP1849,D033,2025-01-09 04:27:57,2025-01-09 04:27:57,3,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Panduan Praktis: Memulai Dolutegravir pada Malaria,ID,clinical_summary,clinical_practice,2020,312,Malaria,B50,Dolutegravir,J05AJ03,Integrase inhibitors,J05AJ,Infectious Disease,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C052,SE0308,IMP1850,D033,2025-01-09 04:28:05,2025-01-09 04:28:05,4,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Clinical Summary: Chronic Kidney Disease Management Update 2024,EN,clinical_summary,hospital_protocol,2024,687,Chronic Kidney Disease,N18,Dapagliflozin; Dapagliflozin,A10BK01; A10BK01,SGLT2 inhibitors; SGLT2 inhibitors,A10BK; A10BK,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C297,SE0308,IMP1851,D033,2025-01-09 04:28:06,2025-01-09 04:28:06,5,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Panduan Praktis: Memulai Vitamin A pada Stunting / Malnutrition,ID,clinical_summary,clinical_practice,2023,684,Stunting / Malnutrition,E43,Vitamin A; Zinc,A11CA01; A12CB01,Vitamin A; Zinc supplements,A11CA; A12CB,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C101,SE0308,IMP1852,D033,2025-01-09 04:28:07,2025-01-09 04:28:07,6,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,"NRTIs combination: Mechanism, Indications, and Safety",EN,drug_profile,drug_database,2025,418,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C068,SE0308,IMP1853,D033,2025-01-09 04:28:08,2025-01-09 04:28:08,7,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,ID,clinical_summary,hospital_protocol,2020,701,Chronic Kidney Disease,N18,Losartan; Ramipril,C09CA01; C09AA05,ARBs; ACE inhibitors,C09CA; C09AA,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C172,SE0308,IMP1854,D033,2025-01-09 04:28:11,2025-01-09 04:28:11,8,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Major Depressive Disorder in Pregnancy: Safety and Management Guide,EN,clinical_summary,hospital_protocol,2025,308,Major Depressive Disorder,F32,Sertraline; Sertraline,N06AB06; N06AB06,SSRIs; SSRIs,N06AB; N06AB,Psychiatry,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C256,SE0308,IMP1855,D033,2025-01-09 04:28:13,2025-01-09 04:28:13,9,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,New Insights into Preeclampsia Pathophysiology and Treatment,EN,article,journal,2025,1746,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C002,SE0308,IMP1856,D033,2025-01-09 04:28:14,2025-01-09 04:28:14,10,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023,MIXED,guideline,ministry_of_health,2023,2901,Type 1 Diabetes Mellitus,E10,Insulin degludec,A10AE06,Basal insulins,A10AE,Endocrinology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q307,C301,SE0308,IMP1857,D033,2025-01-09 04:28:15,2025-01-09 04:28:15,11,1,True,Fluoroquinolones in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,high,three_signal_consensus,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Successful Management of Severe Sepsis with Norepinephrine,EN,case_report,case_report,2020,551,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care,1,2025-01-09 04:28:45,2025-01-09 04:28:45,True,False,False,False,16,16,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C034,SE0014,IMP1858,D081,2025-01-09 06:02:16,2025-01-09 06:02:16,1,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,MIXED,article,research_paper,2021,2413,Heart Failure,I50,Spironolactone,C03DA01,Aldosterone antagonists,C03DA,Cardiology,1,2025-01-09 06:11:53,2025-01-09 06:11:53,False,True,False,False,157,157,True,3,2,2,high_dwell_deep_scroll,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C149,SE0014,IMP1859,D081,2025-01-09 06:02:20,2025-01-09 06:02:20,2,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,EN,clinical_summary,hospital_protocol,2021,325,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,1,2025-01-09 06:06:09,2025-01-09 06:06:09,False,True,False,False,204,204,True,3,3,2,high_dwell_deep_scroll,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C224,SE0014,IMP1860,D081,2025-01-09 06:02:22,2025-01-09 06:02:22,3,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Risk Stratification in Rheumatoid Arthritis: Current Approaches,EN,article,research_paper,2025,1425,Rheumatoid Arthritis,M05,Hydroxychloroquine,P01BA02,Antimalarials,P01BA,Rheumatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C106,SE0014,IMP1861,D081,2025-01-09 06:02:24,2025-01-09 06:02:24,4,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Successful Management of Severe Typhoid Fever with Artemether-lumefantrine,EN,case_report,case_report,2021,749,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C140,SE0014,IMP1862,D081,2025-01-09 06:02:26,2025-01-09 06:02:26,5,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,"Proton pump inhibitors: Mechanism, Indications, and Safety",EN,drug_profile,pharmacology_reference,2024,983,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C340,SE0014,IMP1863,D081,2025-01-09 06:02:27,2025-01-09 06:02:27,6,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Switching Therapy in Psoriasis: A Step-by-Step Guide,EN,clinical_summary,clinical_practice,2020,348,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C151,SE0014,IMP1864,D081,2025-01-09 06:02:32,2025-01-09 06:02:32,7,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Monitoring Parameters for Nitroimidazoles in Inflammatory Bowel Disease,EN,clinical_summary,hospital_protocol,2022,754,Inflammatory Bowel Disease,K50,Metronidazole,J01XD01,Nitroimidazoles,J01XD,Gastroenterology,1,2025-01-09 06:23:19,2025-01-09 06:23:19,True,False,False,False,24,24,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C089,SE0014,IMP1865,D081,2025-01-09 06:02:33,2025-01-09 06:02:33,8,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Perbandingan Topiramate dan Topiramate pada Migraine,ID,article,journal,2024,2308,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,1,2025-01-09 06:10:43,2025-01-09 06:10:43,True,False,False,False,3,3,True,1,1,1,short_dwell_click,weak engagement,True,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C042,SE0014,IMP1866,D081,2025-01-09 06:02:34,2025-01-09 06:02:34,9,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Atrial Fibrillation in Special Populations: Practical Guidance,EN,clinical_summary,hospital_protocol,2022,547,Atrial Fibrillation,I48,Dapagliflozin,A10BK01,SGLT2 inhibitors,A10BK,Cardiology,1,2025-01-09 06:04:59,2025-01-09 06:04:59,True,False,False,False,33,33,True,2,2,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C212,SE0014,IMP1867,D081,2025-01-09 06:02:35,2025-01-09 06:02:35,10,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Profil Keamanan Alendronate pada Osteoporosis,ID,article,journal,2022,1976,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,1,2025-01-09 06:05:16,2025-01-09 06:05:16,False,True,False,False,216,216,True,3,3,2,high_dwell_deep_scroll,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q216,C174,SE0014,IMP1868,D081,2025-01-09 06:02:36,2025-01-09 06:02:36,11,1,True,Hyperthyroidism guideline update 2024 summary,EN,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,medium,rule_model_consensus,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,2024.0,True,False,,,False,False,False,False,Long-term Outcomes of SNRIs Therapy in Major Depressive Disorder,EN,article,journal,2020,1185,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,1,2025-01-09 06:02:43,2025-01-09 06:02:43,True,False,False,False,15,15,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C101,SE0606,IMP1869,D064,2025-01-09 07:05:24,2025-01-09 07:05:24,1,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,"NRTIs combination: Mechanism, Indications, and Safety",EN,drug_profile,drug_database,2025,418,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C027,SE0606,IMP1870,D064,2025-01-09 07:05:29,2025-01-09 07:05:29,2,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,National Guideline: Atrial Fibrillation Diagnosis and Treatment,MIXED,guideline,ministry_of_health,2023,1399,Atrial Fibrillation,I48,Apixaban; Dapagliflozin,B01AF02; A10BK01,Factor Xa inhibitors; SGLT2 inhibitors,B01AF; A10BK,Cardiology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C059,SE0606,IMP1871,D064,2025-01-09 07:05:30,2025-01-09 07:05:30,3,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Safety Profile of Empagliflozin in Chronic Kidney Disease,EN,article,journal,2022,876,Chronic Kidney Disease,N18,Empagliflozin,A10BK03,SGLT2 inhibitors,A10BK,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C066,SE0606,IMP1872,D064,2025-01-09 07:05:30,2025-01-09 07:05:30,4,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Panduan Praktis: Memulai Furosemide pada Nephrotic Syndrome,ID,clinical_summary,hospital_protocol,2023,571,Nephrotic Syndrome,N04,Furosemide,C03CA01,Loop diuretics,C03CA,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C108,SE0606,IMP1873,D064,2025-01-09 07:05:31,2025-01-09 07:05:31,5,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Case Series: NRTIs combination in Refractory Urinary Tract Infection,EN,case_report,case_report,2020,1255,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C255,SE0606,IMP1874,D064,2025-01-09 07:05:33,2025-01-09 07:05:33,6,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,EN,clinical_summary,hospital_protocol,2025,384,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C135,SE0606,IMP1875,D064,2025-01-09 07:05:34,2025-01-09 07:05:34,7,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Prednisolone pada Pasien COPD: Studi Kohort,ID,article,journal,2020,2402,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q340,C199,SE0606,IMP1876,D064,2025-01-09 07:05:36,2025-01-09 07:05:36,8,1,True,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,rule_with_model_disagreement,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,2023.0,True,False,,,False,False,False,False,Pedoman PNPK: Breast Cancer HER2-positive,ID,guideline,who,2020,2774,Breast Cancer HER2-positive,C50,Methylphenidate; Methylphenidate,N06BA04; N06BA04,CNS stimulants; CNS stimulants,N06BA; N06BA,Oncology,1,2025-01-09 07:05:43,2025-01-09 07:05:43,True,False,False,False,11,11,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q454,C189,SE0524,IMP1877,D073,2025-01-09 09:26:00,2025-01-09 09:26:00,1,1,True,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Sepsis,A41,Meropenem; Vancomycin,J01DH02; J01XA01,Carbapenems; Glycopeptides,J01DH; J01XA,Critical Care,,,,False,False,,,False,False,False,False,Clinical Practice Guideline: Colorectal Cancer Management 2020,EN,guideline,professional_society,2020,2059,Colorectal Cancer,C18,Nivolumab,L01FF01,PD-1 inhibitors,L01FF,Oncology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q454,C168,SE0524,IMP1878,D073,2025-01-09 09:26:03,2025-01-09 09:26:03,2,1,True,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Sepsis,A41,Meropenem; Vancomycin,J01DH02; J01XA01,Carbapenems; Glycopeptides,J01DH; J01XA,Critical Care,,,,False,False,,,False,False,False,False,Challenging Case: ADHD with Concurrent atrial fibrillation,EN,case_report,case_report,2020,686,ADHD,F90,Sertraline; Escitalopram,N06AB06; N06AB10,SSRIs; SSRIs,N06AB; N06AB,Psychiatry,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q454,C082,SE0524,IMP1879,D073,2025-01-09 09:26:08,2025-01-09 09:26:08,3,1,True,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Sepsis,A41,Meropenem; Vancomycin,J01DH02; J01XA01,Carbapenems; Glycopeptides,J01DH; J01XA,Critical Care,,,,False,False,,,False,False,False,False,Rare Adverse Event of Aspirin in Ischaemic Stroke,EN,case_report,case_report,2022,1123,Ischaemic Stroke,I63,Aspirin,B01AC06,Platelet aggregation inhibitors,B01AC,Neurology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
